,age,job,education,balance,pdays,deposit
89,23.0,blue-collar,secondary,12053.0,324.0,no
90,26.0,retired,secondary,344.0,240.0,no
91,80.0,housemaid,tertiary,59243.0,440.0,no
92,39.0,blue-collar,secondary,4456.0,227.0,yes
93,28.0,management,tertiary,2006.0,21.0,yes
94,39.0,self-employed,primary,67906.0,774.0,yes
95,43.0,admin.,primary,49037.0,166.0,yes
96,18.0,management,tertiary,60234.0,111.0,yes
97,44.0,admin.,primary,49839.0,128.0,yes
98,37.0,technician,secondary,17801.0,180.0,yes
99,26.0,student,tertiary,79942.0,613.0,yes
100,83.0,housemaid,secondary,50185.0,819.0,no
101,68.0,blue-collar,tertiary,39651.0,50.0,yes
102,54.0,unemployed,primary,70522.0,846.0,no
103,67.0,retired,secondary,14267.0,588.0,yes
104,63.0,blue-collar,secondary,40464.0,98.0,yes
105,28.0,blue-collar,primary,2989.0,286.0,no
106,35.0,technician,primary,32927.0,468.0,no
107,53.0,retired,tertiary,1196.0,221.0,yes
108,42.0,housemaid,primary,28938.0,757.0,yes
109,64.0,retired,secondary,62889.0,75.0,yes
110,62.0,management,tertiary,59660.0,64.0,yes
111,34.0,technician,secondary,62986.0,270.0,no
112,22.0,management,primary,23937.0,137.0,yes
113,66.0,unemployed,secondary,737.0,189.0,yes
114,72.0,retired,primary,33717.0,829.0,no
115,51.0,unemployed,secondary,26268.0,45.0,yes
116,87.0,housemaid,secondary,76268.0,266.0,yes
117,57.0,retired,secondary,30708.0,803.0,yes
118,32.0,management,primary,13958.0,202.0,yes
119,69.0,technician,tertiary,56380.0,118.0,no
120,42.0,admin.,primary,48748.0,169.0,no
121,55.0,technician,secondary,44578.0,164.0,yes
122,27.0,technician,secondary,15269.0,483.0,no
123,63.0,management,secondary,9855.0,783.0,yes
124,27.0,admin.,secondary,70885.0,390.0,yes
125,37.0,student,secondary,46587.0,814.0,no
126,24.0,services,secondary,31856.0,211.0,yes
127,48.0,unemployed,secondary,5252.0,334.0,yes
128,68.0,retired,secondary,9835.0,189.0,yes
129,37.0,unemployed,tertiary,2386.0,199.0,no
130,48.0,management,secondary,5350.0,389.0,no
131,51.0,management,tertiary,651.0,285.0,no
132,35.0,services,secondary,24221.0,290.0,no
133,28.0,services,secondary,-249.0,297.0,no
134,65.0,services,primary,38831.0,42.0,yes
135,67.0,technician,tertiary,58381.0,167.0,no
136,31.0,services,secondary,16658.0,228.0,yes
137,46.0,services,tertiary,3298.0,602.0,yes
138,34.0,technician,tertiary,4144.0,150.0,yes
139,59.0,self-employed,primary,69797.0,801.0,no
140,54.0,management,tertiary,76077.0,94.0,yes
141,48.0,technician,secondary,17144.0,208.0,yes
142,64.0,housemaid,secondary,61260.0,412.0,yes
143,51.0,services,primary,45341.0,19.0,no
144,63.0,retired,secondary,-821.0,214.0,yes
145,36.0,management,tertiary,56689.0,363.0,yes
146,73.0,entrepreneur,secondary,21719.0,76.0,yes
147,25.0,technician,secondary,80543.0,513.0,yes
148,32.0,admin.,secondary,24568.0,812.0,yes
149,32.0,technician,secondary,50054.0,792.0,yes
150,25.0,services,tertiary,62643.0,402.0,no
151,51.0,management,tertiary,60324.0,109.0,yes
152,54.0,services,primary,75197.0,14.0,no
153,60.0,housemaid,secondary,78362.0,410.0,yes
154,59.0,technician,secondary,72634.0,553.0,no
155,84.0,entrepreneur,tertiary,40187.0,6.0,yes
156,32.0,retired,secondary,11420.0,800.0,no
157,47.0,management,primary,22408.0,570.0,yes
158,62.0,services,secondary,80897.0,105.0,yes
159,49.0,management,tertiary,74714.0,106.0,yes
160,52.0,unemployed,primary,29575.0,847.0,no
161,37.0,technician,tertiary,15672.0,71.0,yes
162,86.0,technician,tertiary,57155.0,69.0,yes
163,64.0,admin.,primary,64107.0,772.0,yes
164,72.0,blue-collar,tertiary,48496.0,165.0,yes
165,41.0,management,tertiary,827.0,59.0,yes
166,41.0,student,tertiary,37253.0,54.0,yes
167,41.0,management,tertiary,31534.0,105.0,yes
168,41.0,retired,primary,22631.0,209.0,yes
169,30.0,admin.,secondary,15579.0,86.0,yes
170,30.0,self-employed,tertiary,60956.0,598.0,no
171,39.0,services,secondary,836.0,318.0,yes
172,36.0,management,secondary,21919.0,91.0,yes
173,51.0,blue-collar,primary,7390.0,421.0,no
174,40.0,management,tertiary,18995.0,197.0,yes
175,63.0,student,secondary,79987.0,89.0,yes
176,66.0,retired,secondary,14153.0,416.0,yes
177,35.0,technician,secondary,13673.0,532.0,yes
178,59.0,retired,secondary,10564.0,260.0,no
179,70.0,entrepreneur,primary,28430.0,667.0,no
180,77.0,self-employed,primary,39808.0,767.0,yes
181,48.0,admin.,tertiary,62932.0,460.0,yes
182,25.0,student,secondary,37432.0,86.0,yes
183,44.0,entrepreneur,secondary,24089.0,344.0,yes
184,65.0,unemployed,secondary,79096.0,562.0,no
185,53.0,management,tertiary,2322.0,191.0,yes
186,52.0,management,tertiary,3884.0,176.0,no
187,31.0,blue-collar,secondary,19764.0,636.0,no
188,33.0,technician,primary,54016.0,360.0,no
189,36.0,unemployed,tertiary,31438.0,162.0,no
190,54.0,services,primary,22422.0,25.0,no
191,40.0,services,secondary,71740.0,314.0,no
192,73.0,services,primary,34434.0,696.0,yes
193,70.0,student,tertiary,80655.0,158.0,no
194,35.0,services,secondary,708.0,208.0,no
195,82.0,blue-collar,secondary,11190.0,407.0,yes
196,72.0,services,primary,22641.0,842.0,no
197,67.0,unemployed,secondary,53871.0,786.0,yes
198,42.0,admin.,secondary,71959.0,537.0,yes
199,84.0,entrepreneur,primary,50177.0,521.0,yes
200,82.0,student,tertiary,31152.0,701.0,no
201,70.0,admin.,primary,63701.0,342.0,no
202,60.0,housemaid,primary,-472.0,658.0,no
203,57.0,technician,primary,78585.0,87.0,yes
204,72.0,management,tertiary,8885.0,199.0,no
205,30.0,technician,tertiary,48604.0,543.0,yes
206,79.0,housemaid,secondary,5401.0,233.0,yes
207,59.0,management,primary,73486.0,151.0,yes
208,38.0,blue-collar,secondary,983.0,376.0,no
209,31.0,technician,tertiary,3795.0,214.0,no
210,23.0,unemployed,secondary,12805.0,312.0,yes
211,27.0,entrepreneur,tertiary,75156.0,360.0,yes
212,53.0,management,tertiary,1950.0,185.0,yes
213,46.0,services,primary,51943.0,117.0,yes
214,37.0,admin.,secondary,37498.0,98.0,yes
215,36.0,admin.,secondary,2206.0,250.0,no
216,56.0,management,secondary,77737.0,58.0,yes
217,34.0,management,tertiary,67042.0,377.0,no
218,75.0,retired,secondary,61079.0,204.0,yes
219,50.0,retired,primary,14207.0,53.0,yes
220,38.0,management,tertiary,855.0,297.0,no
221,61.0,management,secondary,12314.0,114.0,yes
222,61.0,housemaid,secondary,79885.0,442.0,yes
223,75.0,entrepreneur,secondary,62093.0,79.0,yes
224,88.0,technician,tertiary,28431.0,533.0,yes
225,55.0,blue-collar,secondary,45993.0,139.0,yes
226,34.0,management,tertiary,-804.0,191.0,yes
227,63.0,blue-collar,tertiary,62451.0,739.0,no
228,44.0,technician,secondary,-884.0,146.0,yes
229,30.0,technician,secondary,8378.0,376.0,yes
230,43.0,blue-collar,tertiary,44042.0,428.0,no
231,63.0,services,secondary,32565.0,358.0,no
232,52.0,unemployed,secondary,78708.0,253.0,no
233,29.0,management,tertiary,29940.0,196.0,yes
234,58.0,technician,secondary,20219.0,633.0,no
235,75.0,unemployed,primary,52735.0,844.0,no
236,25.0,admin.,secondary,54500.0,445.0,yes
237,36.0,housemaid,secondary,49629.0,426.0,yes
238,37.0,admin.,primary,1968.0,160.0,no
239,42.0,entrepreneur,secondary,9546.0,371.0,yes
240,36.0,admin.,tertiary,78051.0,805.0,yes
241,46.0,admin.,tertiary,19101.0,186.0,yes
242,85.0,self-employed,secondary,17352.0,827.0,yes
243,73.0,housemaid,secondary,41325.0,656.0,no
244,30.0,technician,tertiary,26557.0,156.0,yes
245,33.0,management,primary,77430.0,16.0,no
246,42.0,unemployed,secondary,7877.0,549.0,yes
247,33.0,blue-collar,primary,74351.0,335.0,yes
248,61.0,retired,secondary,61754.0,670.0,no
249,36.0,housemaid,secondary,71265.0,230.0,yes
250,32.0,technician,tertiary,29580.0,258.0,no
251,31.0,management,tertiary,4471.0,100.0,yes
252,32.0,blue-collar,secondary,34723.0,656.0,no
253,36.0,management,secondary,40703.0,76.0,yes
254,64.0,housemaid,secondary,69328.0,248.0,no
255,83.0,student,tertiary,25076.0,721.0,yes
256,37.0,student,secondary,36515.0,503.0,no
257,42.0,admin.,secondary,35477.0,816.0,no
258,24.0,admin.,secondary,34931.0,814.0,yes
259,61.0,unemployed,secondary,36767.0,472.0,yes
260,49.0,management,tertiary,19549.0,228.0,yes
261,53.0,housemaid,secondary,73286.0,419.0,yes
262,43.0,housemaid,primary,54666.0,263.0,no
263,83.0,housemaid,tertiary,32770.0,471.0,yes
264,57.0,technician,primary,50387.0,382.0,no
265,42.0,housemaid,primary,64735.0,256.0,no
266,61.0,services,secondary,9250.0,451.0,yes
267,57.0,services,secondary,51953.0,185.0,yes
268,77.0,retired,primary,13321.0,248.0,yes
269,30.0,services,tertiary,39121.0,576.0,yes
270,67.0,blue-collar,primary,54502.0,767.0,yes
271,61.0,management,tertiary,-503.0,78.0,yes
272,29.0,management,tertiary,2598.0,348.0,yes
273,29.0,admin.,secondary,17685.0,454.0,yes
274,84.0,entrepreneur,primary,70491.0,309.0,no
275,67.0,unemployed,secondary,79151.0,725.0,no
276,52.0,services,secondary,1275.0,110.0,yes
277,87.0,unemployed,tertiary,52686.0,342.0,no
278,40.0,management,tertiary,3544.0,102.0,yes
279,33.0,student,secondary,75729.0,479.0,yes
280,77.0,self-employed,tertiary,15566.0,612.0,no
281,62.0,self-employed,tertiary,23667.0,585.0,no
282,34.0,blue-collar,primary,21763.0,608.0,yes
283,21.0,entrepreneur,secondary,61803.0,113.0,yes
284,40.0,admin.,secondary,47655.0,800.0,no
285,31.0,management,tertiary,55576.0,93.0,yes
286,49.0,management,tertiary,-132.0,228.0,yes
287,70.0,entrepreneur,secondary,24769.0,395.0,no
288,63.0,management,primary,5283.0,25.0,yes
289,66.0,retired,secondary,4398.0,185.0,yes
290,65.0,services,primary,30938.0,161.0,no
291,25.0,self-employed,tertiary,3546.0,227.0,yes
292,34.0,self-employed,tertiary,40370.0,494.0,no
293,87.0,self-employed,secondary,77294.0,129.0,yes
294,57.0,management,secondary,3443.0,295.0,yes
295,41.0,management,tertiary,-251.0,79.0,yes
296,62.0,retired,secondary,2524.0,117.0,no
297,84.0,student,tertiary,27077.0,721.0,yes
298,31.0,unemployed,tertiary,48457.0,327.0,no
299,57.0,technician,primary,4261.0,792.0,yes
300,67.0,retired,secondary,15357.0,215.0,yes
301,28.0,technician,tertiary,20890.0,214.0,yes
302,46.0,admin.,secondary,72324.0,106.0,yes
303,55.0,technician,tertiary,77496.0,108.0,yes
304,65.0,entrepreneur,tertiary,68704.0,433.0,yes
305,23.0,services,secondary,33628.0,213.0,no
306,28.0,technician,secondary,9179.0,329.0,no
307,32.0,management,primary,80737.0,25.0,yes
308,36.0,management,tertiary,-5.0,63.0,yes
309,27.0,unemployed,secondary,43062.0,189.0,yes
310,30.0,housemaid,primary,28140.0,215.0,yes
311,62.0,student,secondary,12071.0,500.0,yes
312,31.0,management,primary,30704.0,666.0,no
313,58.0,management,primary,34553.0,572.0,no
314,23.0,student,tertiary,77831.0,791.0,no
315,59.0,management,secondary,4265.0,794.0,yes
316,76.0,services,tertiary,31941.0,52.0,yes
317,85.0,entrepreneur,tertiary,15885.0,438.0,yes
318,57.0,technician,primary,-883.0,768.0,yes
319,34.0,services,secondary,-931.0,395.0,no
320,47.0,management,tertiary,31275.0,240.0,yes
321,40.0,technician,tertiary,24815.0,277.0,yes
322,69.0,unemployed,secondary,20667.0,272.0,no
323,77.0,technician,tertiary,60445.0,517.0,yes
324,41.0,housemaid,primary,75078.0,175.0,yes
325,68.0,services,primary,32754.0,292.0,no
326,27.0,self-employed,secondary,56593.0,688.0,no
327,25.0,technician,secondary,80839.0,761.0,yes
328,50.0,management,tertiary,67492.0,61.0,yes
329,58.0,management,tertiary,-698.0,225.0,no
330,41.0,admin.,primary,73081.0,169.0,yes
331,40.0,entrepreneur,secondary,23167.0,98.0,yes
332,19.0,retired,secondary,29226.0,802.0,no
333,75.0,retired,tertiary,60314.0,193.0,yes
334,25.0,services,tertiary,77225.0,10.0,yes
335,87.0,housemaid,secondary,35820.0,292.0,no
336,66.0,blue-collar,primary,48792.0,300.0,yes
337,29.0,entrepreneur,secondary,-631.0,392.0,no
338,35.0,management,tertiary,15287.0,223.0,yes
339,76.0,entrepreneur,secondary,23076.0,784.0,yes
340,49.0,blue-collar,secondary,77373.0,25.0,no
341,53.0,services,primary,39403.0,689.0,yes
342,27.0,unemployed,tertiary,57063.0,320.0,no
343,32.0,admin.,secondary,-768.0,107.0,no
344,24.0,admin.,secondary,51475.0,203.0,yes
345,73.0,housemaid,secondary,48318.0,371.0,no
346,82.0,retired,secondary,45540.0,649.0,no
347,51.0,unemployed,primary,75364.0,804.0,no
348,37.0,retired,primary,4197.0,90.0,yes
349,70.0,services,primary,67029.0,574.0,no
350,39.0,self-employed,primary,33785.0,684.0,no
351,69.0,unemployed,secondary,4717.0,183.0,no
352,56.0,technician,secondary,1846.0,351.0,no
353,47.0,management,tertiary,42152.0,312.0,yes
354,26.0,technician,tertiary,42780.0,106.0,yes
355,62.0,housemaid,secondary,79213.0,423.0,yes
356,55.0,unemployed,secondary,-578.0,194.0,yes
357,65.0,management,primary,79475.0,89.0,no
358,60.0,retired,secondary,5033.0,270.0,no
359,26.0,self-employed,secondary,23172.0,851.0,yes
360,53.0,management,tertiary,2787.0,227.0,yes
361,42.0,technician,tertiary,51687.0,213.0,no
362,26.0,unemployed,tertiary,40974.0,120.0,yes
363,53.0,retired,secondary,45242.0,156.0,yes
364,29.0,entrepreneur,secondary,18506.0,848.0,no
365,35.0,housemaid,primary,8635.0,789.0,yes
366,27.0,technician,tertiary,42242.0,105.0,yes
367,35.0,retired,primary,-17.0,379.0,no
368,88.0,retired,tertiary,55778.0,113.0,yes
369,41.0,blue-collar,secondary,79453.0,143.0,yes
370,70.0,student,tertiary,26531.0,795.0,no
371,34.0,blue-collar,primary,33946.0,288.0,no
372,87.0,entrepreneur,tertiary,50086.0,448.0,no
373,31.0,self-employed,tertiary,75336.0,365.0,no
374,41.0,self-employed,secondary,39217.0,622.0,yes
375,70.0,entrepreneur,tertiary,12504.0,415.0,no
376,48.0,unemployed,secondary,25566.0,566.0,no
377,36.0,services,secondary,16246.0,691.0,no
378,35.0,technician,tertiary,24208.0,817.0,yes
379,35.0,technician,tertiary,75886.0,503.0,no
380,69.0,retired,secondary,32542.0,429.0,yes
381,23.0,self-employed,tertiary,36690.0,354.0,no
382,70.0,admin.,tertiary,54544.0,460.0,yes
383,59.0,retired,secondary,26725.0,410.0,yes
384,25.0,self-employed,secondary,60562.0,692.0,no
385,42.0,services,primary,47784.0,22.0,no
386,87.0,entrepreneur,primary,38010.0,664.0,no
387,33.0,management,tertiary,3718.0,121.0,no
388,33.0,unemployed,secondary,6225.0,199.0,yes
389,43.0,housemaid,primary,43945.0,787.0,yes
390,32.0,services,secondary,306.0,348.0,no
391,62.0,housemaid,secondary,74328.0,605.0,yes
392,78.0,retired,primary,13358.0,2.0,yes
393,29.0,technician,tertiary,1320.0,214.0,yes
394,83.0,technician,primary,43815.0,364.0,no
395,74.0,admin.,secondary,48373.0,74.0,yes
396,65.0,management,secondary,56589.0,158.0,yes
397,28.0,management,tertiary,31009.0,60.0,yes
398,35.0,unemployed,tertiary,-348.0,198.0,yes
399,33.0,admin.,secondary,400.0,224.0,yes
400,30.0,management,primary,39815.0,159.0,yes
401,67.0,unemployed,secondary,35472.0,33.0,no
402,30.0,admin.,secondary,37646.0,485.0,yes
403,64.0,services,secondary,59939.0,347.0,yes
404,26.0,student,tertiary,63264.0,840.0,yes
405,32.0,blue-collar,secondary,1915.0,227.0,yes
406,61.0,housemaid,secondary,81169.0,423.0,yes
407,34.0,management,primary,169.0,139.0,no
408,74.0,entrepreneur,secondary,12016.0,375.0,no
409,48.0,unemployed,secondary,50339.0,509.0,yes
410,43.0,services,primary,8379.0,167.0,yes
411,30.0,blue-collar,secondary,38386.0,648.0,no
412,84.0,technician,tertiary,18827.0,203.0,yes
413,83.0,housemaid,secondary,38539.0,636.0,no
414,58.0,management,tertiary,50110.0,221.0,yes
415,28.0,self-employed,secondary,28498.0,609.0,yes
416,36.0,management,secondary,3125.0,288.0,yes
417,76.0,retired,primary,63479.0,202.0,no
418,66.0,unemployed,secondary,7724.0,510.0,yes
419,82.0,management,primary,22464.0,83.0,yes
420,60.0,retired,secondary,101.0,207.0,yes
421,85.0,entrepreneur,tertiary,17646.0,414.0,no
422,23.0,admin.,tertiary,25583.0,842.0,yes
423,61.0,retired,primary,37084.0,397.0,no
424,74.0,blue-collar,primary,64196.0,93.0,no
425,25.0,services,tertiary,52660.0,620.0,no
426,75.0,entrepreneur,tertiary,39069.0,749.0,yes
427,69.0,retired,secondary,42997.0,231.0,no
428,66.0,technician,tertiary,78373.0,75.0,yes
429,23.0,services,tertiary,29245.0,431.0,yes
430,30.0,management,tertiary,-97.0,105.0,yes
431,28.0,services,secondary,19779.0,219.0,yes
432,57.0,management,tertiary,78856.0,108.0,yes
433,33.0,unemployed,tertiary,65682.0,323.0,yes
434,33.0,management,tertiary,19408.0,62.0,yes
435,68.0,self-employed,primary,35168.0,331.0,yes
436,41.0,management,tertiary,3289.0,378.0,no
437,24.0,admin.,secondary,22225.0,807.0,yes
438,58.0,management,tertiary,3895.0,102.0,no
439,76.0,self-employed,tertiary,25076.0,103.0,no
440,22.0,management,tertiary,11474.0,362.0,yes
441,49.0,unemployed,primary,2319.0,376.0,no
442,37.0,blue-collar,secondary,179.0,170.0,no
443,31.0,student,secondary,61705.0,2.0,yes
444,38.0,self-employed,tertiary,8253.0,585.0,no
445,32.0,management,tertiary,80291.0,853.0,no
446,55.0,retired,secondary,24561.0,842.0,yes
447,83.0,blue-collar,secondary,44792.0,228.0,no
448,54.0,self-employed,secondary,54846.0,377.0,yes
449,29.0,blue-collar,secondary,2541.0,319.0,yes
450,63.0,self-employed,tertiary,2701.0,184.0,yes
451,31.0,technician,tertiary,3014.0,87.0,yes
452,60.0,management,tertiary,3393.0,193.0,yes
453,35.0,admin.,secondary,3010.0,331.0,yes
454,45.0,entrepreneur,tertiary,69845.0,694.0,yes
455,64.0,retired,tertiary,46089.0,176.0,no
456,84.0,self-employed,secondary,-53.0,585.0,yes
457,67.0,unemployed,secondary,28204.0,347.0,yes
458,30.0,technician,tertiary,38242.0,256.0,yes
459,27.0,housemaid,secondary,3203.0,280.0,no
460,80.0,blue-collar,secondary,2874.0,77.0,yes
461,58.0,technician,secondary,15555.0,760.0,yes
462,69.0,retired,secondary,13472.0,584.0,yes
463,24.0,unemployed,tertiary,40506.0,280.0,no
464,67.0,admin.,secondary,629.0,378.0,no
465,60.0,management,secondary,3409.0,394.0,no
466,83.0,student,primary,5882.0,384.0,no
467,65.0,retired,secondary,14118.0,204.0,yes
468,24.0,technician,secondary,38756.0,89.0,yes
469,43.0,student,tertiary,57210.0,203.0,yes
470,29.0,management,primary,77818.0,2.0,yes
471,36.0,management,tertiary,17094.0,341.0,yes
472,30.0,entrepreneur,secondary,30560.0,787.0,yes
473,45.0,technician,secondary,1616.0,174.0,yes
474,28.0,management,primary,4330.0,64.0,no
475,69.0,technician,tertiary,-222.0,109.0,yes
476,78.0,unemployed,secondary,23816.0,331.0,no
477,63.0,management,primary,77166.0,80.0,yes
478,56.0,management,tertiary,25673.0,205.0,yes
479,38.0,management,tertiary,25063.0,102.0,yes
480,34.0,student,secondary,66899.0,749.0,yes
481,28.0,admin.,secondary,16867.0,817.0,yes
482,41.0,management,tertiary,60347.0,211.0,yes
483,39.0,technician,secondary,-437.0,285.0,no
484,41.0,blue-collar,secondary,2333.0,164.0,yes
485,80.0,student,tertiary,20705.0,707.0,no
486,40.0,management,secondary,49657.0,658.0,no
487,50.0,admin.,secondary,45823.0,223.0,yes
488,35.0,services,primary,22629.0,307.0,yes
489,39.0,technician,secondary,2775.0,106.0,no
490,51.0,unemployed,primary,35880.0,376.0,no
491,62.0,blue-collar,tertiary,42210.0,713.0,no
492,29.0,self-employed,secondary,2155.0,281.0,no
493,64.0,housemaid,secondary,20556.0,276.0,yes
494,37.0,technician,secondary,-897.0,184.0,yes
495,60.0,admin.,secondary,30714.0,442.0,no
496,55.0,entrepreneur,secondary,21399.0,704.0,no
497,75.0,admin.,secondary,61845.0,90.0,yes
498,69.0,housemaid,primary,37773.0,724.0,no
499,33.0,unemployed,tertiary,2751.0,225.0,yes
500,32.0,management,primary,788.0,104.0,yes
501,56.0,retired,secondary,1252.0,77.0,yes
502,35.0,management,tertiary,20598.0,68.0,yes
503,84.0,unemployed,tertiary,50737.0,136.0,no
504,72.0,services,primary,72426.0,332.0,no
505,24.0,technician,primary,44400.0,362.0,no
506,33.0,blue-collar,secondary,-604.0,338.0,no
507,46.0,unemployed,tertiary,16142.0,454.0,no
508,84.0,housemaid,secondary,35881.0,415.0,yes
509,55.0,services,secondary,18203.0,417.0,yes
510,86.0,housemaid,secondary,21037.0,442.0,yes
511,30.0,self-employed,secondary,3867.0,216.0,no
512,23.0,admin.,tertiary,-75.0,77.0,yes
513,73.0,management,secondary,66023.0,83.0,no
514,55.0,unemployed,secondary,78196.0,300.0,no
515,80.0,blue-collar,secondary,3714.0,166.0,yes
516,58.0,management,primary,2633.0,4.0,no
517,30.0,unemployed,tertiary,203.0,382.0,yes
518,39.0,admin.,secondary,22571.0,814.0,yes
519,36.0,technician,tertiary,23000.0,261.0,no
520,35.0,technician,secondary,131.0,78.0,yes
521,33.0,technician,primary,41631.0,491.0,no
522,49.0,technician,secondary,44224.0,388.0,yes
523,36.0,management,primary,72929.0,47.0,yes
524,53.0,housemaid,secondary,15788.0,454.0,yes
525,25.0,retired,tertiary,27921.0,327.0,no
526,35.0,housemaid,primary,524.0,237.0,no
527,53.0,housemaid,tertiary,8482.0,77.0,yes
528,37.0,admin.,secondary,53205.0,848.0,yes
529,29.0,management,primary,46676.0,785.0,yes
530,31.0,blue-collar,primary,62316.0,98.0,no
531,82.0,student,tertiary,8653.0,818.0,yes
532,56.0,services,secondary,62803.0,306.0,yes
533,67.0,technician,tertiary,10204.0,81.0,yes
534,30.0,management,primary,62363.0,587.0,no
535,62.0,housemaid,tertiary,59669.0,85.0,yes
536,84.0,student,secondary,76698.0,557.0,yes
537,44.0,entrepreneur,secondary,68678.0,744.0,yes
538,63.0,management,tertiary,2498.0,224.0,yes
539,30.0,self-employed,secondary,26489.0,686.0,no
540,78.0,self-employed,primary,27075.0,510.0,no
541,25.0,management,tertiary,75933.0,214.0,no
542,83.0,self-employed,secondary,8356.0,186.0,yes
543,43.0,entrepreneur,primary,10002.0,540.0,yes
544,31.0,management,tertiary,-224.0,71.0,yes
545,60.0,management,primary,8010.0,422.0,no
546,83.0,blue-collar,tertiary,20119.0,556.0,yes
547,82.0,admin.,secondary,24884.0,81.0,yes
548,54.0,entrepreneur,secondary,62621.0,777.0,yes
549,28.0,management,tertiary,3285.0,324.0,no
