,age,job,education,balance,pdays,deposit
224,55.0,student,tertiary,12003.0,419.0,yes
225,37.0,blue-collar,secondary,2184.0,366.0,yes
226,34.0,management,tertiary,-804.0,134.0,no
227,26.0,admin.,secondary,2213.0,398.0,no
228,58.0,technician,secondary,59354.0,260.0,yes
229,34.0,technician,secondary,74091.0,546.0,no
230,24.0,admin.,secondary,65946.0,87.0,yes
231,40.0,services,secondary,-291.0,188.0,yes
232,24.0,technician,secondary,2043.0,310.0,no
233,57.0,management,tertiary,2559.0,139.0,yes
234,20.0,student,secondary,53076.0,803.0,yes
235,28.0,technician,tertiary,3450.0,104.0,yes
236,57.0,admin.,secondary,16167.0,729.0,yes
237,83.0,entrepreneur,primary,22248.0,370.0,yes
238,27.0,admin.,secondary,1968.0,558.0,yes
239,37.0,blue-collar,secondary,4070.0,86.0,yes
240,82.0,admin.,primary,23290.0,406.0,no
241,28.0,admin.,secondary,13625.0,186.0,yes
242,29.0,self-employed,tertiary,923.0,88.0,no
243,41.0,housemaid,primary,2992.0,656.0,yes
244,25.0,technician,secondary,-823.0,384.0,no
245,33.0,management,tertiary,764.0,186.0,yes
246,51.0,technician,secondary,2401.0,94.0,no
247,43.0,blue-collar,secondary,3161.0,51.0,no
248,66.0,retired,secondary,1516.0,101.0,yes
249,40.0,housemaid,tertiary,21980.0,515.0,yes
250,55.0,technician,secondary,2200.0,201.0,no
251,40.0,management,tertiary,59232.0,498.0,no
252,41.0,admin.,secondary,7343.0,713.0,no
253,36.0,management,tertiary,2370.0,76.0,yes
254,36.0,entrepreneur,tertiary,80280.0,646.0,no
255,88.0,student,primary,52457.0,778.0,yes
256,27.0,student,secondary,69372.0,560.0,no
257,23.0,admin.,tertiary,2620.0,77.0,yes
258,24.0,admin.,secondary,2074.0,416.0,yes
259,38.0,technician,tertiary,3911.0,74.0,yes
260,49.0,management,secondary,25025.0,228.0,yes
261,81.0,housemaid,primary,67810.0,704.0,no
262,29.0,entrepreneur,secondary,-95.0,263.0,no
263,41.0,blue-collar,primary,-87.0,73.0,yes
264,29.0,student,secondary,50387.0,553.0,yes
265,61.0,entrepreneur,secondary,9974.0,597.0,yes
266,38.0,services,secondary,3774.0,223.0,no
267,39.0,services,primary,2668.0,242.0,no
268,54.0,retired,tertiary,62606.0,248.0,yes
269,44.0,services,secondary,17216.0,178.0,yes
270,53.0,blue-collar,primary,-259.0,312.0,no
271,38.0,management,tertiary,4973.0,305.0,no
272,39.0,management,tertiary,8075.0,178.0,no
273,57.0,admin.,secondary,61494.0,739.0,yes
274,33.0,blue-collar,primary,-699.0,309.0,yes
275,39.0,technician,secondary,2485.0,99.0,yes
276,42.0,services,primary,1275.0,224.0,yes
277,40.0,unemployed,tertiary,30782.0,57.0,yes
278,54.0,management,secondary,25449.0,671.0,yes
279,28.0,student,tertiary,10015.0,194.0,yes
280,58.0,retired,secondary,-862.0,100.0,yes
281,62.0,retired,secondary,1763.0,73.0,yes
282,57.0,admin.,secondary,27239.0,324.0,no
283,30.0,blue-collar,secondary,1566.0,113.0,yes
284,36.0,admin.,tertiary,3846.0,175.0,no
285,27.0,management,tertiary,815.0,149.0,yes
286,40.0,management,tertiary,-132.0,114.0,yes
287,33.0,blue-collar,secondary,2864.0,338.0,yes
288,39.0,management,tertiary,-193.0,195.0,no
289,38.0,management,tertiary,4398.0,242.0,no
290,37.0,services,primary,3557.0,218.0,yes
291,72.0,retired,primary,3546.0,227.0,yes
292,72.0,self-employed,primary,78703.0,835.0,no
293,78.0,retired,tertiary,628.0,72.0,no
294,48.0,management,tertiary,3443.0,68.0,yes
295,36.0,management,tertiary,-251.0,79.0,yes
296,76.0,retired,primary,8000.0,60.0,yes
297,28.0,student,tertiary,5173.0,379.0,yes
298,54.0,technician,secondary,4648.0,213.0,no
299,29.0,technician,secondary,4261.0,109.0,no
300,62.0,retired,tertiary,4405.0,784.0,yes
301,23.0,technician,tertiary,4462.0,385.0,no
302,37.0,admin.,tertiary,1135.0,391.0,no
303,60.0,technician,secondary,22735.0,165.0,yes
304,28.0,blue-collar,secondary,2990.0,319.0,yes
305,28.0,services,secondary,50057.0,441.0,yes
306,37.0,technician,secondary,3703.0,45.0,yes
307,37.0,management,tertiary,4071.0,139.0,no
308,45.0,management,tertiary,27375.0,120.0,no
309,69.0,unemployed,secondary,15681.0,530.0,no
310,82.0,entrepreneur,primary,71949.0,44.0,no
311,76.0,student,secondary,23023.0,159.0,yes
312,64.0,management,tertiary,3324.0,211.0,yes
313,48.0,management,tertiary,1696.0,3.0,yes
314,37.0,student,primary,39498.0,506.0,yes
315,31.0,management,tertiary,4265.0,111.0,yes
316,57.0,services,secondary,26465.0,677.0,no
317,43.0,blue-collar,secondary,-543.0,211.0,yes
318,43.0,technician,tertiary,-883.0,199.0,yes
319,34.0,services,secondary,-931.0,338.0,no
320,56.0,management,secondary,3894.0,354.0,yes
321,26.0,student,secondary,79576.0,334.0,no
322,50.0,technician,secondary,26143.0,727.0,no
323,39.0,student,secondary,16636.0,347.0,no
324,83.0,housemaid,tertiary,3888.0,288.0,no
325,59.0,services,secondary,-102.0,65.0,yes
326,46.0,retired,primary,34689.0,290.0,no
327,62.0,technician,secondary,4173.0,362.0,yes
328,41.0,management,tertiary,7254.0,175.0,no
329,40.0,management,tertiary,-698.0,794.0,no
330,50.0,admin.,secondary,1891.0,340.0,yes
331,68.0,blue-collar,primary,1263.0,325.0,yes
332,33.0,management,tertiary,78511.0,632.0,no
333,28.0,management,tertiary,77.0,79.0,yes
334,20.0,services,primary,559.0,67.0,yes
335,21.0,housemaid,primary,2963.0,520.0,yes
336,38.0,admin.,secondary,-493.0,698.0,yes
337,34.0,blue-collar,primary,-631.0,392.0,yes
338,35.0,management,tertiary,31716.0,848.0,no
339,76.0,blue-collar,primary,77837.0,45.0,yes
340,39.0,admin.,secondary,22612.0,480.0,no
341,25.0,services,secondary,61307.0,404.0,no
342,27.0,technician,secondary,2302.0,207.0,yes
343,37.0,admin.,secondary,32089.0,505.0,yes
344,56.0,admin.,secondary,45999.0,715.0,yes
345,64.0,housemaid,primary,48318.0,542.0,no
346,72.0,retired,primary,45540.0,308.0,yes
347,37.0,technician,secondary,4174.0,349.0,no
348,65.0,retired,tertiary,4197.0,204.0,no
349,84.0,services,tertiary,56076.0,574.0,yes
350,30.0,self-employed,tertiary,50214.0,59.0,yes
351,36.0,technician,tertiary,-759.0,69.0,yes
352,38.0,technician,tertiary,1846.0,238.0,yes
353,28.0,management,tertiary,9296.0,369.0,yes
354,59.0,technician,secondary,26351.0,732.0,yes
355,48.0,entrepreneur,tertiary,24452.0,366.0,no
356,64.0,unemployed,tertiary,43231.0,820.0,no
357,60.0,management,tertiary,8285.0,146.0,yes
358,69.0,retired,tertiary,-443.0,99.0,yes
359,45.0,self-employed,secondary,6743.0,453.0,yes
360,30.0,management,tertiary,2787.0,398.0,no
361,37.0,technician,secondary,7878.0,99.0,yes
362,40.0,unemployed,tertiary,30022.0,461.0,no
363,57.0,retired,secondary,1433.0,213.0,no
364,53.0,blue-collar,secondary,2078.0,279.0,no
365,30.0,housemaid,secondary,63397.0,675.0,yes
366,55.0,technician,secondary,3909.0,219.0,yes
367,63.0,retired,secondary,16412.0,94.0,yes
368,22.0,retired,secondary,11969.0,682.0,yes
369,36.0,blue-collar,primary,2788.0,143.0,no
370,51.0,student,primary,-850.0,682.0,yes
371,48.0,blue-collar,secondary,1089.0,174.0,yes
372,41.0,blue-collar,secondary,28182.0,846.0,no
373,82.0,retired,primary,26051.0,308.0,no
374,65.0,retired,primary,885.0,224.0,yes
375,42.0,blue-collar,secondary,78217.0,245.0,no
376,34.0,technician,secondary,52946.0,111.0,yes
377,36.0,services,secondary,-183.0,293.0,no
378,63.0,technician,primary,73493.0,533.0,no
379,77.0,student,tertiary,48506.0,845.0,no
380,23.0,management,tertiary,-314.0,145.0,yes
381,28.0,self-employed,primary,3833.0,127.0,no
382,23.0,admin.,tertiary,-218.0,232.0,yes
383,45.0,retired,primary,54106.0,239.0,no
384,77.0,retired,primary,22230.0,66.0,no
385,75.0,services,primary,25880.0,818.0,no
386,45.0,blue-collar,tertiary,43486.0,39.0,yes
387,33.0,management,tertiary,20147.0,633.0,no
388,51.0,unemployed,tertiary,748.0,313.0,yes
389,43.0,entrepreneur,tertiary,5612.0,332.0,yes
390,32.0,services,secondary,306.0,177.0,no
391,39.0,entrepreneur,secondary,25043.0,377.0,yes
392,68.0,retired,secondary,2406.0,58.0,yes
393,53.0,technician,tertiary,1320.0,498.0,no
394,37.0,technician,tertiary,6.0,136.0,yes
395,23.0,admin.,tertiary,4563.0,301.0,yes
396,33.0,management,tertiary,7304.0,215.0,yes
397,37.0,management,tertiary,3629.0,230.0,no
398,44.0,technician,tertiary,-348.0,141.0,yes
399,56.0,admin.,secondary,55161.0,280.0,yes
400,35.0,management,tertiary,1482.0,102.0,yes
401,44.0,unemployed,tertiary,19044.0,488.0,no
402,35.0,admin.,tertiary,10266.0,485.0,yes
403,31.0,services,secondary,-299.0,290.0,no
404,22.0,student,primary,35884.0,783.0,no
405,32.0,admin.,secondary,1915.0,227.0,yes
406,56.0,entrepreneur,primary,75693.0,195.0,yes
407,34.0,management,tertiary,169.0,196.0,no
408,50.0,blue-collar,secondary,1063.0,261.0,yes
409,53.0,technician,tertiary,39387.0,850.0,no
410,29.0,services,secondary,52188.0,451.0,yes
411,44.0,admin.,secondary,71243.0,307.0,no
412,47.0,technician,secondary,62636.0,771.0,no
413,50.0,housemaid,secondary,206.0,67.0,yes
414,30.0,management,tertiary,824.0,278.0,yes
415,56.0,retired,secondary,1118.0,211.0,no
416,60.0,management,secondary,3125.0,345.0,no
417,62.0,retired,secondary,3241.0,202.0,yes
418,47.0,technician,secondary,2247.0,339.0,yes
419,35.0,management,tertiary,560.0,83.0,yes
420,55.0,management,tertiary,101.0,207.0,no
421,43.0,blue-collar,primary,1217.0,244.0,yes
422,41.0,admin.,secondary,36535.0,501.0,no
423,38.0,management,tertiary,4227.0,226.0,yes
424,32.0,admin.,secondary,9435.0,662.0,no
425,44.0,services,primary,3374.0,221.0,no
426,38.0,blue-collar,secondary,736.0,67.0,yes
427,41.0,management,tertiary,-813.0,60.0,yes
428,24.0,technician,secondary,1707.0,75.0,yes
429,51.0,services,secondary,34721.0,715.0,yes
430,30.0,management,tertiary,-97.0,105.0,yes
431,56.0,services,secondary,25255.0,617.0,no
432,38.0,management,tertiary,2190.0,278.0,no
433,24.0,technician,secondary,-32.0,266.0,no
434,47.0,housemaid,primary,13932.0,460.0,no
435,77.0,retired,secondary,2311.0,558.0,yes
436,36.0,management,tertiary,3289.0,94.0,yes
437,52.0,admin.,secondary,60558.0,807.0,no
438,44.0,management,tertiary,3895.0,159.0,yes
439,71.0,retired,primary,3171.0,387.0,no
440,32.0,management,tertiary,16950.0,533.0,yes
441,53.0,technician,secondary,2319.0,205.0,yes
442,27.0,admin.,secondary,38512.0,397.0,no
443,77.0,student,secondary,50752.0,514.0,yes
444,28.0,self-employed,tertiary,2777.0,187.0,yes
445,23.0,management,tertiary,3626.0,114.0,yes
446,65.0,retired,tertiary,13608.0,842.0,no
447,50.0,blue-collar,primary,22888.0,739.0,yes
448,73.0,retired,secondary,84.0,206.0,yes
449,24.0,blue-collar,secondary,2541.0,91.0,yes
450,72.0,retired,primary,57462.0,241.0,yes
451,40.0,technician,secondary,3014.0,258.0,yes
452,37.0,management,secondary,58154.0,477.0,yes
453,35.0,admin.,secondary,3010.0,331.0,no
454,49.0,blue-collar,secondary,4132.0,11.0,no
455,88.0,retired,tertiary,2280.0,801.0,no
456,60.0,retired,secondary,-53.0,187.0,yes
457,35.0,technician,secondary,28204.0,802.0,yes
458,30.0,technician,tertiary,-91.0,313.0,yes
459,41.0,housemaid,secondary,36059.0,450.0,yes
460,29.0,admin.,secondary,2874.0,305.0,yes
461,40.0,technician,secondary,-873.0,249.0,yes
462,60.0,management,tertiary,2520.0,186.0,yes
463,43.0,unemployed,tertiary,2173.0,109.0,yes
464,58.0,admin.,secondary,629.0,94.0,yes
465,50.0,management,tertiary,3409.0,166.0,no
466,18.0,student,secondary,406.0,213.0,yes
467,65.0,retired,tertiary,3166.0,90.0,yes
468,29.0,technician,tertiary,423.0,203.0,yes
469,57.0,student,primary,7925.0,488.0,yes
470,47.0,management,tertiary,1152.0,59.0,yes
471,36.0,management,tertiary,6141.0,227.0,no
472,34.0,blue-collar,secondary,3180.0,389.0,no
473,31.0,technician,secondary,1616.0,231.0,yes
474,46.0,management,tertiary,4330.0,64.0,yes
475,41.0,technician,primary,-222.0,280.0,yes
476,50.0,technician,secondary,7388.0,331.0,yes
477,45.0,management,tertiary,500.0,80.0,yes
478,38.0,management,tertiary,36626.0,148.0,no
479,38.0,management,tertiary,3158.0,102.0,yes
480,20.0,student,secondary,1186.0,181.0,yes
481,37.0,admin.,secondary,22343.0,647.0,yes
482,41.0,management,tertiary,109.0,154.0,no
483,85.0,technician,secondary,-437.0,398.0,yes
484,50.0,blue-collar,secondary,62571.0,164.0,yes
485,24.0,student,tertiary,37134.0,82.0,yes
486,49.0,management,tertiary,66085.0,32.0,no
487,54.0,admin.,secondary,23918.0,792.0,no
488,30.0,services,secondary,725.0,193.0,yes
489,62.0,technician,secondary,2775.0,447.0,yes
490,27.0,unemployed,primary,3023.0,92.0,yes
491,53.0,blue-collar,primary,3877.0,88.0,no
492,66.0,retired,primary,2155.0,110.0,yes
493,55.0,entrepreneur,tertiary,47936.0,503.0,no
494,27.0,technician,secondary,37436.0,184.0,yes
495,50.0,admin.,secondary,63571.0,215.0,yes
496,27.0,blue-collar,secondary,-506.0,192.0,yes
497,33.0,admin.,secondary,1607.0,374.0,no
498,37.0,housemaid,primary,43249.0,269.0,yes
499,85.0,unemployed,secondary,73941.0,282.0,no
500,46.0,management,tertiary,788.0,48.0,yes
501,23.0,retired,tertiary,23156.0,759.0,no
502,63.0,management,tertiary,37026.0,637.0,yes
503,61.0,unemployed,tertiary,1452.0,193.0,yes
504,30.0,services,secondary,1236.0,389.0,no
505,29.0,technician,tertiary,591.0,248.0,yes
506,33.0,admin.,secondary,43205.0,736.0,yes
507,37.0,technician,tertiary,-287.0,397.0,no
508,33.0,entrepreneur,secondary,30405.0,642.0,no
509,36.0,services,secondary,1774.0,304.0,yes
510,86.0,housemaid,secondary,26513.0,271.0,no
511,30.0,self-employed,primary,9343.0,103.0,yes
512,37.0,admin.,secondary,16353.0,703.0,no
513,54.0,management,tertiary,16737.0,538.0,no
514,59.0,unemployed,secondary,23434.0,357.0,yes
515,47.0,blue-collar,primary,80380.0,52.0,yes
516,39.0,management,secondary,2633.0,289.0,no
517,44.0,technician,tertiary,203.0,212.0,yes
518,34.0,admin.,secondary,77332.0,245.0,no
519,40.0,technician,secondary,61333.0,91.0,yes
520,54.0,technician,tertiary,5607.0,78.0,yes
521,43.0,student,primary,69012.0,548.0,yes
522,35.0,technician,secondary,415.0,275.0,no
523,36.0,management,tertiary,29120.0,218.0,yes
524,39.0,housemaid,tertiary,70549.0,284.0,no
525,39.0,management,tertiary,541.0,99.0,yes
526,49.0,housemaid,secondary,38857.0,578.0,no
527,34.0,blue-collar,secondary,3006.0,77.0,yes
528,42.0,admin.,secondary,80585.0,450.0,yes
529,34.0,management,tertiary,2867.0,103.0,yes
530,31.0,blue-collar,secondary,2079.0,98.0,yes
531,31.0,student,tertiary,3177.0,193.0,yes
532,79.0,services,secondary,2566.0,306.0,no
533,44.0,technician,secondary,-748.0,81.0,no
534,30.0,management,tertiary,7602.0,75.0,yes
535,48.0,blue-collar,primary,4907.0,255.0,yes
536,23.0,student,secondary,32.0,102.0,yes
537,35.0,blue-collar,secondary,2964.0,346.0,no
538,31.0,management,tertiary,2498.0,224.0,yes
539,25.0,self-employed,primary,70298.0,288.0,no
540,32.0,self-employed,secondary,10647.0,112.0,no
541,44.0,management,tertiary,43076.0,442.0,yes
542,51.0,self-employed,secondary,79545.0,811.0,no
543,47.0,blue-collar,tertiary,48335.0,142.0,yes
544,63.0,management,tertiary,-224.0,71.0,yes
545,28.0,management,tertiary,2533.0,308.0,no
546,37.0,blue-collar,primary,80357.0,442.0,yes
547,31.0,admin.,secondary,2979.0,536.0,yes
548,36.0,blue-collar,primary,7859.0,95.0,no
549,37.0,management,tertiary,3285.0,267.0,no
550,37.0,services,secondary,-371.0,213.0,no
551,78.0,entrepreneur,tertiary,69891.0,598.0,yes
552,30.0,technician,secondary,2289.0,35.0,no
553,39.0,admin.,secondary,3408.0,369.0,no
