,age,job,education,balance,pdays,deposit
42,25.0,student,secondary,1359.0,211.0,yes
43,34.0,blue-collar,secondary,2988.0,208.0,yes
44,37.0,management,tertiary,2260.0,95.0,yes
45,43.0,management,tertiary,3831.0,205.0,yes
46,31.0,self-employed,tertiary,1664.0,177.0,yes
47,32.0,blue-collar,secondary,1367.0,311.0,no
48,70.0,retired,tertiary,-359.0,356.0,yes
49,63.0,retired,secondary,14097.0,193.0,yes
50,43.0,technician,secondary,77493.0,99.0,yes
51,53.0,management,primary,7080.0,193.0,yes
52,44.0,retired,tertiary,13635.0,658.0,no
53,43.0,blue-collar,secondary,2054.0,141.0,yes
54,37.0,management,tertiary,70.0,257.0,no
55,47.0,blue-collar,secondary,2720.0,160.0,yes
56,39.0,technician,tertiary,-116.0,135.0,yes
57,33.0,management,tertiary,4042.0,209.0,yes
58,30.0,technician,secondary,4518.0,159.0,no
59,33.0,management,tertiary,4460.0,25.0,no
60,48.0,technician,tertiary,1698.0,388.0,yes
61,40.0,management,tertiary,1007.0,210.0,yes
62,47.0,management,secondary,67871.0,616.0,yes
63,58.0,retired,secondary,3250.0,356.0,yes
64,50.0,technician,secondary,289.0,73.0,yes
65,46.0,technician,secondary,2556.0,150.0,yes
66,42.0,retired,tertiary,923.0,162.0,no
67,33.0,admin.,secondary,1133.0,128.0,yes
68,68.0,retired,tertiary,37767.0,521.0,no
69,35.0,blue-collar,secondary,8508.0,225.0,yes
70,61.0,services,tertiary,72104.0,347.0,no
71,34.0,technician,tertiary,2121.0,97.0,no
72,33.0,management,tertiary,1977.0,67.0,yes
73,71.0,retired,secondary,3810.0,220.0,yes
74,32.0,admin.,secondary,3064.0,195.0,no
75,31.0,management,tertiary,3119.0,182.0,yes
76,36.0,admin.,secondary,4172.0,369.0,no
77,69.0,retired,tertiary,3677.0,89.0,yes
78,54.0,management,tertiary,-127.0,177.0,no
79,27.0,student,secondary,53101.0,32.0,yes
80,32.0,admin.,tertiary,53154.0,168.0,no
81,47.0,admin.,primary,11047.0,627.0,yes
82,27.0,self-employed,tertiary,593.0,84.0,yes
83,31.0,management,tertiary,3246.0,209.0,yes
84,71.0,retired,primary,3913.0,182.0,yes
85,55.0,technician,secondary,-586.0,211.0,yes
86,49.0,management,secondary,3283.0,94.0,no
87,31.0,technician,secondary,3835.0,248.0,yes
88,24.0,management,tertiary,1518.0,311.0,yes
89,24.0,technician,secondary,16738.0,3.0,yes
90,57.0,self-employed,tertiary,66140.0,616.0,yes
91,33.0,blue-collar,secondary,33223.0,473.0,yes
92,34.0,management,tertiary,3726.0,4.0,yes
93,32.0,technician,secondary,8684.0,298.0,yes
94,43.0,management,primary,477.0,189.0,yes
95,32.0,blue-collar,secondary,3138.0,372.0,no
96,56.0,management,tertiary,3540.0,193.0,no
97,51.0,management,tertiary,503.0,189.0,yes
98,26.0,retired,primary,20403.0,251.0,yes
99,38.0,management,tertiary,2427.0,283.0,yes
100,24.0,blue-collar,secondary,-585.0,112.0,no
101,51.0,management,tertiary,1241.0,179.0,yes
102,32.0,management,tertiary,923.0,98.0,no
103,34.0,technician,tertiary,71324.0,379.0,no
104,47.0,unemployed,secondary,7971.0,166.0,no
105,60.0,retired,secondary,61635.0,97.0,yes
106,42.0,admin.,secondary,64496.0,481.0,yes
107,37.0,services,secondary,39859.0,784.0,no
108,49.0,self-employed,tertiary,18605.0,249.0,yes
109,47.0,technician,secondary,42329.0,225.0,yes
110,56.0,management,tertiary,4572.0,110.0,yes
111,25.0,admin.,tertiary,776.0,94.0,yes
112,42.0,retired,tertiary,9494.0,128.0,no
113,32.0,admin.,secondary,73836.0,40.0,yes
114,37.0,services,secondary,52938.0,426.0,no
115,25.0,student,secondary,54189.0,605.0,yes
116,54.0,management,tertiary,3396.0,507.0,yes
117,34.0,technician,secondary,77148.0,266.0,no
118,37.0,blue-collar,secondary,791.0,314.0,yes
119,30.0,technician,secondary,1006.0,50.0,yes
120,42.0,management,tertiary,1948.0,542.0,yes
121,67.0,services,primary,3696.0,334.0,no
122,28.0,services,secondary,35552.0,513.0,yes
123,48.0,unemployed,secondary,24765.0,306.0,yes
124,38.0,unemployed,tertiary,44124.0,364.0,yes
125,45.0,admin.,secondary,13848.0,645.0,yes
126,50.0,admin.,secondary,39458.0,804.0,no
127,25.0,management,tertiary,3620.0,362.0,yes
128,65.0,admin.,secondary,2401.0,481.0,yes
129,57.0,self-employed,tertiary,27389.0,581.0,yes
130,28.0,management,tertiary,12162.0,409.0,yes
131,28.0,self-employed,tertiary,62938.0,525.0,yes
132,28.0,management,tertiary,2607.0,105.0,no
133,31.0,entrepreneur,primary,291.0,391.0,yes
134,51.0,technician,secondary,22098.0,99.0,no
135,28.0,services,secondary,3115.0,301.0,yes
136,55.0,admin.,secondary,54322.0,427.0,yes
137,39.0,admin.,secondary,1918.0,121.0,yes
138,65.0,retired,secondary,3331.0,227.0,yes
139,76.0,entrepreneur,primary,60415.0,138.0,no
140,46.0,management,tertiary,-803.0,88.0,yes
141,26.0,student,tertiary,4353.0,82.0,yes
142,54.0,management,tertiary,3554.0,59.0,no
143,35.0,technician,tertiary,2972.0,254.0,yes
144,58.0,services,secondary,14099.0,718.0,no
145,56.0,management,primary,52771.0,225.0,yes
146,28.0,blue-collar,secondary,1668.0,377.0,no
147,45.0,management,tertiary,53344.0,39.0,yes
148,41.0,services,secondary,4304.0,360.0,no
149,36.0,unemployed,secondary,24830.0,99.0,yes
150,34.0,admin.,secondary,3074.0,113.0,no
151,58.0,admin.,secondary,32205.0,27.0,yes
152,50.0,services,secondary,71231.0,573.0,yes
153,40.0,technician,secondary,2081.0,77.0,yes
154,45.0,admin.,secondary,3353.0,627.0,yes
155,34.0,technician,secondary,-748.0,89.0,yes
156,21.0,student,secondary,14903.0,65.0,yes
157,87.0,self-employed,secondary,80698.0,400.0,yes
158,33.0,management,tertiary,-714.0,331.0,yes
159,32.0,management,tertiary,3017.0,82.0,yes
160,55.0,management,tertiary,2957.0,184.0,yes
161,32.0,technician,secondary,77358.0,63.0,no
162,51.0,management,tertiary,13109.0,364.0,yes
163,36.0,management,tertiary,5521.0,227.0,no
164,44.0,technician,tertiary,1401.0,127.0,yes
165,32.0,technician,secondary,4001.0,203.0,yes
166,46.0,unemployed,tertiary,50635.0,279.0,yes
167,33.0,technician,tertiary,34615.0,166.0,yes
168,60.0,admin.,secondary,854.0,303.0,no
169,35.0,admin.,secondary,2805.0,398.0,yes
170,60.0,retired,tertiary,1822.0,187.0,yes
171,28.0,technician,secondary,1171.0,35.0,yes
172,30.0,technician,tertiary,1970.0,179.0,yes
173,44.0,retired,tertiary,7960.0,667.0,no
174,59.0,technician,secondary,4159.0,648.0,no
175,46.0,blue-collar,primary,17143.0,769.0,yes
176,24.0,blue-collar,secondary,92.0,365.0,no
177,37.0,management,tertiary,27762.0,265.0,yes
178,36.0,blue-collar,secondary,444.0,335.0,no
179,46.0,housemaid,primary,29367.0,205.0,yes
180,50.0,admin.,secondary,59959.0,514.0,yes
181,47.0,management,tertiary,62.0,99.0,no
182,87.0,admin.,primary,61769.0,7.0,no
183,26.0,management,tertiary,-895.0,475.0,yes
184,36.0,technician,secondary,1179.0,179.0,yes
185,35.0,management,tertiary,3961.0,106.0,yes
186,78.0,retired,secondary,6067.0,80.0,yes
187,56.0,retired,secondary,2276.0,78.0,yes
188,49.0,technician,secondary,2759.0,83.0,yes
189,34.0,services,secondary,52163.0,241.0,no
190,31.0,technician,secondary,75524.0,445.0,yes
191,87.0,management,tertiary,1865.0,204.0,no
192,34.0,technician,tertiary,33004.0,145.0,yes
193,58.0,blue-collar,primary,14027.0,581.0,yes
194,37.0,management,tertiary,5313.0,102.0,yes
195,32.0,services,secondary,72603.0,633.0,no
196,39.0,management,secondary,-639.0,779.0,no
197,39.0,technician,tertiary,223.0,107.0,yes
198,41.0,technician,tertiary,55359.0,527.0,yes
199,40.0,blue-collar,secondary,68084.0,70.0,yes
200,33.0,blue-collar,primary,3930.0,215.0,no
201,24.0,admin.,tertiary,-532.0,99.0,yes
202,36.0,technician,secondary,4283.0,333.0,no
203,39.0,management,tertiary,800.0,72.0,yes
204,55.0,management,tertiary,632.0,194.0,yes
205,41.0,entrepreneur,primary,4710.0,454.0,yes
206,36.0,admin.,tertiary,701.0,532.0,no
207,60.0,management,tertiary,48354.0,357.0,no
208,25.0,blue-collar,secondary,1074.0,110.0,yes
209,66.0,retired,secondary,30371.0,751.0,yes
210,36.0,blue-collar,secondary,1977.0,316.0,yes
211,33.0,management,tertiary,368.0,213.0,yes
212,47.0,technician,secondary,4339.0,111.0,no
213,30.0,management,tertiary,3916.0,219.0,yes
214,37.0,technician,tertiary,62675.0,336.0,no
215,28.0,admin.,secondary,536.0,190.0,no
216,75.0,management,secondary,1158.0,446.0,yes
217,77.0,retired,tertiary,-532.0,225.0,yes
218,27.0,unemployed,secondary,19570.0,248.0,yes
219,30.0,technician,secondary,2533.0,98.0,yes
220,34.0,management,tertiary,2841.0,70.0,yes
221,45.0,services,secondary,2681.0,73.0,yes
222,45.0,unemployed,secondary,50931.0,263.0,yes
223,37.0,services,secondary,1798.0,316.0,yes
224,64.0,technician,secondary,17504.0,324.0,no
225,47.0,technician,secondary,33493.0,520.0,yes
226,38.0,management,tertiary,70670.0,19.0,yes
227,31.0,self-employed,tertiary,2318.0,111.0,yes
228,34.0,blue-collar,secondary,2157.0,188.0,yes
229,31.0,management,tertiary,4077.0,74.0,yes
230,37.0,technician,tertiary,12378.0,182.0,yes
231,83.0,retired,primary,70188.0,787.0,yes
232,33.0,entrepreneur,tertiary,15893.0,607.0,yes
233,42.0,admin.,secondary,1709.0,222.0,no
234,39.0,blue-collar,secondary,1785.0,382.0,no
235,43.0,admin.,primary,2285.0,223.0,yes
236,35.0,blue-collar,secondary,3847.0,246.0,no
237,50.0,management,tertiary,2140.0,552.0,yes
238,31.0,admin.,tertiary,8207.0,290.0,no
239,32.0,technician,secondary,25620.0,465.0,yes
240,66.0,management,primary,4413.0,499.0,yes
241,63.0,retired,tertiary,-284.0,89.0,yes
242,58.0,retired,secondary,52865.0,146.0,no
243,40.0,admin.,secondary,28595.0,388.0,yes
244,86.0,admin.,tertiary,57738.0,447.0,yes
245,32.0,blue-collar,secondary,3473.0,372.0,no
246,52.0,unemployed,secondary,37912.0,426.0,yes
247,50.0,admin.,secondary,10302.0,655.0,yes
248,38.0,management,tertiary,3949.0,218.0,yes
249,36.0,technician,secondary,12927.0,62.0,no
250,60.0,retired,secondary,3569.0,185.0,yes
251,63.0,admin.,primary,-235.0,177.0,yes
252,35.0,technician,secondary,1953.0,208.0,no
253,49.0,management,tertiary,2138.0,106.0,yes
254,33.0,blue-collar,primary,16029.0,362.0,no
255,36.0,management,tertiary,8078.0,139.0,yes
256,58.0,retired,primary,11434.0,423.0,yes
257,36.0,admin.,secondary,2469.0,159.0,no
258,85.0,self-employed,secondary,60152.0,128.0,no
259,73.0,retired,primary,30223.0,46.0,yes
260,50.0,blue-collar,secondary,24100.0,75.0,yes
261,35.0,management,tertiary,3107.0,371.0,yes
262,48.0,blue-collar,secondary,2583.0,388.0,yes
263,51.0,admin.,secondary,14327.0,402.0,yes
264,59.0,retired,secondary,10035.0,422.0,yes
265,34.0,management,tertiary,-419.0,110.0,yes
266,63.0,technician,secondary,1267.0,263.0,yes
267,28.0,blue-collar,secondary,1299.0,342.0,no
268,74.0,management,tertiary,7227.0,304.0,no
269,28.0,self-employed,tertiary,57146.0,715.0,no
270,54.0,admin.,secondary,913.0,450.0,yes
271,33.0,management,tertiary,646.0,396.0,yes
272,32.0,self-employed,tertiary,28002.0,17.0,yes
273,20.0,blue-collar,secondary,857.0,67.0,no
274,25.0,management,tertiary,1805.0,67.0,yes
275,71.0,retired,primary,4063.0,343.0,yes
276,58.0,management,tertiary,177.0,63.0,no
277,32.0,technician,tertiary,8901.0,194.0,yes
278,39.0,technician,tertiary,2845.0,542.0,yes
279,46.0,technician,secondary,17814.0,665.0,yes
280,33.0,management,tertiary,18760.0,70.0,yes
281,49.0,blue-collar,secondary,2681.0,276.0,no
282,43.0,retired,primary,14654.0,163.0,yes
283,33.0,management,tertiary,-620.0,92.0,yes
284,46.0,management,tertiary,2184.0,383.0,yes
285,69.0,self-employed,tertiary,50772.0,698.0,no
286,36.0,technician,tertiary,596.0,37.0,yes
287,45.0,technician,secondary,3854.0,94.0,yes
288,31.0,admin.,secondary,567.0,361.0,yes
289,40.0,technician,secondary,2699.0,48.0,yes
290,36.0,self-employed,tertiary,63487.0,516.0,yes
291,51.0,management,tertiary,3634.0,225.0,yes
292,58.0,services,secondary,-168.0,544.0,no
293,30.0,management,secondary,2376.0,123.0,yes
294,63.0,retired,secondary,202.0,192.0,yes
295,74.0,retired,primary,19828.0,599.0,yes
296,36.0,blue-collar,secondary,-866.0,296.0,no
297,37.0,management,tertiary,1305.0,176.0,yes
298,47.0,management,tertiary,3879.0,219.0,yes
299,54.0,admin.,secondary,-745.0,66.0,yes
300,49.0,services,primary,576.0,615.0,yes
301,40.0,management,tertiary,2701.0,85.0,no
302,35.0,management,tertiary,233.0,223.0,yes
303,55.0,technician,tertiary,48159.0,454.0,yes
304,38.0,technician,secondary,690.0,341.0,no
305,60.0,entrepreneur,secondary,51026.0,839.0,no
306,53.0,management,tertiary,1298.0,192.0,no
307,63.0,retired,primary,2311.0,222.0,yes
308,41.0,admin.,tertiary,43415.0,359.0,no
309,31.0,student,secondary,29528.0,176.0,yes
310,33.0,management,tertiary,2040.0,227.0,no
311,33.0,admin.,tertiary,-252.0,296.0,no
312,76.0,services,tertiary,267.0,390.0,yes
313,40.0,management,tertiary,-689.0,110.0,yes
314,32.0,admin.,secondary,1709.0,161.0,yes
315,78.0,retired,primary,372.0,222.0,yes
316,29.0,student,secondary,1896.0,76.0,no
317,39.0,admin.,secondary,2386.0,313.0,no
318,50.0,self-employed,secondary,2282.0,141.0,no
319,38.0,blue-collar,secondary,356.0,208.0,yes
320,29.0,management,tertiary,51489.0,8.0,yes
321,51.0,admin.,secondary,2633.0,93.0,yes
322,28.0,management,tertiary,2119.0,102.0,yes
323,25.0,technician,secondary,21039.0,344.0,yes
324,54.0,housemaid,secondary,-911.0,86.0,yes
325,35.0,admin.,secondary,647.0,188.0,yes
326,34.0,technician,secondary,2359.0,381.0,no
327,36.0,technician,secondary,560.0,178.0,yes
328,40.0,management,tertiary,3165.0,214.0,yes
329,37.0,technician,secondary,3913.0,86.0,yes
330,28.0,technician,secondary,52288.0,57.0,yes
331,46.0,services,secondary,-478.0,196.0,yes
332,46.0,technician,secondary,7828.0,10.0,yes
333,27.0,blue-collar,secondary,74828.0,607.0,yes
334,49.0,technician,secondary,4011.0,112.0,yes
335,29.0,management,tertiary,-591.0,333.0,no
336,32.0,entrepreneur,secondary,56964.0,585.0,yes
337,57.0,retired,primary,33242.0,540.0,yes
338,33.0,technician,secondary,34734.0,81.0,yes
339,60.0,management,tertiary,6748.0,60.0,yes
340,50.0,admin.,tertiary,14812.0,419.0,yes
341,45.0,entrepreneur,secondary,59875.0,732.0,no
342,23.0,entrepreneur,tertiary,54804.0,663.0,no
343,33.0,self-employed,secondary,63244.0,562.0,yes
344,24.0,technician,tertiary,63712.0,513.0,yes
345,46.0,management,tertiary,618.0,199.0,yes
346,37.0,blue-collar,secondary,4470.0,216.0,no
347,45.0,services,tertiary,2546.0,64.0,yes
348,54.0,blue-collar,tertiary,3094.0,219.0,no
349,35.0,admin.,tertiary,-715.0,111.0,yes
350,55.0,self-employed,secondary,79692.0,427.0,yes
351,19.0,management,secondary,2083.0,133.0,no
352,39.0,management,tertiary,4990.0,245.0,yes
353,33.0,admin.,secondary,-49.0,209.0,yes
354,32.0,management,tertiary,504.0,308.0,yes
355,74.0,retired,primary,20926.0,88.0,yes
356,33.0,unemployed,tertiary,22601.0,108.0,yes
357,42.0,admin.,secondary,2204.0,178.0,yes
358,46.0,management,tertiary,468.0,85.0,yes
359,41.0,management,tertiary,6839.0,202.0,yes
360,66.0,retired,secondary,1642.0,31.0,yes
361,27.0,technician,secondary,21061.0,82.0,yes
362,49.0,management,tertiary,-655.0,74.0,yes
363,68.0,retired,secondary,2089.0,72.0,yes
364,35.0,management,tertiary,22.0,108.0,no
365,27.0,student,secondary,12268.0,210.0,yes
366,45.0,technician,secondary,4655.0,506.0,yes
367,40.0,management,tertiary,1977.0,102.0,yes
368,44.0,services,tertiary,454.0,199.0,yes
369,31.0,self-employed,tertiary,51889.0,559.0,yes
370,35.0,management,tertiary,3169.0,228.0,yes
371,25.0,student,secondary,15266.0,113.0,yes
372,25.0,self-employed,secondary,25798.0,343.0,yes
373,37.0,management,tertiary,2426.0,214.0,yes
374,83.0,retired,primary,13521.0,139.0,yes
375,53.0,technician,secondary,15368.0,132.0,yes
376,79.0,retired,primary,7275.0,549.0,yes
377,79.0,retired,secondary,1739.0,361.0,no
378,31.0,management,tertiary,975.0,156.0,yes
379,24.0,student,secondary,50138.0,605.0,yes
380,48.0,technician,secondary,-534.0,98.0,no
381,49.0,housemaid,primary,30607.0,86.0,yes
382,50.0,management,tertiary,2340.0,153.0,no
383,48.0,self-employed,tertiary,9943.0,254.0,yes
384,52.0,entrepreneur,tertiary,33198.0,806.0,no
385,34.0,admin.,tertiary,415.0,110.0,yes
386,41.0,entrepreneur,tertiary,594.0,340.0,yes
387,55.0,self-employed,secondary,17225.0,709.0,no
388,51.0,management,tertiary,-74.0,198.0,yes
389,74.0,retired,secondary,2635.0,555.0,no
390,75.0,retired,tertiary,1125.0,106.0,yes
391,42.0,management,tertiary,-591.0,108.0,yes
392,45.0,unemployed,secondary,33768.0,398.0,no
393,87.0,technician,tertiary,34946.0,715.0,no
394,33.0,unemployed,secondary,26743.0,494.0,no
395,35.0,self-employed,tertiary,24395.0,622.0,no
396,30.0,student,secondary,3977.0,62.0,no
397,59.0,services,secondary,2279.0,693.0,no
398,47.0,technician,tertiary,25062.0,232.0,yes
399,31.0,management,tertiary,4840.0,173.0,yes
400,37.0,management,tertiary,-662.0,338.0,no
401,26.0,admin.,secondary,3223.0,83.0,yes
402,41.0,admin.,secondary,3385.0,198.0,no
403,32.0,unemployed,tertiary,21901.0,190.0,yes
404,24.0,management,tertiary,344.0,73.0,yes
405,27.0,admin.,secondary,77099.0,717.0,yes
406,27.0,admin.,secondary,2668.0,205.0,yes
407,39.0,management,tertiary,49687.0,439.0,yes
408,61.0,self-employed,tertiary,3847.0,89.0,yes
409,40.0,technician,secondary,3233.0,248.0,no
410,69.0,retired,secondary,6227.0,65.0,yes
411,61.0,management,primary,2106.0,66.0,yes
412,35.0,services,secondary,3600.0,114.0,yes
413,64.0,blue-collar,primary,71628.0,465.0,yes
414,30.0,management,tertiary,172.0,92.0,no
415,32.0,admin.,secondary,2319.0,172.0,yes
416,63.0,self-employed,tertiary,42854.0,57.0,yes
417,38.0,management,tertiary,-22.0,246.0,yes
418,41.0,management,tertiary,50945.0,416.0,yes
419,63.0,blue-collar,secondary,70351.0,675.0,no
420,29.0,technician,secondary,54845.0,160.0,no
421,22.0,management,secondary,52804.0,505.0,yes
422,35.0,technician,secondary,4201.0,273.0,no
423,57.0,entrepreneur,secondary,71708.0,383.0,yes
424,64.0,retired,tertiary,650.0,163.0,no
425,36.0,services,secondary,-398.0,204.0,yes
426,46.0,blue-collar,tertiary,2542.0,353.0,no
427,27.0,blue-collar,secondary,1315.0,97.0,yes
428,26.0,student,tertiary,36235.0,73.0,yes
429,63.0,admin.,secondary,731.0,109.0,yes
430,35.0,management,tertiary,72919.0,825.0,no
431,39.0,admin.,secondary,25285.0,177.0,yes
432,37.0,unemployed,secondary,-452.0,69.0,yes
433,66.0,technician,secondary,406.0,256.0,yes
434,42.0,blue-collar,secondary,3623.0,344.0,no
435,45.0,technician,tertiary,25956.0,85.0,yes
436,53.0,services,secondary,4204.0,480.0,yes
437,58.0,admin.,secondary,14861.0,422.0,yes
438,30.0,entrepreneur,secondary,126.0,119.0,no
439,61.0,retired,secondary,490.0,215.0,yes
440,33.0,services,secondary,33614.0,95.0,yes
441,32.0,management,tertiary,-351.0,199.0,no
442,45.0,admin.,secondary,13150.0,795.0,yes
443,32.0,management,tertiary,1011.0,109.0,yes
444,26.0,student,secondary,-432.0,45.0,yes
445,75.0,management,tertiary,52410.0,686.0,no
446,41.0,blue-collar,secondary,491.0,78.0,yes
447,78.0,housemaid,primary,77773.0,604.0,yes
448,34.0,services,secondary,1480.0,308.0,no
449,51.0,management,tertiary,13659.0,319.0,no
450,31.0,student,secondary,3810.0,71.0,no
451,35.0,blue-collar,primary,42557.0,391.0,yes
452,40.0,self-employed,secondary,28568.0,791.0,no
453,18.0,student,primary,52949.0,634.0,no
454,40.0,technician,secondary,3333.0,196.0,yes
455,37.0,housemaid,primary,2348.0,123.0,yes
456,30.0,technician,secondary,12283.0,100.0,yes
457,65.0,retired,secondary,-800.0,227.0,yes
458,62.0,housemaid,tertiary,28615.0,603.0,yes
459,78.0,admin.,primary,4447.0,199.0,no
460,87.0,self-employed,secondary,22502.0,728.0,no
461,31.0,technician,secondary,4402.0,80.0,yes
462,19.0,retired,primary,3573.0,341.0,yes
463,29.0,housemaid,tertiary,52662.0,333.0,yes
464,30.0,management,tertiary,4082.0,78.0,yes
465,27.0,management,tertiary,1863.0,84.0,yes
466,34.0,unemployed,secondary,36634.0,502.0,yes
467,32.0,management,tertiary,2252.0,85.0,no
468,36.0,management,tertiary,3242.0,172.0,no
469,59.0,management,tertiary,-550.0,203.0,yes
470,33.0,blue-collar,secondary,70670.0,572.0,yes
471,40.0,entrepreneur,primary,24992.0,575.0,yes
472,40.0,technician,tertiary,-259.0,284.0,no
473,35.0,technician,tertiary,1066.0,73.0,yes
474,57.0,management,tertiary,-706.0,192.0,yes
475,61.0,management,tertiary,64335.0,735.0,no
476,27.0,technician,secondary,3684.0,164.0,no
477,45.0,services,secondary,4311.0,198.0,yes
478,32.0,management,tertiary,53567.0,392.0,no
479,29.0,unemployed,tertiary,45630.0,183.0,yes
480,40.0,technician,secondary,1064.0,345.0,yes
481,39.0,management,tertiary,77280.0,324.0,no
482,26.0,blue-collar,secondary,67312.0,595.0,yes
483,41.0,technician,secondary,33679.0,98.0,yes
484,75.0,technician,tertiary,74208.0,364.0,yes
485,77.0,self-employed,primary,423.0,130.0,yes
486,24.0,student,secondary,4137.0,367.0,yes
487,34.0,admin.,tertiary,1952.0,284.0,no
488,79.0,retired,primary,-281.0,743.0,yes
489,38.0,technician,secondary,44581.0,45.0,yes
490,33.0,entrepreneur,secondary,76693.0,477.0,yes
491,27.0,blue-collar,secondary,46136.0,201.0,no
492,47.0,technician,primary,8471.0,84.0,yes
493,22.0,student,secondary,44695.0,680.0,no
494,32.0,management,tertiary,3451.0,99.0,yes
495,37.0,retired,tertiary,21706.0,591.0,yes
496,51.0,blue-collar,secondary,2298.0,174.0,yes
497,46.0,management,secondary,-659.0,70.0,yes
498,33.0,self-employed,tertiary,712.0,562.0,yes
499,41.0,services,secondary,7968.0,266.0,no
500,58.0,technician,secondary,13696.0,209.0,yes
501,27.0,self-employed,secondary,1562.0,166.0,no
502,25.0,student,tertiary,63543.0,563.0,no
503,23.0,blue-collar,secondary,1300.0,176.0,yes
504,34.0,services,secondary,7729.0,268.0,no
505,67.0,unemployed,tertiary,54460.0,692.0,no
506,37.0,technician,tertiary,2916.0,60.0,yes
507,19.0,student,secondary,1154.0,118.0,yes
508,28.0,technician,secondary,62480.0,405.0,yes
509,31.0,management,tertiary,1727.0,98.0,yes
510,79.0,housemaid,primary,273.0,172.0,yes
511,74.0,retired,secondary,47348.0,200.0,yes
512,71.0,retired,secondary,40673.0,616.0,no
513,44.0,admin.,secondary,7076.0,74.0,yes
514,72.0,entrepreneur,secondary,70395.0,391.0,no
515,78.0,retired,primary,-504.0,206.0,yes
516,37.0,admin.,secondary,3371.0,203.0,yes
517,36.0,admin.,tertiary,1499.0,128.0,yes
518,33.0,management,tertiary,391.0,287.0,no
519,40.0,admin.,secondary,3558.0,103.0,yes
520,32.0,management,tertiary,-632.0,111.0,yes
521,64.0,self-employed,primary,1124.0,77.0,yes
522,56.0,management,tertiary,194.0,96.0,yes
523,84.0,admin.,tertiary,80976.0,537.0,yes
524,32.0,technician,secondary,1202.0,290.0,yes
525,34.0,blue-collar,secondary,19318.0,454.0,no
526,48.0,admin.,tertiary,-464.0,549.0,yes
527,46.0,management,tertiary,78212.0,834.0,yes
528,49.0,technician,secondary,-501.0,77.0,yes
529,24.0,technician,secondary,2200.0,376.0,yes
530,32.0,admin.,secondary,3490.0,189.0,yes
531,33.0,admin.,tertiary,2560.0,97.0,yes
532,33.0,technician,tertiary,67658.0,647.0,yes
533,41.0,technician,secondary,3253.0,254.0,no
534,60.0,technician,secondary,2270.0,505.0,yes
535,26.0,student,secondary,43161.0,578.0,yes
536,32.0,technician,tertiary,2652.0,68.0,yes
537,56.0,technician,secondary,3204.0,214.0,yes
538,69.0,admin.,secondary,2461.0,512.0,yes
539,45.0,blue-collar,primary,67784.0,591.0,yes
540,58.0,admin.,secondary,53709.0,433.0,yes
541,64.0,admin.,primary,844.0,178.0,yes
542,37.0,unemployed,tertiary,3488.0,269.0,yes
543,84.0,unemployed,primary,45740.0,627.0,yes
544,61.0,retired,secondary,1585.0,104.0,no
545,81.0,blue-collar,primary,23155.0,311.0,yes
546,53.0,admin.,secondary,-493.0,181.0,yes
547,25.0,technician,secondary,68526.0,358.0,yes
548,43.0,technician,secondary,56915.0,36.0,yes
549,63.0,retired,secondary,3302.0,384.0,yes
550,78.0,services,secondary,4227.0,373.0,no
