,age,workclass,fnlwgt,education.num,capital.loss,hours.per.week,income
83,28.0,Private,278453.0,9.0,206.0,49.0,<=50K
84,31.0,Private,182665.0,10.0,462.0,48.0,<=50K
85,62.0,Self-emp-inc,240587.0,9.0,425.0,45.0,<=50K
86,31.0,Federal-gov,1239488.0,9.0,248.0,40.0,<=50K
87,67.0,Self-emp-not-inc,661845.0,1.0,203.0,69.0,>50K
88,38.0,Private,307337.0,10.0,298.0,44.0,<=50K
89,40.0,Private,317871.0,9.0,341.0,17.0,<=50K
90,26.0,Private,484080.0,9.0,365.0,26.0,<=50K
91,63.0,Local-gov,739897.0,14.0,404.0,41.0,>50K
92,33.0,Private,304015.0,7.0,520.0,44.0,<=50K
93,43.0,Private,200677.0,10.0,220.0,51.0,<=50K
94,34.0,Private,421504.0,8.0,516.0,43.0,<=50K
95,33.0,Local-gov,312451.0,13.0,44.0,41.0,<=50K
96,61.0,Private,154838.0,12.0,304.0,40.0,<=50K
97,40.0,Private,202607.0,9.0,193.0,41.0,<=50K
98,22.0,Private,305166.0,10.0,71.0,76.0,>50K
99,39.0,Local-gov,237951.0,10.0,265.0,45.0,<=50K
100,27.0,Private,411883.0,10.0,225.0,46.0,<=50K
101,43.0,Private,144182.0,10.0,190.0,49.0,<=50K
102,59.0,Private,280122.0,9.0,2211.0,19.0,<=50K
103,28.0,Private,226702.0,9.0,191.0,43.0,<=50K
104,58.0,Private,309419.0,4.0,111.0,46.0,>50K
105,40.0,Private,477167.0,9.0,28.0,55.0,<=50K
106,20.0,Private,458092.0,13.0,350.0,44.0,<=50K
107,57.0,Private,27524.0,6.0,159.0,49.0,<=50K
108,40.0,Private,22120.0,9.0,287.0,42.0,<=50K
109,87.0,State-gov,265643.0,1.0,3487.0,60.0,>50K
110,23.0,Private,191343.0,10.0,517.0,22.0,<=50K
111,21.0,Private,189423.0,10.0,23.0,43.0,<=50K
112,54.0,Self-emp-inc,311798.0,9.0,25.0,45.0,<=50K
113,46.0,Private,339324.0,9.0,474.0,44.0,<=50K
114,19.0,Private,219709.0,13.0,416.0,41.0,<=50K
115,50.0,Local-gov,223427.0,10.0,466.0,44.0,<=50K
116,52.0,Private,165297.0,10.0,390.0,49.0,>50K
117,61.0,Private,167511.0,5.0,323.0,20.0,<=50K
118,52.0,Private,142204.0,8.0,210.0,39.0,<=50K
119,24.0,Private,91333.0,10.0,337.0,49.0,<=50K
120,19.0,Private,194123.0,10.0,189.0,14.0,<=50K
121,25.0,Private,482323.0,9.0,245.0,45.0,<=50K
122,23.0,Private,210703.0,10.0,200.0,47.0,<=50K
123,27.0,Self-emp-inc,431967.0,10.0,441.0,33.0,<=50K
124,45.0,Private,297326.0,10.0,67.0,46.0,<=50K
125,35.0,Private,255377.0,10.0,473.0,44.0,<=50K
126,42.0,Local-gov,157956.0,13.0,441.0,30.0,<=50K
127,47.0,Private,478438.0,9.0,37.0,37.0,<=50K
128,18.0,Private,76881.0,10.0,30.0,47.0,<=50K
129,32.0,Private,442617.0,9.0,14.0,35.0,<=50K
130,38.0,Local-gov,190559.0,13.0,54.0,44.0,>50K
131,63.0,Self-emp-inc,1179521.0,14.0,523.0,47.0,>50K
132,37.0,Private,436807.0,12.0,222.0,39.0,<=50K
133,22.0,Private,62639.0,9.0,486.0,39.0,>50K
134,46.0,Private,234077.0,9.0,319.0,46.0,<=50K
135,29.0,Private,138285.0,9.0,133.0,42.0,>50K
136,51.0,Federal-gov,52689.0,14.0,286.0,9.0,>50K
137,30.0,Private,319777.0,9.0,128.0,44.0,<=50K
138,56.0,?,41738.0,9.0,541.0,29.0,<=50K
139,49.0,Local-gov,210625.0,10.0,246.0,49.0,<=50K
140,35.0,Private,271716.0,8.0,784.0,47.0,<=50K
141,21.0,Private,211733.0,9.0,7.0,49.0,<=50K
142,21.0,?,306921.0,9.0,420.0,21.0,<=50K
143,19.0,Private,231829.0,9.0,427.0,13.0,<=50K
144,18.0,Private,195685.0,10.0,111.0,49.0,<=50K
145,25.0,Federal-gov,280244.0,8.0,376.0,34.0,<=50K
146,31.0,Private,242537.0,10.0,469.0,35.0,<=50K
147,46.0,Private,117127.0,9.0,174.0,41.0,<=50K
148,41.0,Private,349369.0,6.0,3405.0,50.0,<=50K
149,24.0,Local-gov,184100.0,9.0,463.0,35.0,<=50K
150,17.0,Private,65846.0,13.0,361.0,45.0,<=50K
151,63.0,Never-worked,100154.0,12.0,2169.0,59.0,>50K
152,37.0,Private,206895.0,10.0,385.0,43.0,<=50K
153,24.0,Private,208322.0,10.0,40.0,46.0,<=50K
154,28.0,Private,306327.0,7.0,293.0,42.0,<=50K
155,51.0,Private,57529.0,10.0,443.0,74.0,<=50K
156,23.0,Private,229986.0,7.0,87.0,18.0,<=50K
157,40.0,Private,311811.0,10.0,234.0,42.0,<=50K
158,65.0,Private,1111938.0,6.0,537.0,63.0,<=50K
159,53.0,Private,140278.0,11.0,121.0,40.0,<=50K
160,33.0,Private,197758.0,13.0,6.0,42.0,<=50K
161,40.0,Private,139100.0,10.0,206.0,48.0,<=50K
162,37.0,Private,33866.0,9.0,37.0,43.0,<=50K
163,50.0,Private,144536.0,9.0,237.0,41.0,>50K
164,21.0,Private,218903.0,10.0,353.0,47.0,<=50K
165,22.0,?,210044.0,6.0,65.0,38.0,<=50K
166,20.0,Never-worked,554481.0,10.0,271.0,42.0,>50K
167,41.0,Private,198020.0,9.0,1350.0,65.0,<=50K
168,36.0,Private,435979.0,11.0,491.0,39.0,<=50K
169,38.0,Private,304294.0,9.0,95.0,39.0,<=50K
170,35.0,Private,123753.0,13.0,308.0,61.0,>50K
171,80.0,?,144209.0,3.0,1015.0,53.0,>50K
172,38.0,Private,200995.0,10.0,143.0,47.0,<=50K
173,34.0,State-gov,218362.0,10.0,170.0,25.0,<=50K
174,38.0,Private,306521.0,9.0,495.0,24.0,<=50K
175,53.0,Private,382861.0,9.0,372.0,38.0,<=50K
176,42.0,Federal-gov,136329.0,11.0,123.0,40.0,<=50K
177,30.0,Private,264301.0,11.0,524.0,40.0,<=50K
178,19.0,Private,43059.0,9.0,326.0,58.0,<=50K
179,26.0,Private,210369.0,11.0,513.0,80.0,<=50K
180,43.0,Private,319924.0,9.0,154.0,47.0,>50K
181,17.0,?,160519.0,10.0,379.0,44.0,<=50K
182,52.0,Private,112766.0,10.0,219.0,45.0,<=50K
183,26.0,Private,178314.0,10.0,297.0,26.0,<=50K
184,31.0,Private,22371.0,10.0,254.0,43.0,<=50K
185,46.0,Private,322181.0,11.0,448.0,36.0,<=50K
186,25.0,Private,144401.0,9.0,302.0,39.0,<=50K
187,44.0,Private,284744.0,10.0,1201.0,46.0,<=50K
188,42.0,Local-gov,60263.0,10.0,474.0,50.0,<=50K
189,58.0,Private,317647.0,8.0,524.0,25.0,<=50K
190,30.0,Private,31155.0,10.0,2084.0,58.0,<=50K
191,20.0,?,439282.0,6.0,106.0,42.0,<=50K
192,46.0,Private,283234.0,10.0,168.0,43.0,<=50K
193,51.0,Private,77548.0,10.0,2062.0,39.0,<=50K
194,57.0,Local-gov,146595.0,13.0,40.0,44.0,>50K
195,55.0,Private,205410.0,9.0,35.0,21.0,<=50K
196,18.0,Private,169929.0,10.0,143.0,26.0,<=50K
197,32.0,Private,321426.0,10.0,1748.0,47.0,<=50K
198,38.0,Private,228743.0,13.0,2921.0,48.0,<=50K
199,67.0,Never-worked,71222.0,11.0,463.0,61.0,<=50K
200,66.0,Private,299887.0,6.0,354.0,42.0,<=50K
201,43.0,Private,229368.0,10.0,526.0,49.0,<=50K
202,62.0,Local-gov,267680.0,4.0,249.0,40.0,<=50K
203,35.0,Federal-gov,595837.0,10.0,34.0,39.0,<=50K
204,28.0,Self-emp-inc,479426.0,9.0,322.0,47.0,<=50K
205,38.0,Private,137429.0,8.0,115.0,14.0,<=50K
206,44.0,Local-gov,62806.0,12.0,259.0,88.0,<=50K
207,42.0,Self-emp-not-inc,230960.0,14.0,77.0,33.0,<=50K
208,57.0,Private,187537.0,10.0,493.0,27.0,<=50K
209,55.0,Private,145285.0,9.0,30.0,40.0,<=50K
210,32.0,Private,307660.0,10.0,439.0,39.0,<=50K
211,70.0,Local-gov,210635.0,12.0,113.0,47.0,>50K
212,26.0,Private,249494.0,10.0,467.0,45.0,<=50K
213,20.0,Private,73774.0,9.0,462.0,43.0,<=50K
214,25.0,Private,219965.0,9.0,114.0,43.0,<=50K
215,42.0,Private,180392.0,10.0,358.0,46.0,<=50K
216,21.0,Private,112571.0,9.0,414.0,19.0,<=50K
217,72.0,Never-worked,948464.0,11.0,1161.0,45.0,>50K
218,47.0,Private,202522.0,9.0,430.0,50.0,<=50K
219,24.0,Private,293535.0,8.0,249.0,46.0,>50K
220,18.0,State-gov,296473.0,2.0,3720.0,25.0,<=50K
221,28.0,Private,259397.0,9.0,318.0,40.0,<=50K
222,25.0,Private,152111.0,12.0,248.0,10.0,<=50K
223,46.0,Private,85819.0,10.0,109.0,39.0,<=50K
224,33.0,Private,116702.0,10.0,212.0,49.0,<=50K
225,59.0,Private,30368.0,10.0,49.0,46.0,<=50K
226,43.0,Private,199661.0,10.0,194.0,50.0,<=50K
227,57.0,Private,423519.0,6.0,383.0,42.0,<=50K
228,47.0,State-gov,307274.0,13.0,178.0,47.0,<=50K
229,56.0,Private,249827.0,10.0,258.0,59.0,<=50K
230,34.0,Private,165461.0,9.0,141.0,44.0,>50K
231,41.0,Private,408960.0,10.0,251.0,40.0,<=50K
232,53.0,Private,239837.0,9.0,479.0,41.0,<=50K
233,34.0,?,298128.0,9.0,196.0,28.0,<=50K
234,36.0,Private,163440.0,9.0,118.0,47.0,<=50K
235,40.0,Local-gov,316446.0,13.0,51.0,44.0,<=50K
236,18.0,Private,122684.0,10.0,468.0,49.0,<=50K
237,36.0,Private,209373.0,9.0,494.0,64.0,<=50K
238,27.0,Private,224021.0,13.0,464.0,40.0,<=50K
239,52.0,Private,262838.0,9.0,417.0,45.0,<=50K
240,33.0,Private,181473.0,8.0,411.0,41.0,<=50K
241,61.0,State-gov,378533.0,9.0,223.0,43.0,<=50K
242,38.0,Private,454879.0,9.0,152.0,40.0,<=50K
243,23.0,Private,371089.0,9.0,501.0,25.0,<=50K
244,52.0,Self-emp-not-inc,276991.0,10.0,118.0,29.0,<=50K
245,39.0,Local-gov,223252.0,11.0,308.0,60.0,<=50K
246,22.0,Private,196641.0,5.0,151.0,39.0,<=50K
247,28.0,Private,383943.0,10.0,1825.0,45.0,<=50K
248,36.0,Private,69878.0,9.0,5.0,46.0,<=50K
249,56.0,Private,63124.0,10.0,350.0,52.0,>50K
250,25.0,?,224301.0,9.0,174.0,45.0,<=50K
251,77.0,Self-emp-not-inc,319195.0,11.0,3770.0,73.0,<=50K
252,35.0,Private,265529.0,11.0,388.0,49.0,<=50K
253,67.0,Self-emp-inc,1033795.0,14.0,301.0,17.0,<=50K
254,38.0,State-gov,217057.0,13.0,41.0,48.0,<=50K
255,52.0,Local-gov,533199.0,9.0,59.0,41.0,<=50K
256,43.0,Private,300578.0,11.0,224.0,47.0,<=50K
257,35.0,State-gov,227957.0,9.0,514.0,44.0,<=50K
258,32.0,Federal-gov,355160.0,10.0,530.0,42.0,<=50K
259,36.0,State-gov,80194.0,9.0,28.0,43.0,<=50K
260,45.0,Private,593065.0,9.0,456.0,26.0,<=50K
261,52.0,Private,166576.0,10.0,507.0,47.0,<=50K
262,45.0,Federal-gov,305830.0,10.0,28.0,38.0,<=50K
263,47.0,Private,96990.0,7.0,499.0,46.0,<=50K
264,63.0,Private,202123.0,9.0,182.0,39.0,<=50K
265,30.0,Private,314117.0,12.0,243.0,41.0,>50K
266,36.0,Local-gov,182001.0,9.0,5.0,27.0,<=50K
267,28.0,Private,110718.0,10.0,249.0,43.0,<=50K
268,28.0,Private,639602.0,13.0,381.0,46.0,<=50K
269,33.0,State-gov,225296.0,14.0,276.0,50.0,<=50K
270,27.0,Private,101363.0,6.0,350.0,44.0,<=50K
271,34.0,Private,223502.0,10.0,412.0,47.0,>50K
272,39.0,Private,84604.0,10.0,220.0,49.0,<=50K
273,35.0,Private,348881.0,11.0,435.0,46.0,<=50K
274,71.0,?,584362.0,5.0,355.0,45.0,<=50K
275,38.0,Private,285298.0,9.0,374.0,43.0,>50K
276,19.0,?,195994.0,5.0,541.0,37.0,<=50K
277,30.0,Federal-gov,333523.0,10.0,4245.0,46.0,>50K
278,27.0,Private,57433.0,9.0,54.0,41.0,<=50K
279,50.0,State-gov,231126.0,10.0,437.0,33.0,<=50K
280,54.0,Private,399721.0,10.0,209.0,23.0,<=50K
281,54.0,Private,130934.0,10.0,471.0,22.0,<=50K
282,44.0,Private,569180.0,10.0,79.0,17.0,<=50K
283,29.0,Local-gov,24852.0,8.0,209.0,27.0,<=50K
284,32.0,Private,334868.0,9.0,466.0,48.0,<=50K
285,48.0,Private,401129.0,9.0,206.0,47.0,<=50K
286,38.0,Local-gov,46046.0,9.0,336.0,43.0,>50K
287,45.0,Private,458038.0,9.0,365.0,46.0,<=50K
288,44.0,Private,136179.0,14.0,320.0,95.0,>50K
289,53.0,Private,145259.0,10.0,356.0,43.0,<=50K
290,44.0,State-gov,116027.0,13.0,401.0,43.0,<=50K
291,45.0,?,52442.0,6.0,3526.0,47.0,<=50K
292,37.0,Private,143379.0,6.0,2135.0,37.0,<=50K
293,41.0,Private,220977.0,10.0,90.0,41.0,<=50K
294,35.0,Federal-gov,357644.0,9.0,343.0,61.0,<=50K
295,22.0,Private,181896.0,10.0,370.0,34.0,<=50K
296,32.0,Federal-gov,236753.0,10.0,119.0,27.0,<=50K
297,23.0,Private,324873.0,9.0,33.0,25.0,<=50K
298,74.0,Private,594754.0,9.0,200.0,7.0,<=50K
299,22.0,Private,122758.0,10.0,2033.0,40.0,>50K
300,47.0,Private,391206.0,9.0,320.0,43.0,<=50K
301,56.0,Private,243897.0,7.0,353.0,17.0,<=50K
302,36.0,Private,629939.0,10.0,525.0,41.0,<=50K
303,38.0,Private,331731.0,13.0,323.0,27.0,<=50K
304,26.0,Private,227894.0,10.0,31.0,40.0,<=50K
305,39.0,Private,423650.0,10.0,771.0,43.0,<=50K
306,32.0,?,251821.0,7.0,255.0,42.0,<=50K
307,32.0,Private,207534.0,14.0,430.0,57.0,>50K
308,44.0,Local-gov,255635.0,10.0,393.0,50.0,>50K
309,30.0,Local-gov,189705.0,10.0,490.0,48.0,<=50K
310,56.0,Private,144012.0,3.0,151.0,43.0,<=50K
311,56.0,Self-emp-inc,82904.0,10.0,95.0,48.0,<=50K
312,29.0,Private,277946.0,9.0,332.0,49.0,<=50K
313,25.0,?,141533.0,9.0,496.0,25.0,<=50K
314,25.0,Private,212573.0,9.0,252.0,24.0,<=50K
315,38.0,Private,323733.0,10.0,467.0,39.0,<=50K
316,47.0,Private,485935.0,9.0,68.0,42.0,<=50K
317,22.0,?,251571.0,10.0,1731.0,38.0,<=50K
318,31.0,?,31024.0,5.0,405.0,21.0,<=50K
319,50.0,State-gov,275636.0,14.0,95.0,39.0,>50K
320,28.0,Self-emp-not-inc,125650.0,9.0,460.0,41.0,<=50K
321,35.0,Private,53802.0,9.0,510.0,18.0,<=50K
322,28.0,Private,609390.0,13.0,391.0,47.0,>50K
323,18.0,Private,63751.0,10.0,281.0,38.0,<=50K
324,40.0,State-gov,216415.0,13.0,361.0,49.0,<=50K
325,36.0,Federal-gov,1125579.0,9.0,420.0,41.0,>50K
326,18.0,Private,428505.0,9.0,441.0,47.0,<=50K
327,41.0,Private,137743.0,9.0,220.0,45.0,<=50K
328,38.0,Private,284188.0,10.0,526.0,27.0,<=50K
329,42.0,Local-gov,379575.0,14.0,43.0,28.0,<=50K
330,22.0,?,378300.0,9.0,203.0,35.0,<=50K
331,52.0,Local-gov,28167.0,7.0,243.0,44.0,<=50K
332,28.0,Private,203223.0,9.0,298.0,27.0,<=50K
333,40.0,Private,59460.0,11.0,229.0,43.0,<=50K
334,52.0,State-gov,208413.0,15.0,57.0,61.0,<=50K
335,18.0,Private,182403.0,10.0,480.0,12.0,<=50K
336,35.0,Private,394211.0,9.0,378.0,58.0,>50K
337,55.0,Private,21302.0,10.0,6.0,47.0,<=50K
338,51.0,Private,254373.0,9.0,388.0,44.0,<=50K
339,44.0,Local-gov,20179.0,12.0,296.0,39.0,<=50K
340,61.0,State-gov,235393.0,14.0,1869.0,45.0,<=50K
341,66.0,?,34861.0,13.0,427.0,34.0,>50K
342,45.0,Private,201101.0,4.0,219.0,37.0,<=50K
343,49.0,Private,128506.0,14.0,31.0,47.0,<=50K
344,25.0,?,187160.0,10.0,354.0,32.0,<=50K
345,38.0,Private,297629.0,9.0,230.0,24.0,<=50K
346,53.0,Private,125949.0,5.0,31.0,30.0,<=50K
347,37.0,?,275840.0,6.0,340.0,16.0,<=50K
348,53.0,State-gov,258665.0,5.0,272.0,44.0,<=50K
349,17.0,Private,132464.0,5.0,500.0,23.0,<=50K
350,47.0,Local-gov,210210.0,9.0,234.0,44.0,<=50K
351,53.0,Private,83140.0,9.0,397.0,42.0,>50K
352,33.0,Private,22540.0,9.0,380.0,48.0,<=50K
353,34.0,Private,20412.0,9.0,92.0,38.0,<=50K
354,43.0,Local-gov,552851.0,14.0,311.0,34.0,<=50K
355,33.0,?,272104.0,9.0,50.0,50.0,>50K
356,51.0,Local-gov,326512.0,6.0,502.0,46.0,<=50K
357,28.0,Private,306756.0,9.0,510.0,33.0,<=50K
358,48.0,Private,184157.0,9.0,44.0,46.0,<=50K
359,73.0,Federal-gov,162931.0,14.0,1850.0,86.0,<=50K
360,33.0,Private,237599.0,8.0,487.0,41.0,<=50K
361,23.0,Private,396576.0,8.0,136.0,11.0,<=50K
362,56.0,Private,356742.0,3.0,336.0,43.0,<=50K
363,36.0,Without-pay,346191.0,3.0,360.0,20.0,<=50K
364,71.0,Private,246360.0,9.0,480.0,5.0,<=50K
365,43.0,?,260793.0,9.0,240.0,38.0,<=50K
366,86.0,Self-emp-inc,1089194.0,5.0,4180.0,7.0,<=50K
367,40.0,Local-gov,279552.0,16.0,103.0,47.0,>50K
368,43.0,Self-emp-not-inc,49688.0,13.0,113.0,39.0,<=50K
369,21.0,Private,268819.0,13.0,60.0,39.0,>50K
370,30.0,Private,147855.0,10.0,230.0,42.0,<=50K
371,20.0,Private,58366.0,9.0,464.0,60.0,>50K
372,19.0,Private,221471.0,10.0,344.0,34.0,<=50K
373,45.0,Private,216058.0,10.0,166.0,39.0,<=50K
374,23.0,State-gov,171478.0,10.0,4339.0,26.0,<=50K
375,30.0,Private,823081.0,10.0,69.0,45.0,<=50K
376,59.0,Private,274534.0,9.0,152.0,46.0,<=50K
377,45.0,Private,232273.0,13.0,1028.0,42.0,<=50K
378,38.0,Local-gov,132879.0,12.0,497.0,78.0,<=50K
379,18.0,Private,97832.0,9.0,8.0,47.0,<=50K
380,27.0,Private,209992.0,10.0,372.0,44.0,<=50K
381,38.0,Private,153926.0,9.0,25.0,34.0,<=50K
382,79.0,Private,571799.0,7.0,3218.0,8.0,<=50K
383,21.0,Private,23180.0,5.0,363.0,40.0,<=50K
384,30.0,Private,53868.0,10.0,283.0,42.0,<=50K
385,32.0,Private,46086.0,10.0,52.0,48.0,<=50K
386,47.0,Private,70018.0,6.0,487.0,32.0,<=50K
387,26.0,Private,357308.0,9.0,393.0,39.0,<=50K
388,22.0,Local-gov,120457.0,14.0,248.0,48.0,>50K
389,40.0,Private,270795.0,14.0,175.0,39.0,>50K
390,23.0,Private,236364.0,9.0,141.0,39.0,<=50K
391,48.0,Private,59943.0,9.0,325.0,50.0,<=50K
392,32.0,Private,274966.0,10.0,123.0,38.0,<=50K
393,24.0,Private,78360.0,10.0,510.0,35.0,<=50K
394,37.0,Private,451760.0,10.0,359.0,39.0,<=50K
395,49.0,Private,154592.0,8.0,467.0,44.0,>50K
396,30.0,Private,288134.0,10.0,90.0,39.0,<=50K
397,46.0,Private,166324.0,10.0,446.0,42.0,<=50K
398,39.0,Private,222859.0,9.0,463.0,60.0,<=50K
399,40.0,Federal-gov,308665.0,9.0,3425.0,34.0,<=50K
400,71.0,Federal-gov,83071.0,9.0,94.0,19.0,<=50K
401,53.0,Federal-gov,309724.0,9.0,520.0,45.0,>50K
402,20.0,Private,272188.0,9.0,255.0,44.0,<=50K
403,50.0,Private,220554.0,9.0,364.0,38.0,>50K
404,36.0,Local-gov,219568.0,12.0,2131.0,32.0,>50K
405,63.0,?,621729.0,9.0,361.0,29.0,<=50K
406,31.0,Private,95184.0,9.0,5.0,45.0,<=50K
407,34.0,?,199651.0,9.0,1819.0,29.0,<=50K
408,18.0,Private,266363.0,9.0,26.0,19.0,<=50K
409,33.0,?,353983.0,14.0,405.0,42.0,<=50K
410,25.0,Private,29301.0,9.0,171.0,21.0,<=50K
411,38.0,Private,372511.0,10.0,259.0,42.0,<=50K
412,51.0,Private,140713.0,9.0,270.0,44.0,<=50K
413,52.0,Private,52243.0,4.0,283.0,45.0,<=50K
414,48.0,Federal-gov,310591.0,10.0,35.0,42.0,>50K
415,33.0,Private,182109.0,10.0,510.0,37.0,<=50K
416,51.0,Private,228438.0,9.0,520.0,43.0,>50K
417,32.0,?,176493.0,10.0,78.0,41.0,<=50K
418,52.0,Federal-gov,127125.0,9.0,29.0,42.0,<=50K
419,43.0,State-gov,115760.0,9.0,506.0,47.0,<=50K
420,26.0,Private,298250.0,9.0,203.0,40.0,<=50K
421,22.0,Private,459193.0,10.0,427.0,46.0,<=50K
422,19.0,Private,317506.0,9.0,131.0,20.0,<=50K
423,19.0,Private,241944.0,11.0,138.0,37.0,<=50K
424,28.0,Private,233046.0,9.0,398.0,56.0,<=50K
425,22.0,Private,270806.0,9.0,198.0,3.0,<=50K
426,24.0,Federal-gov,407743.0,9.0,4078.0,35.0,<=50K
427,45.0,Local-gov,49964.0,9.0,471.0,47.0,<=50K
428,32.0,Private,243336.0,9.0,271.0,44.0,<=50K
429,51.0,Private,236940.0,5.0,180.0,45.0,<=50K
430,29.0,Federal-gov,314559.0,8.0,443.0,32.0,<=50K
431,31.0,Self-emp-not-inc,188452.0,9.0,226.0,15.0,<=50K
432,37.0,Private,445337.0,9.0,151.0,41.0,<=50K
433,42.0,Private,442086.0,10.0,218.0,20.0,<=50K
434,45.0,Private,162398.0,9.0,305.0,34.0,<=50K
435,35.0,Private,264543.0,10.0,48.0,48.0,<=50K
436,61.0,Private,285906.0,10.0,117.0,43.0,<=50K
437,23.0,Private,195038.0,10.0,196.0,18.0,<=50K
