,age,workclass,fnlwgt,education.num,capital.loss,hours.per.week,income
163,58.0,Private,111389.0,10.0,2556.0,38.0,<=50K
164,75.0,Federal-gov,960093.0,12.0,2861.0,93.0,<=50K
165,57.0,Private,75275.0,10.0,107.0,41.0,<=50K
166,25.0,?,223874.0,9.0,190.0,20.0,<=50K
167,28.0,Private,186233.0,13.0,154.0,57.0,<=50K
168,49.0,Private,34953.0,9.0,224.0,29.0,<=50K
169,17.0,Private,298861.0,9.0,291.0,43.0,<=50K
170,42.0,Self-emp-not-inc,246551.0,10.0,273.0,48.0,<=50K
171,20.0,Private,195914.0,9.0,350.0,47.0,<=50K
172,17.0,Private,165523.0,7.0,127.0,13.0,<=50K
173,20.0,Private,225090.0,9.0,89.0,32.0,<=50K
174,47.0,State-gov,88460.0,13.0,129.0,48.0,<=50K
175,35.0,Private,128194.0,11.0,3319.0,48.0,<=50K
176,29.0,?,199944.0,9.0,155.0,49.0,<=50K
177,56.0,Private,297952.0,6.0,140.0,42.0,<=50K
178,48.0,Federal-gov,151684.0,10.0,305.0,43.0,<=50K
179,26.0,?,252497.0,9.0,428.0,40.0,<=50K
180,23.0,Private,286553.0,10.0,154.0,15.0,<=50K
181,41.0,Federal-gov,288726.0,10.0,334.0,40.0,<=50K
182,42.0,Private,486703.0,10.0,177.0,49.0,<=50K
183,30.0,State-gov,296821.0,9.0,57.0,45.0,<=50K
184,57.0,Private,76059.0,4.0,217.0,39.0,<=50K
185,41.0,Private,99457.0,10.0,41.0,38.0,<=50K
186,35.0,Private,237293.0,9.0,291.0,49.0,<=50K
187,37.0,Private,415414.0,9.0,537.0,29.0,<=50K
188,47.0,Local-gov,315630.0,9.0,12.0,40.0,<=50K
189,28.0,State-gov,190839.0,14.0,808.0,40.0,<=50K
190,32.0,Private,315388.0,6.0,120.0,39.0,<=50K
191,20.0,Private,410545.0,10.0,521.0,26.0,<=50K
192,25.0,?,198519.0,10.0,230.0,33.0,<=50K
193,68.0,Self-emp-inc,321581.0,6.0,325.0,8.0,<=50K
194,48.0,Private,206192.0,12.0,212.0,41.0,<=50K
195,39.0,Private,180036.0,9.0,238.0,47.0,<=50K
196,33.0,Federal-gov,249316.0,10.0,45.0,47.0,<=50K
197,30.0,Private,265360.0,9.0,154.0,49.0,>50K
198,23.0,Federal-gov,339787.0,9.0,463.0,38.0,<=50K
199,27.0,Private,273976.0,9.0,245.0,43.0,<=50K
200,30.0,Local-gov,263714.0,13.0,391.0,57.0,<=50K
201,47.0,Private,107645.0,9.0,155.0,30.0,>50K
202,28.0,Private,32386.0,9.0,439.0,50.0,<=50K
203,22.0,State-gov,387578.0,8.0,344.0,2.0,<=50K
204,21.0,?,196205.0,9.0,539.0,14.0,<=50K
205,22.0,Private,92781.0,10.0,177.0,46.0,<=50K
206,42.0,Private,389743.0,9.0,128.0,39.0,<=50K
207,34.0,Private,383377.0,14.0,1771.0,45.0,>50K
208,40.0,Private,469524.0,14.0,259.0,39.0,<=50K
209,56.0,Self-emp-not-inc,117180.0,9.0,463.0,16.0,<=50K
210,85.0,Federal-gov,36929.0,13.0,4257.0,72.0,>50K
211,34.0,Private,746643.0,7.0,56.0,45.0,<=50K
212,43.0,Private,175240.0,9.0,387.0,49.0,<=50K
213,34.0,Private,1013205.0,5.0,91.0,41.0,<=50K
214,19.0,State-gov,608230.0,14.0,918.0,29.0,<=50K
215,53.0,Private,122315.0,7.0,270.0,42.0,<=50K
216,32.0,Federal-gov,249968.0,13.0,292.0,43.0,<=50K
217,27.0,Private,238973.0,9.0,434.0,38.0,<=50K
218,42.0,Private,209217.0,10.0,202.0,44.0,<=50K
219,53.0,Private,1177467.0,2.0,2453.0,6.0,<=50K
220,39.0,State-gov,61394.0,13.0,318.0,48.0,>50K
221,60.0,Private,95651.0,10.0,316.0,32.0,<=50K
222,29.0,Private,124224.0,5.0,250.0,14.0,<=50K
223,46.0,Private,158168.0,4.0,174.0,31.0,<=50K
224,24.0,Private,354596.0,9.0,151.0,49.0,<=50K
225,63.0,State-gov,146137.0,10.0,403.0,22.0,<=50K
226,52.0,Private,1231187.0,7.0,410.0,20.0,<=50K
227,22.0,Local-gov,429924.0,9.0,447.0,15.0,<=50K
228,64.0,Private,49730.0,7.0,181.0,49.0,<=50K
229,45.0,Private,30944.0,8.0,467.0,45.0,<=50K
230,32.0,Private,41111.0,10.0,89.0,71.0,<=50K
231,25.0,Local-gov,382131.0,9.0,172.0,47.0,<=50K
232,38.0,Private,65228.0,10.0,339.0,37.0,<=50K
233,26.0,Private,302307.0,10.0,238.0,39.0,<=50K
234,18.0,?,229451.0,10.0,392.0,16.0,<=50K
235,34.0,Private,357225.0,13.0,363.0,26.0,>50K
236,30.0,Private,328109.0,7.0,353.0,45.0,<=50K
237,36.0,Private,129767.0,10.0,257.0,49.0,<=50K
238,29.0,Private,145127.0,9.0,37.0,42.0,>50K
239,39.0,?,253428.0,9.0,465.0,44.0,<=50K
240,61.0,Private,190949.0,9.0,152.0,58.0,<=50K
241,25.0,Private,111251.0,9.0,27.0,39.0,<=50K
242,36.0,Private,245238.0,9.0,296.0,50.0,<=50K
243,22.0,Private,225464.0,13.0,275.0,69.0,<=50K
244,50.0,State-gov,189479.0,12.0,22.0,32.0,<=50K
245,29.0,?,69089.0,10.0,278.0,57.0,<=50K
246,43.0,Private,62252.0,9.0,417.0,26.0,<=50K
247,20.0,?,387502.0,10.0,310.0,53.0,<=50K
248,17.0,Local-gov,131084.0,9.0,404.0,38.0,<=50K
249,36.0,Private,194029.0,7.0,694.0,47.0,<=50K
250,32.0,Local-gov,547099.0,14.0,309.0,42.0,>50K
251,68.0,Self-emp-not-inc,138191.0,11.0,2034.0,12.0,>50K
252,53.0,Private,224159.0,4.0,4.0,15.0,<=50K
253,53.0,Local-gov,153347.0,11.0,75.0,38.0,<=50K
254,62.0,Private,154609.0,10.0,465.0,38.0,<=50K
255,17.0,Private,361431.0,10.0,365.0,15.0,<=50K
256,42.0,Private,121135.0,10.0,396.0,45.0,<=50K
257,42.0,Private,431695.0,9.0,156.0,45.0,<=50K
258,69.0,Private,202320.0,6.0,240.0,34.0,<=50K
259,33.0,Private,262879.0,9.0,270.0,43.0,<=50K
260,34.0,Private,249998.0,13.0,7.0,40.0,<=50K
261,23.0,Private,57325.0,10.0,66.0,44.0,<=50K
262,20.0,Private,287105.0,10.0,94.0,16.0,<=50K
263,58.0,Private,159497.0,9.0,27.0,45.0,<=50K
264,37.0,Private,315743.0,9.0,135.0,40.0,>50K
265,50.0,Federal-gov,36260.0,10.0,21.0,49.0,<=50K
266,26.0,Private,234954.0,13.0,206.0,43.0,<=50K
267,37.0,Private,33682.0,10.0,107.0,47.0,>50K
268,20.0,Private,248222.0,9.0,273.0,65.0,<=50K
269,42.0,Without-pay,279330.0,11.0,157.0,49.0,<=50K
270,78.0,Federal-gov,1222592.0,11.0,3013.0,62.0,<=50K
271,57.0,Private,809125.0,13.0,4142.0,46.0,<=50K
272,32.0,Private,193468.0,10.0,428.0,49.0,<=50K
273,63.0,Private,274489.0,6.0,335.0,48.0,<=50K
274,28.0,?,150063.0,10.0,221.0,45.0,<=50K
275,72.0,Local-gov,270642.0,9.0,4183.0,38.0,<=50K
276,65.0,?,190483.0,9.0,493.0,13.0,<=50K
277,48.0,Local-gov,32525.0,9.0,493.0,26.0,<=50K
278,40.0,Private,422517.0,10.0,355.0,46.0,<=50K
279,56.0,Private,365752.0,3.0,65.0,3.0,<=50K
280,30.0,Private,292511.0,12.0,332.0,46.0,<=50K
281,56.0,Private,222980.0,10.0,317.0,41.0,<=50K
282,36.0,Private,304732.0,11.0,435.0,42.0,<=50K
283,19.0,Private,160546.0,10.0,308.0,48.0,<=50K
284,31.0,Private,726930.0,9.0,53.0,38.0,<=50K
285,18.0,Private,129419.0,5.0,442.0,42.0,<=50K
286,75.0,Private,451149.0,1.0,3517.0,43.0,<=50K
287,38.0,Private,429705.0,9.0,315.0,45.0,>50K
288,39.0,Without-pay,276773.0,10.0,192.0,74.0,<=50K
289,36.0,Private,82756.0,13.0,224.0,41.0,>50K
290,34.0,Private,159096.0,8.0,24.0,47.0,<=50K
291,21.0,Private,203482.0,10.0,276.0,42.0,<=50K
292,52.0,Without-pay,45011.0,8.0,290.0,78.0,<=50K
293,26.0,State-gov,132809.0,9.0,449.0,27.0,<=50K
294,38.0,Private,52749.0,9.0,196.0,39.0,>50K
295,30.0,Private,100929.0,5.0,106.0,13.0,<=50K
296,23.0,Private,472593.0,9.0,532.0,26.0,<=50K
297,57.0,Local-gov,231634.0,1.0,468.0,59.0,<=50K
298,75.0,Without-pay,602782.0,1.0,147.0,13.0,<=50K
299,69.0,Federal-gov,155390.0,9.0,522.0,40.0,<=50K
300,62.0,Private,122550.0,6.0,82.0,39.0,<=50K
301,53.0,Self-emp-not-inc,346069.0,11.0,64.0,45.0,>50K
302,32.0,?,412487.0,10.0,443.0,47.0,<=50K
303,20.0,?,144149.0,8.0,16.0,51.0,<=50K
304,35.0,Private,175477.0,10.0,6.0,39.0,<=50K
305,32.0,Private,247410.0,9.0,527.0,49.0,<=50K
306,18.0,Private,184606.0,9.0,43.0,30.0,<=50K
307,18.0,Private,230317.0,6.0,401.0,3.0,<=50K
308,51.0,Self-emp-not-inc,565931.0,1.0,2327.0,41.0,<=50K
309,18.0,Private,476954.0,10.0,311.0,29.0,<=50K
310,44.0,Never-worked,185998.0,8.0,260.0,45.0,<=50K
311,21.0,Private,318759.0,9.0,1167.0,48.0,<=50K
312,22.0,Private,88420.0,9.0,56.0,42.0,<=50K
313,21.0,Local-gov,191360.0,14.0,335.0,62.0,<=50K
314,40.0,Private,137059.0,13.0,115.0,31.0,<=50K
315,31.0,Private,38649.0,6.0,301.0,40.0,<=50K
316,32.0,Local-gov,196736.0,9.0,101.0,40.0,<=50K
317,39.0,Private,56720.0,6.0,437.0,44.0,<=50K
318,57.0,Private,417308.0,9.0,2490.0,44.0,<=50K
319,53.0,Local-gov,122810.0,10.0,483.0,43.0,<=50K
320,29.0,Private,310106.0,10.0,159.0,40.0,<=50K
321,24.0,Private,267868.0,6.0,81.0,14.0,<=50K
322,21.0,Private,275321.0,13.0,523.0,45.0,<=50K
323,29.0,Private,407000.0,9.0,335.0,39.0,<=50K
324,27.0,Local-gov,98461.0,12.0,104.0,68.0,<=50K
325,34.0,Private,123223.0,6.0,116.0,23.0,<=50K
326,42.0,Private,61883.0,9.0,94.0,51.0,<=50K
327,53.0,Private,65948.0,9.0,381.0,49.0,<=50K
328,30.0,Local-gov,273056.0,9.0,417.0,38.0,>50K
329,32.0,Private,116789.0,9.0,162.0,54.0,<=50K
330,18.0,?,1140389.0,8.0,119.0,28.0,<=50K
331,48.0,Private,362444.0,11.0,84.0,49.0,<=50K
332,19.0,?,105348.0,9.0,480.0,48.0,<=50K
333,45.0,Federal-gov,305872.0,9.0,372.0,46.0,>50K
334,53.0,Private,68413.0,13.0,14.0,47.0,>50K
335,46.0,Private,515128.0,9.0,459.0,49.0,<=50K
336,27.0,Private,339476.0,9.0,50.0,42.0,<=50K
337,28.0,Private,258570.0,9.0,60.0,44.0,<=50K
338,39.0,State-gov,102230.0,10.0,385.0,41.0,<=50K
339,31.0,Local-gov,271446.0,13.0,304.0,43.0,<=50K
340,28.0,?,417203.0,10.0,24.0,44.0,<=50K
341,26.0,Private,122597.0,8.0,226.0,34.0,<=50K
342,44.0,Private,311630.0,14.0,132.0,45.0,<=50K
343,18.0,Private,225379.0,10.0,52.0,21.0,<=50K
344,48.0,Local-gov,300066.0,5.0,253.0,46.0,<=50K
345,23.0,Self-emp-inc,55140.0,6.0,81.0,15.0,<=50K
346,43.0,Private,383539.0,12.0,235.0,26.0,>50K
347,31.0,Private,409059.0,9.0,399.0,87.0,<=50K
348,44.0,Private,100853.0,5.0,305.0,53.0,<=50K
349,66.0,?,290958.0,2.0,451.0,48.0,<=50K
350,40.0,Self-emp-not-inc,179891.0,10.0,458.0,38.0,<=50K
351,22.0,Private,134999.0,8.0,180.0,46.0,<=50K
352,32.0,Private,301641.0,14.0,324.0,38.0,<=50K
353,37.0,Private,176044.0,10.0,103.0,45.0,<=50K
354,41.0,Local-gov,263537.0,13.0,189.0,49.0,<=50K
355,37.0,State-gov,22675.0,9.0,224.0,48.0,<=50K
356,29.0,Private,665633.0,7.0,114.0,53.0,<=50K
357,26.0,Private,780015.0,10.0,436.0,11.0,<=50K
358,34.0,Private,184403.0,9.0,356.0,17.0,<=50K
359,70.0,Private,1097813.0,1.0,327.0,28.0,<=50K
360,17.0,Private,280003.0,10.0,216.0,13.0,<=50K
361,55.0,Private,295366.0,6.0,79.0,45.0,<=50K
362,38.0,Private,125137.0,10.0,120.0,41.0,<=50K
363,33.0,Local-gov,294188.0,10.0,107.0,36.0,<=50K
364,61.0,Private,133992.0,10.0,430.0,42.0,<=50K
365,41.0,Private,315489.0,9.0,33.0,55.0,<=50K
366,51.0,Private,388061.0,10.0,430.0,41.0,<=50K
367,33.0,Private,79499.0,9.0,254.0,38.0,<=50K
368,54.0,Private,277184.0,11.0,398.0,38.0,<=50K
369,45.0,Federal-gov,102497.0,10.0,457.0,42.0,<=50K
370,52.0,Private,281725.0,9.0,348.0,45.0,<=50K
371,26.0,Private,233285.0,9.0,337.0,40.0,<=50K
372,46.0,Private,85104.0,10.0,103.0,65.0,<=50K
373,36.0,State-gov,237027.0,10.0,122.0,39.0,<=50K
374,26.0,Private,182011.0,10.0,354.0,41.0,<=50K
375,25.0,?,290827.0,9.0,512.0,10.0,<=50K
376,47.0,State-gov,264625.0,10.0,292.0,39.0,<=50K
377,64.0,Local-gov,1094465.0,2.0,10.0,56.0,<=50K
378,27.0,Private,447066.0,10.0,462.0,45.0,<=50K
379,41.0,Federal-gov,240581.0,14.0,2129.0,57.0,<=50K
380,62.0,Federal-gov,140778.0,9.0,75.0,46.0,<=50K
381,31.0,Private,341795.0,10.0,217.0,40.0,<=50K
382,71.0,Self-emp-not-inc,743328.0,3.0,389.0,71.0,<=50K
383,40.0,Private,165086.0,9.0,236.0,34.0,<=50K
384,50.0,Private,158909.0,6.0,255.0,47.0,<=50K
385,60.0,Private,381282.0,3.0,436.0,46.0,<=50K
386,52.0,Private,63541.0,10.0,433.0,58.0,<=50K
387,24.0,Private,221845.0,9.0,283.0,45.0,<=50K
388,44.0,Private,314208.0,9.0,369.0,47.0,<=50K
389,33.0,Self-emp-not-inc,229242.0,13.0,165.0,40.0,<=50K
390,25.0,?,396412.0,9.0,317.0,45.0,<=50K
391,28.0,Private,71208.0,9.0,345.0,35.0,<=50K
392,31.0,Private,217376.0,9.0,139.0,46.0,<=50K
393,59.0,Private,155551.0,8.0,16.0,24.0,<=50K
394,25.0,Private,245070.0,9.0,451.0,24.0,<=50K
395,67.0,?,259202.0,9.0,2382.0,23.0,<=50K
396,33.0,Private,238464.0,10.0,537.0,44.0,<=50K
397,30.0,Private,228163.0,13.0,62.0,35.0,<=50K
398,22.0,Private,238815.0,12.0,320.0,50.0,<=50K
399,25.0,Private,159420.0,8.0,538.0,61.0,<=50K
400,33.0,Never-worked,219576.0,13.0,52.0,41.0,>50K
401,59.0,Private,284566.0,12.0,273.0,94.0,<=50K
402,17.0,Private,209234.0,14.0,272.0,53.0,<=50K
403,64.0,Private,1098096.0,2.0,212.0,7.0,<=50K
404,58.0,Private,248700.0,6.0,1237.0,50.0,<=50K
405,28.0,Private,222456.0,9.0,207.0,50.0,<=50K
406,27.0,Private,86640.0,10.0,521.0,45.0,<=50K
407,34.0,Private,291282.0,14.0,5.0,47.0,>50K
408,44.0,Local-gov,465561.0,10.0,74.0,41.0,<=50K
409,20.0,Private,146577.0,9.0,214.0,45.0,<=50K
410,21.0,Local-gov,352159.0,13.0,145.0,7.0,<=50K
411,34.0,Private,170723.0,13.0,355.0,33.0,<=50K
412,18.0,Private,94249.0,13.0,467.0,43.0,<=50K
413,32.0,Private,168194.0,9.0,287.0,36.0,<=50K
414,27.0,Private,202485.0,9.0,152.0,27.0,<=50K
415,29.0,Private,478750.0,9.0,387.0,42.0,<=50K
416,25.0,Private,205942.0,13.0,73.0,16.0,<=50K
417,18.0,Private,155441.0,9.0,280.0,40.0,<=50K
418,17.0,Private,61998.0,9.0,528.0,37.0,<=50K
419,39.0,Private,775296.0,9.0,402.0,43.0,<=50K
420,76.0,Private,825686.0,13.0,1595.0,74.0,>50K
421,89.0,Self-emp-inc,1089597.0,7.0,3257.0,15.0,<=50K
422,33.0,Private,435120.0,10.0,1666.0,39.0,<=50K
423,23.0,Local-gov,38699.0,7.0,449.0,14.0,<=50K
424,37.0,Private,322044.0,9.0,257.0,39.0,<=50K
425,44.0,Private,87491.0,14.0,119.0,39.0,>50K
426,85.0,State-gov,672715.0,12.0,790.0,62.0,>50K
427,23.0,Private,619646.0,13.0,92.0,32.0,<=50K
428,48.0,Local-gov,28242.0,6.0,328.0,34.0,<=50K
429,27.0,Private,181793.0,9.0,289.0,14.0,<=50K
430,30.0,Private,134816.0,9.0,89.0,45.0,<=50K
431,37.0,Private,189852.0,10.0,438.0,56.0,<=50K
432,26.0,Private,136247.0,9.0,397.0,46.0,<=50K
433,41.0,Private,190569.0,10.0,13.0,31.0,<=50K
434,41.0,Private,322482.0,9.0,261.0,41.0,<=50K
