ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,Month,OperatingSystems,Revenue
3,44.66666667,0,0.025,Mar,2,0
5,54.38095238,0,0.003571429,Mar,2,0
26,1558,0.006666667,0.013333333,Mar,2,0
37,584.5958874,0.005128205,0.013043478,Mar,2,0
8,292.5,0,0.027272727,Mar,2,0
26,694.3,0.023076923,0.036410256,Mar,3,0
3,236,0,0.025,Mar,3,0
21,521.5,0.018181818,0.021212121,Mar,3,0
6,116.5,0,0.066666667,Mar,2,0
8,144,0.025,0.045833333,Mar,3,0
21,733.7,0,0.014035088,Mar,2,0
16,485.8333333,0,0.002222222,Mar,2,0
3,19,0,0.066666667,Mar,2,0
33,583.8333333,0.002631579,0.007894737,Mar,2,0
40,1361.166667,0.005,0.0225,Mar,4,0
5,53,0.04,0.08,Mar,2,0
13,255,0,0.015384615,Mar,2,0
2,221.5,0,0.05,Mar,3,0
12,323,0.033333333,0.066666667,Mar,2,0
96,4233.4807,0.006635802,0.027174712,Mar,2,0
2,0,0.2,0.2,Mar,3,0
27,1585.666667,0.026666667,0.058333333,Mar,2,0
25,1235.65,0.041666667,0.05327381,Mar,1,0
62,1470.853037,0,0.009683372,Mar,2,0
10,808.5,0,0.015384615,Mar,2,1
37,1121.205556,0.005405405,0.00113798,Mar,1,0
3,234,0,0.033333333,Mar,1,0
41,2720.671429,0.012962963,0.033262108,Mar,2,1
17,694,0.003703704,0.008333333,Mar,3,1
16,502.8333333,0,0.004444444,Mar,3,0
37,1643.435516,0.005555556,0.032271242,Mar,2,1
22,1187.833333,0.009090909,0.027272727,Mar,3,0
45,1594.283333,0,0.015227273,Mar,2,1
2,5,0,0.1,Mar,2,0
54,1357.61783,0,0.004812274,Mar,2,0
9,389,0,0.011111111,Mar,2,0
8,202.1666667,0,0.01,Mar,3,0
12,689.2857143,0,0.058333333,Mar,3,0
8,306,0,0.008888889,Mar,1,0
19,491.6666667,0.011111111,0.012222222,Mar,1,0
14,512.1111111,0.028571429,0.03,Mar,3,0
15,317,0,0.006666667,Mar,2,0
57,851.6426534,0,0.007923497,Mar,2,1
12,167.2222222,0,0.001666667,Mar,3,0
2,22,0,0.05,Mar,1,0
27,1802.25,0.006060606,0.011774152,Mar,3,0
56,1432.223333,0,0.002185792,Mar,2,1
111,2524.501905,0.001694915,0.018834175,Mar,3,0
45,1545.5,0,0.004,Mar,2,1
8,332,0,0.028571429,Mar,3,0
9,368.2,0.02,0.05,Mar,3,0
69,5485.105556,0.010526316,0.017493734,Mar,1,1
8,450,0,0.025,Mar,4,0
6,319,0,0.05,Mar,1,0
21,534.5,0.004347826,0.02173913,Mar,2,0
14,875,0,0.014285714,Mar,1,0
31,3121.369048,0.002857143,0.009285714,Mar,1,0
48,3726.333333,0,0.004166667,Mar,3,0
38,667.1666667,0,0.005263158,Mar,2,0
50,1803.768849,0.001360544,0.017428305,Mar,2,1
14,249,0.011764706,0.041176471,Mar,1,0
13,271,0,0.003571429,Mar,1,0
4,173.5,0,0.05,Mar,3,0
51,1671.375,0.001098901,0.016433566,Mar,2,0
11,1390.166667,0.012121212,0.014545455,Mar,1,0
24,520.6666667,0,0.006666667,Mar,2,0
71,1678.905125,0,0.016037881,Mar,3,0
29,438.8666667,0,0.020689655,Mar,4,0
7,203.5,0,0.033333333,Mar,1,0
16,672.5,0.005555556,0.025925926,Mar,2,0
35,1090.490476,0.013675214,0.016892552,Mar,1,0
22,1734.780952,0,0.010142857,Mar,3,0
17,684.9166667,0.015686275,0.049411765,Mar,2,0
53,893.5111111,0.003571429,0.005357143,Mar,1,1
6,130,0,0.025,Mar,1,0
42,1981.016667,0.005660377,0.021383648,Mar,1,1
8,186.5,0,0.025,Mar,2,0
6,119,0,0.033333333,Mar,3,0
4,110.5,0,0.011111111,Mar,3,0
66,2049.458471,0.004489796,0.012765306,Mar,3,0
11,271.7166667,0,0.016666667,Mar,4,0
12,231.1818182,0,0.01,Mar,2,0
36,1567.966667,0,0.007207207,Mar,3,0
8,119.3333333,0.015384615,0.023076923,Mar,3,0
15,605.8857143,0,0.005882353,Mar,1,0
27,808.7,0.006896552,0.010344828,Mar,3,0
19,494.5,0,0.01,Mar,1,0
63,1656.316667,0.004166667,0.015989583,Mar,2,0
7,182,0.028571429,0.071428571,Mar,3,0
2,13,0.1,0.1,Mar,1,0
27,520.3333333,0,0.020322581,Mar,3,0
31,754.5,0,0.00625,Mar,2,0
21,696.6666667,0,0.0125,Mar,2,1
84,2756.215152,0,0.002462121,Mar,2,0
1,0,0.2,0.2,Mar,2,0
24,515.5757576,0,0.003703704,Mar,3,0
35,1334.551371,0,0.007309582,Mar,3,0
31,624.5833333,0.016216216,0.031531532,Mar,2,0
10,316.5,0,0.025,Mar,2,1
5,436.5,0,0.016666667,Mar,7,0
5,137.3333333,0,0.005,Mar,3,0
38,1054.944444,0.010869565,0.014565217,Mar,2,0
5,388,0,0.04,Mar,1,1
10,253.5,0,0.022222222,Mar,1,1
43,3065.945238,0,0.011666667,Mar,1,1
2,30,0,0.05,Mar,3,0
3,52,0,0.066666667,Mar,2,0
9,250.5,0,0.044444444,Mar,3,0
13,281.547619,0.003846154,0.017307692,Mar,1,0
13,2004.5,0.028571429,0.04047619,Mar,1,0
6,100,0,0.033333333,Mar,2,0
18,341.2916667,0,0.009090909,Mar,1,0
6,97.33333333,0,0.041666667,Mar,1,0
1,0,0.2,0.2,Mar,1,0
1,0,0.2,0.2,Mar,3,0
4,12,0,0.033333333,Mar,4,0
4,148.5,0.05,0.083333333,Mar,1,0
6,53,0,0.06,Mar,2,0
10,277.1428571,0,0.007692308,Mar,3,0
25,954.4702381,0,0.012742857,Mar,3,0
33,3506.166667,0,0.025,Mar,1,0
4,26.5,0,0.05,Mar,2,0
5,143.5,0,0.011111111,Mar,3,0
5,62.5,0.022222222,0.044444444,Mar,2,0
6,156,0,0.04,Mar,1,0
11,331.25,0.016666667,0.033333333,Mar,2,0
8,301.5,0,0.018181818,Mar,2,0
1,0,0.2,0.2,Mar,1,0
14,239,0,0.0125,Mar,2,0
3,15,0,0.066666667,Mar,2,0
23,1841.171429,0,0.003913043,Mar,1,0
2,37.5,0,0.033333333,Mar,3,0
18,671,0,0.010526316,Mar,3,0
7,79.5,0,0.02,Mar,2,0
2,0,0.2,0.2,Mar,2,0
19,576.0833333,0.009090909,0.018181818,Mar,2,1
3,77,0,0.066666667,Mar,3,0
65,8646,0,0.011764706,Mar,2,0
35,499.4,0.011764706,0.028151261,Mar,2,0
50,1694.797619,0.008928571,0.018154762,Mar,1,0
7,181.5,0,0.025,Mar,2,1
31,649.3071429,0,0.001041667,Mar,2,1
49,1647.152381,0,0.0008,Mar,2,1
9,159,0,0.022222222,Mar,2,0
8,465.8333333,0,0.024242424,Mar,3,0
14,327,0,0.00625,Mar,1,0
1,36,0,0.066666667,Mar,3,0
30,2264.333333,0,0.010416667,Mar,2,0
13,1610.916667,0,0.007142857,Mar,1,0
39,930.3,0.001190476,0.010997732,Mar,4,0
37,1229.766667,0.005405405,0.014414414,Mar,2,0
3,333,0,0.066666667,Mar,2,0
27,845.5,0,0.007407407,Mar,4,0
11,227.5,0,0.006666667,Mar,3,0
9,225.8333333,0,0.02,Mar,2,0
104,3486.690476,0.003301887,0.013104972,Mar,2,0
8,863.3333333,0,0.014583333,Mar,2,0
54,1405.131241,0,0.006127451,Mar,3,0
23,1031.704762,0,0.007111111,Mar,4,1
24,917.0833333,0.008333333,0.031944444,Mar,3,0
13,509.1214286,0.006666667,0.002222222,Mar,3,1
12,200,0,0.047222222,Mar,2,0
9,459.8307692,0,0.001587302,Mar,3,0
3,162,0,0.014285714,Mar,3,0
19,392,0.021052632,0.052631579,Mar,2,0
18,834.6666667,0.004761905,0.021269841,Mar,1,0
2,5,0,0.1,Mar,2,0
1,0,0.2,0.2,Mar,1,0
11,315.6,0,0.018181818,Mar,1,0
8,192.1666667,0,0.025,Mar,1,0
29,906.5666667,0,0.006896552,Mar,4,0
19,716.3571429,0.004761905,0.015873016,Mar,1,1
12,343,0.019444444,0.032222222,Mar,1,0
7,272.5,0,0.033333333,Mar,1,0
7,251.6666667,0.028571429,0.011428571,Mar,3,0
5,50.5,0,0.04,Mar,2,0
53,1518.761111,0.007272727,0.005454545,Mar,1,0
6,892,0,0.018518519,Mar,3,0
8,612,0,0.014285714,Mar,3,0
6,495,0,0.02,Mar,1,1
47,1813.208333,0,0.002083333,Mar,2,0
9,218,0,0.033333333,Mar,2,0
23,1278.090909,0,0.008333333,Mar,2,0
10,153,0.02,0.04,Mar,1,0
48,3946.008333,0.007272727,0.011515152,Mar,2,1
26,648.4,0,0.018,Mar,1,0
5,56,0.04,0.08,Mar,2,0
6,193,0,0.033333333,Mar,4,0
3,67.5,0,0.066666667,Mar,1,0
18,437.1875,0.011111111,0.006878307,Mar,1,0
10,369,0,0.016666667,Mar,1,0
5,136.6666667,0.02,0.12,Mar,3,0
8,436,0,0.022222222,Mar,2,0
5,132,0,0.04,Mar,1,0
35,850.3333333,0,0.005405405,Mar,2,0
59,3224.819084,0.002985075,0.011923715,Mar,2,1
20,363.6666667,0.01,0.016666667,Mar,2,0
32,395.2222222,0.006060606,0.011111111,Mar,2,0
9,936.8333333,0,0.022222222,Mar,1,1
16,416.4,0,0.011111111,Mar,1,0
36,1051.248276,0,0.002293202,Mar,2,0
36,1387.606061,0.005263158,0.025438596,Mar,2,0
25,437.2222222,0.028571429,0.035,Mar,3,0
3,96.5,0,0.022222222,Mar,1,0
12,1436.5,0,0.013333333,Mar,2,1
8,224,0,0.01,Mar,1,0
71,3424.583333,0.001315789,0.015,Mar,2,0
43,1418.5,0,0.018181818,Mar,4,0
1,0,0.2,0.2,Mar,1,0
36,1166.72619,0,0.025,Mar,1,1
80,4099.737392,0.004117063,0.005279668,Mar,3,1
4,31,0,0.05,Mar,2,0
4,268,0,0.013333333,Mar,2,0
8,158.5,0,0.05,Mar,1,0
11,298,0,0.006666667,Mar,3,0
21,2755.67094,0.004545455,0.027575758,Mar,3,0
20,917.35,0,0.008333333,Mar,4,1
12,286,0,0.014285714,Mar,1,0
32,1480.666667,0,0.006857143,Mar,1,0
50,952.4345238,0,0.011538462,Mar,4,1
15,1332.833333,0.014285714,0.005714286,Mar,2,0
16,467.9166667,0.011111111,0.016666667,Mar,3,0
50,2207.391667,0.001724138,0.009972955,Mar,1,0
10,391.85,0.018055556,0.046984127,Mar,3,0
10,142.6666667,0,0.015384615,Mar,2,0
1,0,0.2,0.2,Mar,3,0
21,2588.958333,0,0.011041667,Mar,3,0
3,80,0,0.033333333,Mar,3,0
1,0,0.2,0.2,Mar,2,0
8,163,0,0.011111111,Mar,3,0
20,1395.258333,0,0.011111111,Mar,1,0
9,416.6666667,0,0.004545455,Mar,3,0
6,106,0.1,0.116666667,Mar,3,0
16,515,0,0.010526316,Mar,3,0
17,489.5833333,0,0.011764706,Mar,1,0
23,660.8166667,0,0.025,Mar,2,0
44,1489.144444,0.004081633,0.014693878,Mar,3,0
14,851,0,0.014285714,Mar,1,1
3,183,0,0.066666667,Mar,1,0
43,1650.416667,0,0.003875969,Mar,2,0
15,447.5,0.03,0.065333333,Mar,3,0
3,17,0,0.05,Mar,3,0
38,1524.702381,0,0.006628788,Mar,2,0
13,288,0.0125,0.0375,Mar,1,0
1,0,0.2,0.2,Mar,2,0
3,47,0.04,0.08,Mar,1,0
7,451.8333333,0.028571429,0.076190476,Mar,3,0
40,1337.842794,0.008695652,0.022304507,Mar,3,0
1,0,0.2,0.2,Mar,2,0
7,381.5,0,0.025,Mar,1,0
42,1173.07,0,0.005319149,Mar,2,1
35,1928,0.008333333,0.023611111,Mar,2,0
1,0,0.2,0.2,Mar,1,0
6,255,0,0.008333333,Mar,1,0
33,1540.583333,0,0.01547619,Mar,2,0
19,926.6333333,0.011111111,0.02962963,Mar,2,0
26,1685.266667,0.007692308,0.034615385,Mar,2,0
30,474.5,0,0.003225806,Mar,1,0
7,180.3333333,0,0.02,Mar,2,0
8,60,0,0.02,Mar,2,0
9,186.7,0,0.022222222,Mar,2,0
194,6737.271825,0.000123762,0.006138614,Mar,2,0
140,8961.407671,0.00137931,0.012980564,Mar,2,0
8,213.5,0,0.05,Mar,2,0
8,316,0,0.019047619,Mar,1,0
3,48,0,0.033333333,Mar,2,0
25,1040.75,0,0.024266667,Mar,4,0
13,833.2333333,0,0.005555556,Mar,2,0
20,453.625,0,0.001058201,Mar,2,0
4,538,0,0.075,Mar,1,0
9,314.9,0,0.04,Mar,1,0
18,628.8333333,0,0.005555556,Mar,1,0
20,739.8333333,0.019047619,0.030952381,Mar,2,0
15,1957.616667,0,0.00625,Mar,1,0
8,170,0.075,0.08,Mar,1,0
4,47,0.1,0.125,Mar,2,0
1,0,0.2,0.2,Mar,3,0
14,266.0166667,0,0.042857143,Mar,3,0
9,634.2,0.005555556,0.008095238,Mar,3,0
22,762.547619,0,0.017391304,Mar,2,0
33,1593.388889,0.011428571,0.031515152,Mar,2,0
9,639,0,0.025,Mar,1,1
17,546,0,0.004761905,Mar,3,0
8,377.5,0.0125,0.025,Mar,3,0
36,1300.190476,0.010810811,0.038738739,Mar,2,0
3,64,0,0.066666667,Mar,3,0
6,95.5,0,0.033333333,Mar,2,0
62,1136.60303,0,0.003517665,Mar,1,0
47,2989.494048,0,0.004813218,Mar,2,1
30,1724.25,0.013793103,0.032413793,Mar,2,0
14,333.6,0,0.01,Mar,1,1
28,2258.833333,0.007142857,0.046428571,Mar,2,0
11,267.8333333,0.018181818,0.036363636,Mar,1,0
20,1069.16829,0,0.013,Mar,2,0
11,134.9,0.013333333,0.005333333,Mar,3,0
7,169,0,0.057142857,Mar,2,0
37,2517.048459,0.005128205,0.019615385,Mar,3,0
1,44,0,0.1,Mar,2,0
2,86,0,0.1,Mar,2,0
33,1039.766667,0,0.02027027,Mar,2,0
11,369.1666667,0,0.023076923,Mar,3,0
5,97,0,0.011111111,Mar,3,0
12,457,0.014285714,0.04047619,Mar,2,0
3,24,0.066666667,0.133333333,Mar,3,0
5,180.3333333,0.02,0.02,Mar,1,0
19,598.7833333,0,0.002631579,Mar,3,0
30,1107.047619,0,0.017760943,Mar,3,1
37,1118.647186,0,0.008148148,Mar,1,0
2,86,0,0.05,Mar,1,0
59,3036.4,0,0.021186441,Mar,2,0
9,640.6666667,0,0.011111111,Mar,3,0
32,1350.391667,0,0.017877551,Mar,2,0
44,1112,0,0.006818182,Mar,4,0
2,171,0,0.1,Mar,3,0
2,115,0,0.05,Mar,3,0
39,609.5,0,0.005128205,Mar,2,0
21,775.3333333,0,0.009090909,Mar,4,0
13,973.5,0,0.046153846,Mar,2,0
18,1049.516667,0.023809524,0.03968254,Mar,3,1
19,685.95,0,0.017724868,Mar,3,1
36,2517,0,0.005405405,Mar,2,1
19,751.3333333,0,0.002777778,Mar,2,1
35,1549.857143,0.005263158,0.019210526,Mar,2,0
12,202.25,0.025,0.029166667,Mar,3,0
62,1088.830952,0.000980392,0.007230392,Mar,3,1
56,2866.90202,0,0.010451977,Mar,2,0
7,360.75,0,0.033333333,Mar,1,0
5,112,0,0.02,Mar,3,0
29,491.1,0,0.003333333,Mar,2,0
22,602.1666667,0,0.008695652,Mar,2,0
19,345.3833333,0,0.005797101,Mar,3,0
4,75.5,0,0.05,Mar,2,0
2,57,0,0.1,Mar,3,0
4,738,0.1,0.15,Mar,2,0
62,1573.233333,0,0.004594595,Mar,2,0
26,779.5051587,0.011111111,0.034403292,Mar,1,1
10,303.25,0,0.011111111,Mar,3,0
10,413,0,0.009090909,Mar,2,0
18,550.5,0,0.031481481,Mar,1,0
46,1596.672282,0,0.008,Mar,4,0
2,49,0,0.1,Mar,2,0
61,2183.5,0,0.003225806,Mar,2,0
10,234.475,0,0.011111111,Mar,1,0
33,1371.633333,0,0.005555556,Mar,2,1
3,51.5,0,0.066666667,Mar,3,0
1,0,0.2,0.2,Mar,1,0
5,95.5,0,0.025,Mar,3,0
40,1589.27381,0,0.020767196,Mar,4,0
1,0,0.2,0.2,Mar,2,0
53,1440.298918,0.012727273,0.021974359,Mar,3,1
53,856.7522398,0,0.002272727,Mar,2,0
2,288,0,0.1,Mar,1,0
39,976.7103175,0.004166667,0.009722222,Mar,1,1
44,1679.833333,0,0.001086957,Mar,2,1
4,1833,0,0.05,Mar,2,0
53,1200.892857,0.001818182,0.018030303,Mar,2,0
7,139.3333333,0,0.011111111,Mar,3,0
24,1268,0.0125,0.015277778,Mar,4,0
25,773.4666667,0,0.029142857,Mar,2,1
18,529.702381,0,0.005263158,Mar,2,0
63,2717.327381,0.002857143,0.012857143,Mar,2,0
79,3380.691558,0.002666667,0.023772222,Mar,2,0
33,1274.190476,0.005714286,0.009285714,Mar,2,0
53,1299.383333,0,0.003703704,Mar,2,0
12,169.3,0,0.016666667,Mar,2,0
5,131,0.033333333,0.013333333,Mar,1,0
71,2816.43881,0,0.002666667,Mar,2,0
25,3484.233333,0,0.02,Mar,2,0
8,357.25,0,0.0625,Mar,2,0
31,489.1452381,0.011111111,0.022222222,Mar,2,1
6,112,0,0.028571429,Mar,1,0
3,29,0.033333333,0.066666667,Mar,2,0
60,3451.751515,0.006666667,0.011565934,Mar,3,0
16,485.6666667,0,0.0375,Mar,2,0
7,111.6666667,0,0.014285714,Mar,2,0
1,0,0.2,0.2,Mar,1,0
15,289.85,0,0.022222222,Mar,2,1
45,1998.444081,0.009090909,0.01644733,Mar,3,0
12,777.5,0,0.015555556,Mar,2,1
4,126.5,0.016666667,0.091666667,Mar,2,0
6,36,0.066666667,0.133333333,Mar,4,0
22,1005.806061,0,0.007407407,Mar,2,0
8,148.75,0,0.025,Mar,2,0
2,134,0,0.1,Mar,3,0
5,116.5,0,0.005714286,Mar,3,0
3,190,0,0.066666667,Mar,2,0
4,22,0.05,0.1,Mar,2,0
1,61,0,0.1,Mar,3,0
7,154,0,0.005555556,Mar,1,0
160,5349.563713,0.001142857,0.001799477,Mar,2,1
31,1975.458333,0,0.01,Mar,2,0
18,381.3333333,0,0.009090909,Mar,2,0
27,694.3035714,0,0.007692308,Mar,1,1
27,1460.566667,0,0.006666667,Mar,2,0
13,545.5714286,0.013333333,0.020784314,Mar,2,1
27,1244.833333,0,0.006896552,Mar,2,0
19,429.6333333,0,0.005263158,Mar,2,0
1,0,0.2,0.2,Mar,3,0
16,402.6904762,0,0.0125,Mar,2,0
9,58,0.155555556,0.177777778,May,1,0
8,249,0.066666667,0.091666667,May,3,0
2,12,0,0.1,May,1,0
5,91,0,0.0125,May,2,0
13,177.5,0,0.026666667,May,2,0
23,1888.5,0,0.008695652,May,2,1
33,1801.371429,0.0055,0.040415616,May,2,0
117,13158.66667,0.006896552,0.041810345,May,2,0
28,717.2190476,0.005882353,0.017058824,May,2,0
1,0,0.2,0.2,May,1,0
6,474,0,0.016666667,May,2,0
25,430.5,0,0.007142857,May,2,0
20,950.3285714,0.072108844,0.086507937,May,2,0
5,829.5,0,0.04,May,2,0
20,1171.333333,0.003174603,0.018571429,May,3,0
12,131.5,0,0.003076923,May,3,0
4,81.5,0,0.025,May,1,0
9,394.5,0,0.005555556,May,2,1
36,1262.833333,0,0.004054054,May,2,1
51,1742.325216,0.003636364,0.009228841,May,1,0
33,1239.5,0.070588235,0.095098039,May,2,0
1,0,0.2,0.2,May,2,0
5,122,0.028571429,0.05,May,1,0
25,4207.666667,0.008333333,0.020833333,May,2,0
51,1927.031548,0.003954802,0.014481293,May,1,0
82,706.2996032,0,0.002439024,May,2,0
32,1888.547619,0.010810811,0.025900901,May,1,1
42,1528.382468,0,0.004761905,May,1,1
25,599.1,0.013333333,0.030151515,May,1,0
0,0,0.1,0.1,May,1,0
8,100,0.075,0.125,May,2,0
34,1378.966667,0.007894737,0.01716792,May,3,1
43,2053.933333,0.012878788,0.039015152,May,2,0
4,212.5,0,0.04,May,2,0
29,785.474359,0,0.001481481,May,2,1
23,316.3333333,0.008333333,0.030833333,May,2,0
64,2121.304304,0.003188406,0.018007866,May,3,0
16,315.3666667,0,0.014736842,May,3,0
66,1483.55,0,0.006153846,May,2,1
104,6254.420122,0.028065242,0.036927442,May,3,0
3,29,0,0.066666667,May,2,0
35,1570.5,0,0.002941176,May,2,1
11,295.9,0,0.014219114,May,3,0
28,674.4345238,0.005882353,0.017647059,May,3,0
6,178.3333333,0,0.023809524,May,3,0
16,1154.766667,0.005263158,0.026315789,May,2,0
13,468.1666667,0,0.006060606,May,2,0
47,1813.86461,0.007377049,0.019090804,May,3,0
13,214.6922078,0.033333333,0.028759666,May,3,0
5,78.5,0,0.025,May,2,0
28,534.5833333,0,0.021428571,May,2,0
27,875.5,0,0.014367816,May,4,0
14,582,0,0.021875,May,2,0
13,399.5,0,0.005128205,May,3,0
1,0,0.2,0.2,May,1,0
43,1719.416667,0.004347826,0.026231884,May,1,0
6,227.3333333,0,0.013333333,May,3,0
2,0,0,0.1,May,2,0
5,109,0.08,0.1,May,3,0
25,879.6666667,0,0.007692308,May,1,0
19,5538.916667,0.024,0.055119048,May,2,0
11,191,0,0.018181818,May,2,0
0,0,0.2,0.2,May,1,0
23,599.3333333,0.008333333,0.016666667,May,1,1
17,433.1333333,0.023529412,0.051960784,May,3,0
65,1690.790351,0.014642857,0.034671498,May,2,0
7,115.6666667,0,0.02,May,1,0
41,1019.293939,0.049481481,0.05837037,May,3,0
53,715.5,0.022641509,0.036298293,May,2,0
12,499,0,0.018181818,May,2,1
105,8704.372405,0.026260504,0.050212934,May,3,0
1,0,0.2,0.2,May,1,0
19,580.5,0.010526316,0.049122807,May,2,1
1,0,0.2,0.2,May,3,0
6,81,0.08,0.133333333,May,1,0
1,340.2,0.066666667,0.075,May,1,0
19,1065.9,0.016666667,0.04021164,May,1,0
21,584.1333333,0,0.007142857,May,2,0
9,229.6666667,0.033333333,0.041666667,May,1,0
92,1688.058761,0.004347826,0.016494134,May,2,0
89,3509.130952,0.005617978,0.015248796,May,2,0
41,854.2863248,0.01875,0.021194084,May,3,1
36,1135.166667,0.007407407,0.040277778,May,1,0
22,335.6666667,0,0.011904762,May,2,0
95,2107.583333,0,0.004166667,May,2,0
4,96.33333333,0,0.05,May,1,0
75,2755.336111,0.0028125,0.012821256,May,4,0
4,44,0,0.05,May,2,0
16,630.5,0,0.00625,May,3,1
8,181,0,0.00625,May,1,0
14,285.4166667,0,0.00625,May,3,0
7,61.33333333,0.014285714,0.068571429,May,1,0
13,510,0,0.035714286,May,1,0
19,960.7333333,0.015789474,0.051754386,May,2,0
38,726.2761905,0.031578947,0.056052632,May,2,0
12,281.5,0.016666667,0.020833333,May,2,0
3,109,0,0.033333333,May,3,0
7,50.5,0.057142857,0.1,May,3,0
32,892.9166667,0.005714286,0.011428571,May,2,0
129,4115.978571,0.001470588,0.011288515,May,2,0
