,age,job,education,balance,pdays,deposit
72,34,management,secondary,879,344,yes
73,53,technician,secondary,5303,180,yes
74,50,unknown,primary,341,340,yes
75,28,technician,tertiary,387,82,yes
76,29,self-employed,secondary,123,181,yes
77,33,admin.,tertiary,882,183,yes
78,53,management,tertiary,3754,278,yes
79,37,management,tertiary,0,153,yes
80,32,management,tertiary,2974,4,yes
81,31,technician,tertiary,1081,261,yes
82,29,admin.,secondary,7707,334,yes
83,38,services,secondary,1970,176,yes
84,47,technician,secondary,1167,87,yes
85,52,management,tertiary,193,269,yes
86,36,unemployed,tertiary,1291,86,yes
87,47,blue-collar,secondary,1230,169,yes
88,36,admin.,secondary,96,87,yes
89,23,student,secondary,0,83,yes
90,29,management,tertiary,697,85,yes
91,58,management,tertiary,5701,87,yes
92,48,blue-collar,secondary,292,79,yes
93,42,technician,tertiary,757,79,yes
94,42,blue-collar,primary,201,85,yes
95,47,unknown,unknown,677,86,yes
96,30,management,tertiary,398,6,yes
97,35,management,tertiary,1750,9,yes
98,35,management,tertiary,193,13,yes
99,35,admin.,tertiary,994,87,yes
100,33,blue-collar,unknown,129,161,yes
101,42,management,tertiary,6060,350,yes
102,33,management,tertiary,55,87,yes
103,53,management,tertiary,1624,84,yes
104,26,admin.,secondary,255,80,yes
105,30,admin.,secondary,270,80,yes
106,38,management,tertiary,613,86,yes
107,29,technician,secondary,674,13,yes
108,47,management,tertiary,86,87,yes
109,34,management,tertiary,1228,84,yes
110,54,technician,secondary,2156,86,yes
111,46,management,tertiary,699,87,yes
112,47,blue-collar,primary,2749,164,yes
113,33,blue-collar,tertiary,700,80,yes
114,54,technician,secondary,0,84,yes
115,31,management,tertiary,354,9,yes
116,30,admin.,tertiary,305,85,yes
117,28,unemployed,primary,236,87,yes
118,33,management,tertiary,5437,91,yes
119,41,blue-collar,secondary,5060,83,yes
120,38,technician,secondary,902,90,yes
121,47,technician,secondary,335,76,yes
122,49,management,tertiary,1,175,yes
123,33,technician,tertiary,1636,66,yes
124,60,technician,secondary,316,263,yes
125,32,student,tertiary,1138,83,yes
126,36,self-employed,secondary,188,333,yes
127,35,management,tertiary,520,17,yes
128,30,self-employed,tertiary,2666,89,yes
129,39,management,tertiary,1515,167,yes
130,39,management,tertiary,2454,263,yes
131,35,entrepreneur,secondary,2971,164,yes
132,59,retired,secondary,514,90,yes
133,35,student,secondary,188,78,yes
134,31,blue-collar,secondary,196,341,yes
135,30,technician,secondary,-522,286,yes
136,27,admin.,secondary,710,334,yes
137,37,technician,secondary,141,364,yes
138,30,management,tertiary,415,343,yes
139,34,entrepreneur,tertiary,0,183,yes
140,36,management,tertiary,7506,188,yes
141,32,admin.,secondary,752,166,yes
142,49,management,secondary,99,343,yes
143,33,management,secondary,3935,342,yes
144,31,management,tertiary,59,363,yes
145,40,management,tertiary,1598,344,yes
146,42,blue-collar,primary,1461,170,yes
147,36,management,tertiary,4,342,yes
148,30,services,secondary,-271,337,yes
149,29,technician,tertiary,0,337,yes
150,43,management,tertiary,1429,169,yes
151,31,admin.,secondary,0,295,yes
152,42,unemployed,secondary,356,356,yes
153,45,services,secondary,608,323,yes
154,45,blue-collar,secondary,-184,170,yes
155,39,admin.,secondary,2345,344,yes
156,57,admin.,secondary,6005,323,yes
157,42,management,tertiary,4,295,yes
158,57,management,tertiary,830,367,yes
159,47,retired,primary,1374,359,yes
160,42,management,tertiary,-556,347,yes
161,41,admin.,secondary,-109,370,yes
162,43,management,tertiary,580,284,yes
163,38,services,secondary,5293,171,yes
164,34,admin.,secondary,479,350,yes
165,38,housemaid,primary,199,306,yes
166,39,management,tertiary,5073,286,yes
167,39,admin.,secondary,607,364,yes
168,47,services,secondary,367,306,yes
169,35,blue-collar,secondary,855,300,yes
170,46,blue-collar,primary,804,361,yes
171,59,admin.,secondary,145,287,yes
172,36,blue-collar,primary,319,301,yes
173,33,technician,secondary,221,355,yes
174,28,admin.,secondary,451,301,yes
175,42,blue-collar,secondary,1080,370,yes
176,34,management,tertiary,76,371,yes
177,35,management,tertiary,1396,300,yes
178,51,blue-collar,primary,-19,296,yes
179,50,technician,secondary,-54,292,yes
180,40,blue-collar,primary,830,370,yes
181,36,admin.,secondary,437,344,yes
182,31,self-employed,tertiary,17924,174,yes
183,55,blue-collar,primary,8180,360,yes
184,35,blue-collar,secondary,4963,300,yes
185,31,admin.,secondary,8781,177,yes
186,48,blue-collar,primary,214,177,yes
187,41,blue-collar,secondary,580,363,yes
188,34,management,tertiary,273,175,yes
189,36,self-employed,tertiary,1354,356,yes
190,35,blue-collar,secondary,336,346,yes
191,31,blue-collar,secondary,953,346,yes
192,30,admin.,secondary,315,346,yes
193,42,services,secondary,146,346,yes
194,56,services,secondary,-40,368,yes
195,26,services,secondary,77,340,yes
196,35,admin.,secondary,534,312,yes
197,35,housemaid,tertiary,1265,179,yes
198,31,admin.,secondary,685,329,yes
199,29,services,secondary,6567,298,yes
200,39,entrepreneur,secondary,2139,371,yes
201,54,unemployed,secondary,582,372,yes
202,25,admin.,secondary,507,367,yes
203,48,blue-collar,secondary,480,352,yes
204,40,admin.,secondary,2574,176,yes
205,36,admin.,secondary,148,374,yes
206,37,blue-collar,primary,2120,175,yes
207,51,management,tertiary,297,375,yes
208,35,blue-collar,secondary,205,312,yes
209,29,blue-collar,secondary,-493,334,yes
210,40,admin.,secondary,2040,350,yes
211,32,technician,secondary,230,266,yes
212,31,blue-collar,secondary,239,360,yes
213,55,retired,tertiary,0,370,yes
214,36,housemaid,secondary,1015,347,yes
215,45,technician,secondary,-357,355,yes
216,32,blue-collar,primary,-454,355,yes
217,33,blue-collar,secondary,139,291,yes
218,38,technician,secondary,-242,278,yes
219,35,services,secondary,719,368,yes
220,29,unemployed,tertiary,497,298,yes
221,45,admin.,secondary,397,95,yes
222,32,technician,tertiary,1625,109,yes
223,37,services,secondary,1543,10,yes
224,39,management,tertiary,0,93,yes
225,43,services,secondary,2145,183,yes
226,26,student,secondary,620,94,yes
227,43,management,unknown,7702,95,yes
228,27,student,tertiary,3733,98,yes
229,42,management,primary,5310,186,yes
230,43,admin.,secondary,733,187,yes
231,60,retired,tertiary,439,321,yes
232,28,technician,tertiary,0,40,yes
233,24,blue-collar,secondary,167,96,yes
234,36,technician,tertiary,911,21,yes
235,32,technician,tertiary,705,35,yes
236,33,technician,tertiary,109,10,yes
237,24,student,secondary,23878,97,yes
238,58,retired,secondary,2714,287,yes
239,32,management,tertiary,312,98,yes
240,47,admin.,secondary,2232,103,yes
241,37,admin.,secondary,1967,212,yes
242,26,admin.,secondary,2509,97,yes
243,25,admin.,tertiary,760,89,yes
244,55,admin.,secondary,602,90,yes
245,49,management,tertiary,1808,95,yes
246,45,admin.,tertiary,2552,293,yes
247,47,technician,secondary,293,90,yes
248,54,services,secondary,0,81,yes
249,47,management,tertiary,2351,84,yes
250,26,admin.,tertiary,313,96,yes
251,38,admin.,tertiary,1988,67,yes
252,42,services,secondary,1376,92,yes
253,49,technician,tertiary,523,60,yes
254,27,technician,tertiary,15161,120,yes
255,49,services,secondary,7019,368,yes
256,28,technician,tertiary,4987,113,yes
257,49,management,tertiary,5887,293,yes
258,29,technician,secondary,23,55,yes
259,34,unemployed,secondary,978,71,yes
260,32,self-employed,secondary,409,86,yes
261,42,blue-collar,secondary,2913,195,yes
262,29,management,tertiary,637,119,yes
263,26,technician,secondary,1231,96,yes
264,26,management,tertiary,2786,72,yes
265,39,unemployed,tertiary,201,119,yes
266,43,blue-collar,primary,3917,93,yes
267,35,services,secondary,52,94,yes
268,41,services,secondary,0,122,yes
269,38,technician,secondary,1130,98,yes
270,38,entrepreneur,secondary,1190,391,yes
271,35,blue-collar,secondary,563,119,yes
272,31,management,tertiary,617,97,yes
273,34,admin.,secondary,303,126,yes
274,40,admin.,secondary,985,50,yes
275,28,management,secondary,171,87,yes
276,35,admin.,secondary,1085,86,yes
277,25,self-employed,tertiary,42,94,yes
278,31,management,tertiary,924,98,yes
279,22,blue-collar,secondary,682,91,yes
280,32,admin.,tertiary,8866,83,yes
281,36,entrepreneur,tertiary,3407,85,yes
282,60,management,secondary,544,357,yes
283,59,technician,secondary,259,89,yes
284,26,admin.,secondary,1595,105,yes
285,37,admin.,tertiary,1000,90,yes
286,34,management,tertiary,2374,314,yes
287,49,management,tertiary,7443,211,yes
288,83,retired,primary,425,140,yes
289,61,management,tertiary,997,104,yes
290,37,admin.,secondary,2061,109,yes
291,72,self-employed,tertiary,132,65,yes
292,40,management,tertiary,2763,395,yes
293,42,entrepreneur,secondary,2959,342,yes
294,28,management,tertiary,12956,399,yes
295,39,admin.,secondary,19,147,yes
296,31,blue-collar,secondary,625,49,yes
297,30,unemployed,tertiary,330,80,yes
298,37,services,secondary,981,386,yes
299,38,unemployed,primary,7005,412,yes
300,31,management,secondary,202,62,yes
301,31,management,tertiary,307,229,yes
302,38,student,unknown,0,385,yes
303,44,entrepreneur,unknown,323,181,yes
304,25,management,tertiary,219,96,yes
305,47,technician,secondary,1167,96,yes
306,40,technician,tertiary,1646,92,yes
307,46,management,tertiary,242,96,yes
308,55,management,tertiary,2383,63,yes
309,30,self-employed,tertiary,2666,93,yes
310,48,management,tertiary,1147,64,yes
311,47,management,tertiary,86,97,yes
312,20,student,unknown,292,93,yes
313,37,unemployed,tertiary,1291,97,yes
314,40,management,tertiary,0,98,yes
315,53,admin.,secondary,0,98,yes
316,46,management,tertiary,4693,394,yes
317,41,admin.,tertiary,1536,95,yes
318,37,admin.,secondary,96,99,yes
319,34,management,tertiary,0,99,yes
320,42,services,secondary,3403,99,yes
321,58,unemployed,secondary,687,99,yes
322,23,student,secondary,0,99,yes
323,59,retired,tertiary,3444,185,yes
324,32,self-employed,tertiary,1815,102,yes
325,31,management,tertiary,10884,98,yes
326,42,blue-collar,primary,201,103,yes
327,42,services,tertiary,94,90,yes
328,57,technician,secondary,589,190,yes
329,30,management,tertiary,533,99,yes
330,42,technician,secondary,994,78,yes
331,26,admin.,secondary,96,70,yes
332,40,admin.,secondary,100,461,yes
333,39,admin.,secondary,260,116,yes
334,58,self-employed,primary,1013,461,yes
335,31,services,secondary,181,104,yes
336,36,management,tertiary,3850,100,yes
337,41,management,tertiary,27696,104,yes
338,59,technician,secondary,116,422,yes
339,34,management,tertiary,48,93,yes
340,55,management,primary,113,457,yes
341,33,blue-collar,secondary,498,104,yes
342,43,technician,tertiary,2643,100,yes
343,34,services,secondary,1337,104,yes
344,35,services,unknown,618,104,yes
345,38,blue-collar,secondary,1165,94,yes
346,31,admin.,secondary,35,105,yes
347,50,services,secondary,3169,430,yes
348,56,management,tertiary,616,105,yes
349,76,retired,primary,3324,192,yes
350,28,technician,secondary,113,105,yes
351,56,retired,primary,9367,101,yes
352,45,management,tertiary,2067,462,yes
353,49,management,tertiary,1,101,yes
354,26,admin.,secondary,255,106,yes
355,47,unemployed,secondary,926,403,yes
356,37,student,unknown,444,102,yes
357,60,retired,unknown,209,106,yes
358,44,management,tertiary,226,270,yes
359,33,unemployed,tertiary,1974,191,yes
360,42,admin.,primary,-306,459,yes
361,35,management,tertiary,431,397,yes
362,62,retired,secondary,1495,196,yes
363,26,management,tertiary,828,199,yes
364,22,student,secondary,948,197,yes
365,30,student,secondary,48,173,yes
366,34,housemaid,tertiary,0,84,yes
367,55,technician,secondary,1938,386,yes
368,49,technician,secondary,9131,461,yes
369,43,admin.,secondary,132,84,yes
370,30,management,tertiary,5359,84,yes
371,27,technician,tertiary,11862,87,yes
372,42,management,primary,5310,90,yes
373,60,admin.,secondary,106,91,yes
374,50,technician,secondary,3370,80,yes
375,43,admin.,secondary,733,88,yes
376,53,retired,tertiary,-309,428,yes
377,28,blue-collar,secondary,61,109,yes
378,59,unemployed,secondary,1047,184,yes
379,29,management,tertiary,265,94,yes
380,37,blue-collar,primary,106,392,yes
381,37,technician,tertiary,127,193,yes
382,36,management,tertiary,255,95,yes
383,43,services,secondary,2145,95,yes
384,43,management,tertiary,1696,474,yes
385,57,management,unknown,854,92,yes
386,36,blue-collar,secondary,40,475,yes
387,36,technician,secondary,539,477,yes
388,29,technician,secondary,590,94,yes
389,32,technician,tertiary,636,116,yes
390,55,admin.,secondary,1872,93,yes
391,36,management,tertiary,490,98,yes
392,27,student,tertiary,118,98,yes
393,45,management,tertiary,4119,283,yes
394,55,management,unknown,1504,101,yes
395,52,blue-collar,secondary,2087,474,yes
396,49,management,tertiary,5689,97,yes
397,30,blue-collar,primary,201,157,yes
398,39,management,tertiary,119,476,yes
399,48,management,tertiary,17964,98,yes
400,51,management,tertiary,2635,98,yes
401,48,technician,secondary,568,386,yes
402,46,admin.,tertiary,2552,94,yes
403,31,self-employed,tertiary,3343,94,yes
404,40,unemployed,tertiary,7968,93,yes
405,55,management,primary,2587,94,yes
406,57,management,tertiary,6468,157,yes
407,26,technician,secondary,1231,93,yes
408,36,technician,tertiary,1354,97,yes
409,55,admin.,secondary,602,98,yes
410,52,technician,secondary,0,294,yes
411,36,services,secondary,52,95,yes
412,31,management,tertiary,924,94,yes
413,50,admin.,tertiary,6574,92,yes
414,33,self-employed,secondary,409,97,yes
415,25,admin.,secondary,1871,96,yes
416,32,management,tertiary,2915,131,yes
417,58,management,tertiary,1227,95,yes
418,79,retired,secondary,723,79,yes
419,30,management,tertiary,147,100,yes
420,31,management,tertiary,12569,295,yes
421,34,management,tertiary,158,132,yes
422,28,admin.,secondary,261,98,yes
423,38,unknown,tertiary,0,95,yes
424,46,blue-collar,secondary,640,129,yes
425,47,technician,secondary,1013,92,yes
426,57,blue-collar,primary,3109,105,yes
427,50,housemaid,secondary,388,99,yes
428,34,blue-collar,secondary,262,106,yes
429,50,management,tertiary,810,103,yes
430,54,unemployed,secondary,1664,105,yes
431,26,management,tertiary,362,104,yes
432,40,technician,tertiary,1293,105,yes
433,29,management,tertiary,874,103,yes
434,25,management,tertiary,808,114,yes
435,83,retired,primary,425,92,yes
436,43,management,tertiary,2367,113,yes
437,45,blue-collar,secondary,10252,141,yes
438,37,admin.,tertiary,1000,99,yes
439,27,management,tertiary,20585,100,yes
440,57,management,tertiary,10583,98,yes
441,40,blue-collar,secondary,1451,121,yes
442,26,student,secondary,132,119,yes
443,37,technician,unknown,189,107,yes
444,37,management,tertiary,1027,119,yes
445,54,management,tertiary,1464,94,yes
446,54,management,tertiary,8295,119,yes
447,33,management,tertiary,5437,58,yes
448,25,admin.,tertiary,1185,114,yes
449,36,technician,tertiary,4596,175,yes
450,58,retired,primary,565,93,yes
451,33,management,tertiary,1781,183,yes
452,27,admin.,secondary,3415,184,yes
453,60,admin.,secondary,12039,187,yes
454,56,unemployed,secondary,12,187,yes
455,35,management,tertiary,2646,182,yes
456,61,self-employed,tertiary,6,182,yes
457,36,admin.,secondary,592,99,yes
458,58,technician,primary,4198,246,yes
459,30,management,tertiary,536,105,yes
460,54,blue-collar,primary,1311,184,yes
461,43,services,primary,2557,183,yes
462,40,unemployed,tertiary,79,135,yes
463,57,management,tertiary,1318,185,yes
464,75,retired,secondary,3771,183,yes
465,77,retired,tertiary,0,60,yes
466,31,management,tertiary,6138,119,yes
467,50,management,tertiary,469,183,yes
468,73,retired,unknown,519,57,yes
469,44,technician,tertiary,643,143,yes
470,76,housemaid,primary,1411,187,yes
471,39,technician,tertiary,206,195,yes
472,65,retired,secondary,571,183,yes
473,54,technician,secondary,3994,187,yes
474,28,management,tertiary,80,146,yes
475,61,management,tertiary,267,184,yes
476,53,housemaid,primary,2581,189,yes
477,27,student,tertiary,1134,183,yes
478,55,unemployed,secondary,309,184,yes
479,33,management,tertiary,6807,184,yes
480,33,self-employed,tertiary,658,208,yes
481,33,admin.,tertiary,79,335,yes
482,30,technician,tertiary,411,149,yes
483,68,retired,tertiary,2144,184,yes
484,41,technician,tertiary,431,107,yes
485,29,self-employed,secondary,123,184,yes
486,27,blue-collar,secondary,3792,183,yes
487,82,retired,primary,8603,107,yes
488,76,retired,tertiary,2991,183,yes
489,38,management,tertiary,4174,184,yes
490,60,technician,secondary,10925,185,yes
491,33,services,secondary,2411,161,yes
492,43,technician,unknown,11115,74,yes
493,57,management,primary,6900,185,yes
494,33,management,tertiary,5878,430,yes
495,77,management,unknown,1780,183,yes
496,35,technician,secondary,183,52,yes
497,59,retired,primary,3648,126,yes
498,73,retired,primary,542,180,yes
499,41,unknown,unknown,942,188,yes
500,28,technician,unknown,0,267,yes
501,38,blue-collar,secondary,0,75,yes
502,52,services,secondary,992,515,yes
503,38,housemaid,secondary,70,148,yes
504,30,admin.,secondary,914,272,yes
505,57,housemaid,tertiary,2326,194,yes
506,30,management,tertiary,697,80,yes
507,66,retired,tertiary,1948,269,yes
508,47,management,tertiary,3663,213,yes
509,30,technician,secondary,853,148,yes
510,60,management,tertiary,3401,270,yes
511,54,technician,secondary,473,81,yes
512,35,self-employed,tertiary,5462,186,yes
513,48,management,secondary,0,351,yes
514,36,management,tertiary,62,182,yes
515,36,self-employed,tertiary,506,70,yes
516,64,management,unknown,2352,183,yes
517,27,management,tertiary,1720,273,yes
518,34,management,tertiary,1778,162,yes
519,24,technician,secondary,556,80,yes
520,33,student,secondary,1536,94,yes
521,32,management,tertiary,935,91,yes
522,60,self-employed,tertiary,10861,91,yes
523,35,management,tertiary,1228,88,yes
524,24,student,secondary,125,90,yes
525,40,management,tertiary,0,96,yes
526,33,management,tertiary,22867,92,yes
527,71,housemaid,primary,1311,91,yes
528,52,unemployed,secondary,94,190,yes
529,26,management,tertiary,943,195,yes
530,33,services,secondary,1076,96,yes
531,35,management,tertiary,0,96,yes
532,53,management,tertiary,1624,97,yes
533,44,self-employed,tertiary,1070,91,yes
534,21,student,secondary,123,91,yes
535,36,blue-collar,secondary,3623,378,yes
536,31,management,tertiary,533,93,yes
537,42,technician,secondary,994,93,yes
538,33,services,secondary,386,92,yes
539,30,unemployed,secondary,2424,279,yes
540,32,management,tertiary,1331,92,yes
541,47,management,tertiary,4693,97,yes
542,48,blue-collar,secondary,1230,196,yes
543,27,student,tertiary,5291,92,yes
544,43,services,secondary,3403,97,yes
545,33,technician,secondary,133,192,yes
546,76,retired,primary,3324,92,yes
547,71,retired,primary,2600,98,yes
548,39,admin.,secondary,260,94,yes
549,18,student,primary,608,93,yes
550,58,services,secondary,462,93,yes
551,44,technician,secondary,14,92,yes
552,67,retired,secondary,1146,92,yes
553,31,services,secondary,181,93,yes
554,36,technician,secondary,376,92,yes
555,56,retired,primary,9367,92,yes
556,24,student,secondary,382,92,yes
557,33,admin.,secondary,920,95,yes
558,34,blue-collar,unknown,129,200,yes
559,58,admin.,secondary,169,94,yes
560,27,blue-collar,secondary,535,94,yes
561,37,technician,tertiary,197,200,yes
562,43,management,tertiary,3186,88,yes
563,35,technician,tertiary,3160,95,yes
564,75,retired,tertiary,6027,94,yes
565,52,management,tertiary,583,91,yes
566,55,technician,tertiary,0,91,yes
567,38,management,unknown,3576,183,yes
568,28,student,secondary,1925,97,yes
569,72,retired,secondary,1129,91,yes
570,29,admin.,secondary,265,184,yes
571,58,technician,secondary,3399,188,yes
572,22,student,tertiary,691,103,yes
573,60,retired,tertiary,4,190,yes
574,29,technician,secondary,1165,184,yes
575,36,admin.,tertiary,4708,171,yes
576,68,retired,tertiary,2820,97,yes
577,48,management,tertiary,1147,120,yes
578,28,services,secondary,339,182,yes
579,49,management,tertiary,5887,185,yes
580,43,management,tertiary,11891,242,yes
581,28,student,unknown,78,310,yes
582,44,admin.,secondary,733,105,yes
583,29,student,secondary,314,116,yes
584,42,management,tertiary,254,183,yes
585,37,admin.,secondary,0,190,yes
586,79,retired,secondary,8304,275,yes
587,58,management,tertiary,256,188,yes
588,30,technician,secondary,2326,175,yes
589,36,management,tertiary,925,189,yes
590,29,management,tertiary,572,195,yes
591,57,retired,secondary,5313,196,yes
592,34,services,secondary,1337,127,yes
593,57,management,unknown,2986,231,yes
594,27,student,secondary,538,197,yes
595,50,management,tertiary,5108,182,yes
596,50,services,secondary,320,315,yes
597,32,admin.,secondary,131,189,yes
598,59,retired,primary,2074,186,yes
599,68,retired,secondary,1443,257,yes
600,64,self-employed,tertiary,661,294,yes
601,60,admin.,secondary,3735,188,yes
602,72,retired,primary,4657,309,yes
603,30,blue-collar,primary,5,203,yes
604,43,management,tertiary,3518,196,yes
605,39,technician,tertiary,25,210,yes
606,38,admin.,secondary,11303,216,yes
607,32,management,tertiary,718,197,yes
608,23,services,secondary,870,176,yes
609,35,unemployed,secondary,978,209,yes
610,61,management,secondary,544,200,yes
611,25,technician,secondary,139,91,yes
612,57,retired,secondary,1044,192,yes
613,55,admin.,secondary,1633,192,yes
614,73,retired,primary,1388,83,yes
615,31,technician,secondary,2544,279,yes
616,21,student,secondary,2488,92,yes
617,28,self-employed,tertiary,1579,91,yes
618,31,unemployed,tertiary,330,194,yes
619,70,retired,primary,482,196,yes
620,59,technician,primary,4198,91,yes
621,48,unemployed,secondary,817,282,yes
622,33,services,secondary,133,274,yes
623,60,retired,tertiary,979,347,yes
624,79,retired,primary,8556,272,yes
625,64,retired,secondary,588,91,yes
626,42,technician,secondary,994,67,yes
627,47,blue-collar,secondary,820,91,yes
628,66,retired,secondary,203,195,yes
629,61,retired,secondary,86,94,yes
630,27,admin.,tertiary,2855,301,yes
631,36,management,tertiary,203,88,yes
632,38,unemployed,primary,7005,202,yes
633,92,retired,unknown,775,96,yes
634,77,retired,secondary,4112,95,yes
635,81,retired,primary,243,92,yes
636,42,unknown,unknown,942,92,yes
637,52,services,secondary,992,92,yes
638,38,housemaid,secondary,70,92,yes
639,61,admin.,unknown,4629,92,yes
640,20,student,unknown,829,202,yes
641,39,admin.,secondary,0,436,yes
642,36,student,tertiary,129,93,yes
643,52,services,secondary,659,93,yes
644,80,retired,primary,997,91,yes
645,33,technician,tertiary,1699,83,yes
646,56,technician,tertiary,1181,433,yes
647,54,admin.,secondary,0,98,yes
648,66,retired,tertiary,1948,91,yes
649,28,admin.,secondary,261,142,yes
650,36,technician,tertiary,202,120,yes
651,56,services,secondary,1989,281,yes
652,33,technician,secondary,303,301,yes
653,72,retired,primary,2600,82,yes
654,44,technician,tertiary,1818,92,yes
655,52,blue-collar,secondary,955,48,yes
656,37,technician,secondary,265,366,yes
657,78,retired,unknown,4807,104,yes
658,45,admin.,secondary,205,92,yes
659,68,retired,tertiary,2812,181,yes
660,55,management,tertiary,2037,94,yes
661,32,student,tertiary,0,276,yes
662,55,admin.,secondary,602,150,yes
663,41,technician,tertiary,1646,184,yes
664,35,unemployed,tertiary,415,176,yes
665,80,retired,secondary,2354,181,yes
666,38,technician,secondary,318,181,yes
667,48,blue-collar,secondary,1730,178,yes
668,25,management,unknown,448,297,yes
669,36,admin.,tertiary,994,176,yes
670,29,housemaid,tertiary,19,64,yes
671,23,admin.,tertiary,897,280,yes
672,67,retired,secondary,704,97,yes
673,22,student,secondary,216,187,yes
674,45,admin.,secondary,1206,446,yes
675,35,management,tertiary,62,185,yes
676,33,student,secondary,1536,92,yes
677,24,student,tertiary,235,92,yes
678,18,student,unknown,108,183,yes
679,65,entrepreneur,tertiary,2331,92,yes
680,27,management,tertiary,390,104,yes
681,35,admin.,secondary,-32,182,yes
682,39,blue-collar,tertiary,172,183,yes
683,53,admin.,secondary,10541,92,yes
684,23,student,secondary,480,182,yes
685,34,admin.,secondary,2374,92,yes
686,52,unemployed,secondary,94,92,yes
687,61,retired,tertiary,2557,92,yes
688,58,technician,secondary,589,183,yes
689,48,unemployed,secondary,201,92,yes
690,58,management,secondary,2155,92,yes
691,39,technician,secondary,902,180,yes
692,44,management,tertiary,1791,190,yes
693,54,unknown,secondary,2206,91,yes
694,27,student,tertiary,5291,91,yes
695,77,retired,secondary,638,188,yes
696,76,retired,primary,3324,90,yes
697,28,blue-collar,secondary,61,174,yes
698,35,management,tertiary,0,92,yes
699,59,technician,secondary,116,183,yes
700,42,blue-collar,secondary,413,184,yes
701,35,self-employed,tertiary,353,183,yes
702,60,retired,secondary,523,182,yes
703,34,blue-collar,secondary,1454,297,yes
704,57,retired,primary,9367,90,yes
705,75,retired,secondary,291,183,yes
706,64,retired,tertiary,846,181,yes
707,36,technician,tertiary,341,183,yes
708,29,technician,secondary,113,183,yes
709,34,management,tertiary,13014,183,yes
710,41,management,tertiary,27696,184,yes
711,21,student,secondary,123,93,yes
712,54,technician,secondary,10185,186,yes
713,29,management,tertiary,1026,92,yes
714,38,services,secondary,775,182,yes
715,48,unemployed,secondary,926,185,yes
716,46,management,tertiary,349,616,yes
717,32,technician,secondary,484,187,yes
718,37,management,tertiary,2987,91,yes
719,37,technician,tertiary,197,91,yes
720,23,student,secondary,431,186,yes
721,58,admin.,secondary,169,91,yes
722,45,management,tertiary,226,185,yes
723,30,unemployed,secondary,2424,95,yes
724,23,student,secondary,1234,91,yes
725,34,management,tertiary,271,94,yes
726,61,self-employed,tertiary,52587,189,yes
727,27,blue-collar,secondary,535,91,yes
728,52,technician,secondary,195,63,yes
729,35,management,tertiary,681,561,yes
