Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,Browser,Region
0,0,0,0,3,13,0.133333333,0.166666667,4,1
0,0,0,0,2,222,0,0.1,6,1
2,20,0,0,16,214.8333333,0,0.022222222,2,1
0,0,0,0,1,0,0.2,0.2,2,3
0,0,0,0,6,2017.166667,0,0.011111111,2,4
6,111.5,0,0,26,449.0277778,0,0.018518519,1,3
0,0,0,0,6,158.1666667,0,0.033333333,2,4
0,0,0,0,9,303.6666667,0.005555556,0.046296296,4,5
0,0,0,0,3,25,0,0.066666667,4,1
0,0,0,0,2,42,0.05,0.15,2,1
4,103.625,0,0,14,1003.416667,0,0.018039216,1,3
0,0,0,0,1,0,0.2,0.2,2,7
0,0,0,0,9,272.5,0,0.011851852,1,6
3,19,0,0,8,344,0,0.007407407,4,2
0,0,0,0,1,0,0.2,0.2,2,2
0,0,1,19,10,852,0,0.009090909,2,3
0,0,0,0,3,780,0.066666667,0.066666667,4,1
0,0,0,0,3,1038,0,0.033333333,2,1
0,0,0,0,4,573,0,0.05,2,3
0,0,0,0,28,1231.233333,0.007142857,0.030357143,1,4
0,0,0,0,11,316.6666667,0,0.027272727,2,2
0,0,0,0,20,873.7365079,0.0075,0.028166667,2,1
0,0,0,0,1,0,0.2,0.2,2,3
0,0,0,0,4,16,0.1,0.15,5,5
0,0,0,0,19,615,0,0.026315789,2,3
0,0,0,0,9,261.75,0,0.026666667,6,1
0,0,0,0,21,615.8831169,0.033333333,0.04993081,2,2
0,0,0,0,1,0,0.2,0.2,3,3
0,0,0,0,6,117.5,0,0.033333333,1,1
0,0,0,0,1,0,0.2,0.2,1,1
0,0,0,0,1,0,0.2,0.2,2,3
0,0,0,0,23,501.6666667,0.008695652,0.01884058,1,4
2,58,2,22,31,829.1666667,0.03030303,0.040606061,1,1
1,9.5,0,0,23,1223,0.015217391,0.012463768,1,1
0,0,0,0,6,467,0,0.016666667,1,3
0,0,0,0,23,737.1666667,0.008695652,0.011594203,2,1
0,0,0,0,12,129,0,0.033333333,1,3
0,0,0,0,5,63,0,0.04,2,1
0,0,0,0,5,125,0.086666667,0.166666667,2,1
0,0,0,0,11,684.3333333,0.018181818,0.063636364,4,6
0,0,0,0,20,665.4722222,0,0.0145,2,7
1,0,0,0,15,487.5,0,0.019166667,1,2
0,0,0,0,17,437.1666667,0.011111111,0.033333333,4,1
0,0,0,0,3,55,0.066666667,0.1,1,1
0,0,0,0,1,0,0.2,0.2,1,1
5,41.3,0,0,24,446.9277778,0,0.008602151,2,8
3,87,0,0,10,320.5,0,0.015384615,1,2
0,0,0,0,7,666,0,0.014285714,1,6
1,0,0,0,21,405.7095238,0.010743802,0.047002635,1,1
0,0,0,0,1,0,0.2,0.2,2,3
0,0,0,0,6,163.25,0.033333333,0.033333333,1,6
0,0,0,0,17,284.25,0,0.011764706,2,6
0,0,0,0,1,0,0.2,0.2,2,1
0,0,0,0,1,0,0.2,0.2,4,1
0,0,0,0,8,260,0.008333333,0.025,2,1
0,0,16,1210.397619,5,279.8571429,0.003174603,0.012764202,2,1
0,0,0,0,20,927.45,0.011111111,0.027248677,1,3
2,9,0,0,50,836.8,0,0.006339869,2,3
10,293.7782051,2,153,96,3283.166739,0.001960784,0.013509414,2,6
9,111.5,1,48.5,49,1868.819697,0,0.020708874,2,7
3,47,1,51,68,3008.124108,0.007142857,0.016727891,2,1
0,0,0,0,2,0,0.2,0.2,1,1
3,1226,5,3,24,3230.25,0.036190476,0.096,2,1
3,52,0,0,9,319,0,0.02,1,1
0,0,0,0,3,42,0,0.066666667,2,3
0,0,0,0,22,354.3333333,0.009090909,0.057662338,1,7
0,0,0,0,98,3556.61241,0.002061856,0.010173465,1,1
2,56,1,144,67,2563.783333,0,0.005797101,2,4
3,112.9607843,0,0,13,3014.018519,0.013068182,0.06140625,2,1
0,0,0,0,17,840.2333333,0,0.001666667,2,9
3,94,2,125,55,1970.844805,0,0.001724138,4,1
1,32,0,0,50,2867,0,0.004,2,7
0,0,0,0,5,43,0,0.04,1,1
5,218,0,0,13,284.5,0,0.004166667,1,1
0,0,0,0,3,133.5,0,0.088888889,2,1
1,119,0,0,12,297.6666667,0,0.008333333,2,1
3,281,0,0,16,453.75,0,0.005263158,2,5
1,18,0,0,16,1331.75,0,0.0125,5,2
2,40,0,0,5,558.5,0,0.028571429,2,7
3,107,0,0,4,145.8333333,0,0.016666667,2,7
0,0,0,0,8,731,0,0.04375,4,1
2,49,1,127,4,188,0.033333333,0.0375,2,3
0,0,0,0,14,565.3333333,0.037619048,0.04952381,6,3
0,0,0,0,2,50,0,0.05,2,8
4,57,0,0,7,591,0.006666667,0.033333333,2,6
2,2,3,261,10,281,0,0.042857143,2,1
2,123,2,306.3333333,18,483.8333333,0,0.02,2,4
2,118,0,0,4,42,0,0.066666667,2,7
0,0,0,0,35,1192.386111,0.005714286,0.028571429,4,2
0,0,0,0,12,198,0.016666667,0.075,2,3
0,0,0,0,3,15,0,0.066666667,4,3
2,38,0,0,14,643,0,0.013333333,2,5
0,0,0,0,5,23,0.08,0.12,2,1
0,0,0,0,4,14,0.1,0.15,2,1
1,54,0,0,6,210.5,0,0.02,2,1
1,993,0,0,28,1529.30467,0.001481481,0.009150327,2,4
0,0,0,0,2,19,0,0.1,2,3
5,74.25,2,84,37,1599.083333,0,0.006578947,2,4
0,0,0,0,9,102.5,0,0.022222222,2,1
0,0,0,0,16,2337,0,0.013333333,2,1
0,0,0,0,19,1883.5,0.010526316,0.021052632,2,1
2,32,0,0,50,1245.3,0.004,0.020666667,2,7
6,666.8333333,0,0,22,1674.583333,0,0.014666667,2,3
0,0,0,0,9,132,0.011111111,0.033333333,1,1
1,73,1,740,50,1434.255128,0,0.019230769,2,3
2,154,0,0,18,367.25,0.005263158,0.044210526,2,2
3,49.33333333,5,303.25,7,148.5,0,0.014081633,2,2
3,118.5,0,0,29,1482.210784,0.006896552,0.010600255,2,1
6,153.5,0,0,34,1048.492063,0.011578947,0.032225685,6,1
0,0,0,0,9,478,0,0.011111111,2,2
0,0,0,0,16,980.25,0,0.04,2,4
8,72.25,1,21.5,51,1124.693074,0.022807018,0.036550087,2,2
2,24.5,0,0,22,353.1666667,0.018181818,0.031818182,5,1
1,0,0,0,18,1489.083333,0.023529412,0.046470588,2,8
0,0,1,1220,28,2389.333333,0.016666667,0.030833333,2,1
0,0,0,0,7,753,0,0.00952381,10,1
0,0,0,0,31,688.1666667,0,0.019354839,1,1
0,0,0,0,14,811,0.015384615,0.041025641,2,8
1,22,0,0,9,415.25,0.033333333,0.048148148,3,1
16,155.6313131,0,0,32,908.013456,0.005,0.01805276,2,3
1,21.33333333,1,235,71,2753.378571,0.012676056,0.015201207,2,2
2,191,1,100,46,2452.582143,0.007246377,0.022253906,2,9
0,0,0,0,18,5188.5,0,0.05,5,1
0,0,0,0,2,0,0.2,0.2,1,1
0,0,0,0,5,57,0.08,0.12,5,2
0,0,0,0,2,8,0,0.1,2,5
4,96.5,0,0,19,1430.659091,0.01,0.025666667,1,1
1,13,0,0,2,20,0,0.05,2,3
5,1388.75,0,0,4,1373.75,0,0.02,1,7
0,0,0,0,45,844.25,0,0.01037037,1,3
0,0,1,0,7,188,0,0.033333333,2,1
3,51,0,0,14,527.375,0.015555556,0.033862434,1,6
0,0,0,0,1,0,0.2,0.2,3,5
1,158,1,64,29,1916.761905,0.006451613,0.018709677,2,3
0,0,0,0,9,116.3333333,0,0.066666667,2,1
0,0,0,0,30,397,0,0.02,2,7
0,0,0,0,63,5220.083333,0,0.003329865,5,3
0,0,0,0,20,219.3333333,0,0.011666667,8,7
0,0,0,0,5,74,0,0.04,2,1
0,0,0,0,15,1559.6,0,0.033846154,4,1
0,0,0,0,6,236.5,0,0.016666667,1,1
1,10,0,0,14,348.6666667,0.035714286,0.053571429,2,1
0,0,0,0,1,0,0.2,0.2,5,1
1,28,1,47,13,224.5,0,0.014285714,1,1
4,27,0,0,42,601.7666667,0,0.004545455,5,3
0,0,0,0,5,75.5,0.02,0.013333333,1,2
0,0,0,0,2,153,0,0.05,5,6
4,15,0,0,10,197.2,0,0.016666667,1,1
0,0,0,0,18,3658.5,0.016666667,0.05,2,9
0,0,0,0,5,1162.5,0,0.025,2,2
0,0,0,0,32,556.6,0.014583333,0.039583333,2,3
0,0,0,0,3,41,0,0.033333333,2,1
0,0,0,0,11,300.0714286,0,0.02,2,1
13,1249.809524,4,205,36,1626.625433,0.010638298,0.026186255,2,2
0,0,0,0,6,69.25,0,0.044444444,2,4
2,390,0,0,10,1169.1,0.02,0.05,9,9
0,0,0,0,8,402,0,0.038095238,2,2
0,0,0,0,1,0,0.2,0.2,2,1
0,0,0,0,35,3324.333333,0.011428571,0.024761905,2,1
11,215.5238095,1,70,87,3037.499952,0.002150538,0.007722385,2,5
0,0,0,0,4,59,0,0.05,1,1
1,11,0,0,51,1059.253472,0.010588235,0.022643039,2,6
2,20,0,0,7,720,0,0.011111111,2,3
0,0,0,0,40,905.4856061,0.0135,0.03747619,2,2
0,0,0,0,1,0,0.2,0.2,1,1
2,8,1,14.33333333,14,603.6666667,0,0.0125,2,1
0,0,0,0,13,328.9166667,0,0.014285714,2,1
0,0,0,0,33,778.8166667,0,0.022424242,5,1
4,171.25,0,0,22,851.5595238,0.004545455,0.031907308,2,1
0,0,0,0,1,0,0.2,0.2,1,8
0,0,0,0,3,227.5,0,0.022222222,2,1
5,227.3333333,0,0,17,528.9,0,0.002272727,1,1
0,0,0,0,15,872.8333333,0,0.026666667,2,2
0,0,0,0,2,0,0.2,0.2,2,3
0,0,0,0,35,835.0666667,0.012571429,0.044761905,2,6
0,0,0,0,4,82.5,0,0.05,2,1
0,0,1,0,1,13,0,0.1,2,3
0,0,0,0,2,9,0,0.1,2,1
0,0,0,0,2,7,0,0.1,2,1
0,0,0,0,12,94.5,0.033333333,0.025555556,2,4
5,86,0,0,23,267.3,0,0.016,1,4
0,0,0,0,29,3312.5,0.013793103,0.028965517,2,1
0,0,0,0,3,75,0,0.066666667,5,1
2,7,0,0,10,75,0.05,0.11,2,1
0,0,1,24,27,1547.5,0.003703704,0.014814815,2,1
7,186.9761905,2,40,35,1276.157071,0,0.008681765,1,6
3,138,2,136,54,2631.1,0,0.00969697,2,1
0,0,0,0,2,96,0,0.1,1,1
2,374,0,0,3,1370,0,0.025,2,1
2,61,0,0,5,97,0,0.04,2,1
1,14,0,0,46,1380.166667,0,0.01037037,1,1
1,38,0,0,23,1483.6,0.022916667,0.038373016,2,6
0,0,0,0,5,156,0,0.04,2,4
0,0,0,0,10,240.75,0,0.02,2,9
2,96,0,0,37,1238.5,0.005128205,0.016410256,2,1
6,615.25,0,0,68,2524.719048,0,0.000175593,2,6
4,111,0,0,4,54,0,0.028571429,2,1
2,147,0,0,2,35,0,0.05,2,1
0,0,0,0,15,175.9166667,0.013333333,0.026666667,1,1
3,53.16666667,0,0,11,263.6,0,0.003571429,2,1
2,58,0,0,7,101.8,0,0.011111111,2,8
0,0,0,0,1,0,0.2,0.2,2,3
3,48.5,0,0,55,1042.242857,0,0.002222222,2,1
1,21,3,116,21,613.6666667,0.008333333,0.023611111,2,1
4,115.3333333,0,0,64,1588.944444,0.003076923,0.009213675,2,1
0,0,1,929,75,4105.666667,0.002631579,0.017324561,2,3
1,8,0,0,14,269.5,0,0.019047619,2,3
1,32.28571429,0,0,8,1236.2,0,0.028571429,2,1
0,0,0,0,49,1384.016667,0,0.011904762,2,1
0,0,0,0,4,52,0,0.025,2,1
1,11,0,0,29,664.75,0,0.005057471,2,1
0,0,0,0,7,64,0,0.014285714,2,1
0,0,0,0,1,0,0.2,0.2,2,4
0,0,0,0,8,326.5,0.1,0.125,1,1
0,0,0,0,25,1690.977778,0.008,0.037333333,1,8
0,0,0,0,1,0,0.2,0.2,2,8
4,277.75,0,0,3,178.75,0,0.008,2,3
0,0,0,0,12,407,0,0.033333333,2,4
6,241.1666667,0,0,39,1513.566667,0.005128205,0.021367521,1,1
3,64,0,0,24,832.0909091,0,0.009876543,10,1
1,25.5,0,0,12,250.8333333,0,0.016666667,2,2
2,64,0,0,15,565.6666667,0,0.00625,2,1
0,0,0,0,10,194,0.02,0.04,5,7
8,130,1,18,19,298,0,0.016666667,2,3
9,79,1,155.5,55,1743.066667,0,0.004371585,2,6
3,84,0,0,27,655.9166667,0,0.011111111,2,2
0,0,1,9,30,1992.833333,0,0.003333333,4,1
0,0,0,0,3,0,0.2,0.2,2,4
0,0,0,0,24,308.8635531,0,0.028030303,6,2
3,41,0,0,46,2749.666667,0,0.005555556,2,1
0,0,0,0,1,0,0.2,0.2,2,1
0,0,0,0,25,812,0,0.008,2,1
0,0,0,0,12,166,0.028571429,0.071428571,2,1
1,14,0,0,4,65,0,0.05,4,3
4,86,0,0,46,2450.688095,0.027083333,0.047905093,1,3
0,0,0,0,10,226.8333333,0,0.01,1,1
3,618,0,0,9,341,0,0.007692308,2,9
0,0,0,0,13,226,0,0.053846154,2,4
1,11.88888889,0,0,111,3510.879903,9.83E-05,0.009438427,2,5
5,51.5,0,0,2,6,0,0.033333333,5,2
2,7,0,0,27,559.4,0.014814815,0.030452675,4,4
8,269,0,0,33,1109.883333,0.013888889,0.027742165,1,4
0,0,0,0,5,239,0,0.04,2,9
2,44.5,0,0,7,212.1666667,0,0.00625,2,1
1,3,14,1165.166667,81,2820.952419,0.008897485,0.029431012,2,3
0,0,0,0,6,44,0.066666667,0.1,2,3
0,0,0,0,8,781,0.028571429,0.057142857,2,4
4,61,0,0,14,175.6666667,0,0.010588235,2,5
3,90,0,0,25,397.8846154,0.005333333,0.033504762,2,1
0,0,0,0,25,770.0285714,0.0112,0.034933333,2,8
2,102.5,3,60,22,1034.975,0,0.014,1,4
0,0,0,0,2,12,0,0.1,1,5
0,0,0,0,3,8,0.066666667,0.133333333,4,1
1,17,0,0,22,399.8,0.019047619,0.038095238,5,7
0,0,0,0,1,0,0.2,0.2,2,2
9,213.3214286,5,528,61,2258.430586,0.01,0.020655014,1,4
0,0,0,0,2,254,0,0.1,2,4
0,0,0,0,7,67,0,0.028571429,2,1
0,0,0,0,4,57,0,0.025,2,6
0,0,0,0,12,240.4166667,0,0.061688312,2,1
0,0,0,0,8,551.1666667,0.025,0.035,2,2
6,71.5,0,0,47,1532.2,0.009929078,0.019797366,2,1
0,0,0,0,7,379.5,0.057142857,0.085714286,2,8
1,6,0,0,14,548.1857143,0.028571429,0.02987013,2,3
3,304,0,0,31,1735.301587,0.015625,0.0515625,1,2
0,0,0,0,3,103,0,0.022222222,1,1
7,151,0,0,44,1406.1,0.004081633,0.006501458,1,4
3,199.75,0,0,8,331.4,0,0.003333333,2,2
1,13.5,1,28,88,1759.275703,0.004545455,0.020644542,2,1
0,0,0,0,1,0,0.2,0.2,4,1
7,191.2,4,654.3333333,31,1204.600433,0.000854701,0.013342491,2,7
2,47,0,0,39,1743.366667,0,0.016410256,3,2
0,0,0,0,10,236,0,0.026666667,2,1
5,197,4,246,17,427.0833333,0,0.008695652,1,3
3,115.125,0,0,46,909.522619,0.004255319,0.020449173,2,6
4,312.75,0,0,14,702.9166667,0,0.014259259,2,1
0,0,0,0,40,962.3333333,0,0.01625,2,9
4,724,0,0,2,159,0,0.008,2,1
0,0,0,0,2,24,0,0.1,6,1
8,237.5,4,142,30,1569.625,0,0.008108108,2,1
3,66.33333333,0,0,15,424.8333333,0,0.0125,2,6
0,0,0,0,16,154.8333333,0,0.00625,4,7
2,190,1,0,37,758.4428571,0,0.010526316,1,6
4,174,1,18.5,11,305.875,0,0.001709402,2,3
3,227,0,0,2,62,0,0.025,2,1
1,23,0,0,15,656.25,0.028571429,0.028571429,1,8
0,0,0,0,29,617.5,0.006896552,0.01954023,2,3
0,0,2,39,15,245,0,0.0125,2,1
0,0,0,0,3,20,0,0.066666667,2,2
0,0,0,0,1,0,0.2,0.2,1,1
0,0,0,0,2,22,0,0.1,2,9
1,26,1,0,55,872.4,0.003508772,0.01754386,5,1
0,0,0,0,1,0,0.2,0.2,2,2
0,0,0,0,38,1372,0.005405405,0.018918919,2,1
2,41,0,0,7,139,0.022222222,0.055555556,5,6
4,74,2,629,149,5042.458059,0.003870968,0.007285123,2,1
0,0,0,0,5,288.5,0,0.0125,2,1
0,0,0,0,2,0,0.2,0.2,2,1
0,0,0,0,6,192,0,0.04,10,4
0,0,0,0,27,954.6666667,0,0.003846154,2,1
0,0,0,0,1,0,0.2,0.2,2,4
2,74,0,0,13,429,0.013333333,0.040444444,4,3
0,0,0,0,41,1546.5,0,0.008333333,2,1
2,45,0,0,9,96.46666667,0,0.018181818,2,3
2,112,0,0,9,198.8333333,0,0.006060606,2,3
0,0,0,0,8,181,0.075,0.1,2,1
2,37,0,0,15,208.5,0,0.011764706,2,3
0,0,0,0,21,517.4238095,0.019047619,0.025,5,2
0,0,0,0,12,358.0666667,0,0.025,3,2
1,5.5,0,0,22,339.25,0,0.026984127,2,2
3,50,0,0,13,796,0,0.013333333,2,5
0,0,0,0,31,1759.416667,0,0.002903226,2,4
2,26,0,0,19,3277,0.015789474,0.037894737,2,4
0,0,0,0,13,265.1666667,0,0.046153846,2,4
5,113.5,0,0,13,437.2,0,0.002222222,8,4
0,0,0,0,6,92,0,0.066666667,1,3
3,279,0,0,0,0,0,0.05,2,1
3,228,1,267.5,23,1266.267677,0.002197802,0.037765568,2,3
3,55,2,4,2,19,0,0.033333333,1,8
6,112.5,0,0,47,1882.113409,0.004,0.019314286,1,4
1,17,0,0,12,616.4,0,0.018181818,1,3
0,0,0,0,5,155,0.04,0.053333333,2,1
0,0,0,0,11,814.5,0,0.01,1,1
0,0,0,0,21,460.4166667,0.019047619,0.036507937,2,6
0,0,0,0,5,819.5,0,0.036,2,1
1,8.5,0,0,30,659.2,0,0.006451613,2,3
0,0,0,0,5,427,0,0.04,3,3
0,0,0,0,1,0,0.2,0.2,2,4
0,0,0,0,17,766.5,0,0.0125,2,1
0,0,0,0,1,0,0.2,0.2,5,5
0,0,0,0,14,2425,0,0.007142857,2,1
7,319.5,0,0,11,416.5,0,0.007142857,2,1
0,0,0,0,15,638.6428571,0.003571429,0.053571429,2,1
0,0,1,132,8,445,0,0.014285714,2,4
0,0,0,0,4,81,0,0.025,2,3
0,0,0,0,20,1985,0.03,0.055,1,1
5,97.5,0,0,24,758.1444444,0.04,0.059846154,2,2
7,182.0833333,0,0,15,310.9,0,0.01,2,4
3,97,0,0,15,482,0.0125,0.025,2,6
0,0,0,0,2,0,0.2,0.2,5,1
3,34.83333333,0,0,30,709.8333333,0.026666667,0.046666667,1,2
0,0,3,57,31,4547.166667,0.012903226,0.039247312,4,5
0,0,0,0,9,1040,0.077777778,0.116666667,4,3
0,0,0,0,3,223,0.066666667,0.133333333,1,8
0,0,2,14,11,687.5,0.020512821,0.035897436,2,1
0,0,0,0,30,632.5833333,0,0.021666667,5,1
1,77,0,0,9,312,0,0.044444444,1,3
3,107,0,0,45,2502.966667,0,0.008510638,4,1
10,614.1666667,0,0,47,3608.9,0,0.019871795,2,3
13,315.9666667,1,0,15,406.575,0.019047619,0.032380952,2,3
0,0,0,0,1,0,0.2,0.2,2,3
1,0,0,0,39,2487.5,0.017105263,0.047105263,2,1
0,0,0,0,15,212.8,0.019047619,0.042857143,1,3
2,11,0,0,20,510,0.013636364,0.034848485,1,6
0,0,0,0,1,0,0.2,0.2,2,3
2,47.66666667,0,0,5,72.33333333,0,0.014285714,1,8
0,0,0,0,13,96.5,0.030769231,0.076923077,6,4
0,0,0,0,8,267,0,0.05,2,3
0,0,0,0,8,481.1666667,0,0.025,2,7
0,0,0,0,4,2528,0,0.066666667,2,9
2,30,1,148.5,24,1530.194444,0.007407407,0.014814815,1,1
0,0,0,0,7,289.5,0,0.014285714,1,1
0,0,0,0,1,10,0,0.1,2,3
0,0,0,0,16,676.75,0.014285714,0.035714286,2,1
0,0,0,0,4,36,0.05,0.1,2,6
2,25,0,0,6,65,0,0.025,2,1
0,0,0,0,16,630.75,0,0.04047619,2,1
8,359,2,954,14,336.5,0,0.005555556,2,7
0,0,0,0,5,77,0,0.04,4,1
5,59,0,0,3,44.66666667,0,0.025,4,6
4,1347.75,0,0,22,3410.875,0.019871795,0.09,2,1
0,0,0,0,10,322.5,0.04,0.07,2,4
0,0,0,0,11,919,0,0.027272727,6,2
18,280.95,6,762.5,79,2096.911364,0.003333333,0.014008551,4,2
4,100.3,0,0,66,2868.133333,0.011428571,0.01725974,2,1
1,23,0,0,27,1058.893939,0,0.010493827,2,3
6,53.38095238,0,0,5,54.38095238,0,0.003571429,2,6
2,8,0,0,11,543.5,0.007692308,0.038461538,2,3
0,0,0,0,29,1089,0.006896552,0.013793103,6,1
1,0,1,60,43,1131.808333,0.028787879,0.047348485,1,1
0,0,0,0,7,314.5,0.033333333,0.066666667,2,3
14,416.3928571,6,449.3333333,258,11301.20416,0,0.00742538,4,9
